,index,networkx_function,num_np_calls,np_calls,np_calls_w_args
5575,3396,/algorithms/connectivity/tests/test_disjoint_paths.py_test_not_connected_nodes,0,[],[]
5576,3395,/algorithms/connectivity/tests/test_disjoint_paths.py_test_not_connected_edges,0,[],[]
5577,3394,/algorithms/connectivity/tests/test_disjoint_paths.py_test_not_weakly_connected_nodes,0,[],[]
5578,3393,/algorithms/connectivity/tests/test_disjoint_paths.py_test_not_weakly_connected_edges,0,[],[]
5579,3392,/algorithms/connectivity/tests/test_disjoint_paths.py_test_missing_target_node_paths,0,[],[]
5580,3391,/algorithms/connectivity/tests/test_disjoint_paths.py_test_missing_target_edge_paths,0,[],[]
5581,3390,/algorithms/connectivity/tests/test_disjoint_paths.py_test_missing_source_node_paths,0,[],[]
5582,3389,/algorithms/connectivity/tests/test_disjoint_paths.py_test_missing_source_edge_paths,0,[],[]
5583,3388,/algorithms/connectivity/tests/test_disjoint_paths.py_test_cutoff_disjoint_paths,0,[],[]
5584,3387,/algorithms/connectivity/tests/test_disjoint_paths.py_test_icosahedral_disjoint_paths,0,[],[]
5585,3386,/algorithms/connectivity/tests/test_disjoint_paths.py_test_octahedral_disjoint_paths,0,[],[]
5586,3385,/algorithms/connectivity/tests/test_disjoint_paths.py_test_petersen_disjoint_paths,0,[],[]
5587,3384,/algorithms/connectivity/tests/test_disjoint_paths.py_test_karate,0,[],[]
5588,3383,/algorithms/connectivity/tests/test_disjoint_paths.py_test_florentine_families,0,[],[]
5589,3382,/algorithms/connectivity/tests/test_disjoint_paths.py_test_graph_from_pr_2053,0,[],[]
5590,3355,/algorithms/connectivity/tests/test_edge_kcomponents.py__all_pairs_connectivity,0,[],[]
5591,3354,/algorithms/connectivity/tests/test_edge_kcomponents.py__memo_connectivity,0,[],[]
5592,3353,/algorithms/connectivity/tests/test_edge_kcomponents.py__assert_subgraph_edge_connectivity,0,[],[]
5593,1,/relabel.py__relabel_copy,0,[],[]
5594,3326,/algorithms/connectivity/edge_kcomponents.py__high_degree_components,0,[],[]
5595,3325,/algorithms/connectivity/edge_kcomponents.py__low_degree_nodes,0,[],[]
5596,3324,/algorithms/connectivity/edge_kcomponents.py_k_edge_subgraphs,0,[],[]
5597,3323,/algorithms/connectivity/edge_kcomponents.py_k_edge_components,0,[],[]
5598,3322,/algorithms/connectivity/edge_kcomponents.py__recursive_build,0,[],[]
5599,3321,/algorithms/connectivity/edge_kcomponents.py_bridge_components,0,[],[]
5600,3320,/algorithms/connectivity/edge_kcomponents.py__k_edge_subgraphs_nodes,0,[],[]
5601,3319,/algorithms/connectivity/edge_kcomponents.py_k_edge_subgraphs,0,[],[]
5602,3318,/algorithms/connectivity/edge_kcomponents.py_k_edge_components,0,[],[]
5603,3317,/algorithms/connectivity/edge_augmentation.py_greedy_k_edge_augmentation,0,[],[]
5604,3316,/algorithms/connectivity/edge_augmentation.py__compat_shuffle,0,[],[]
5605,3315,/algorithms/connectivity/edge_augmentation.py_complement_edges,0,[],[]
5606,3314,/algorithms/connectivity/edge_augmentation.py_collapse,0,[],[]
5607,3313,/algorithms/connectivity/edge_augmentation.py__minimum_rooted_branching,0,[],[]
5608,3312,/algorithms/connectivity/edge_augmentation.py_weighted_bridge_augmentation,0,[],[]
5609,3311,/algorithms/connectivity/edge_augmentation.py_weighted_one_edge_augmentation,0,[],[]
5610,3310,/algorithms/connectivity/edge_augmentation.py_unconstrained_one_edge_augmentation,0,[],[]
5611,3309,/algorithms/connectivity/edge_augmentation.py__lightest_meta_edges,0,[],[]
5612,3308,/algorithms/connectivity/edge_augmentation.py__try_getitem,0,[],[]
5613,3307,/algorithms/connectivity/edge_augmentation.py__unpack_available_edges,0,[],[]
5614,3306,/algorithms/connectivity/edge_augmentation.py__ordered,0,[],[]
5615,3327,/algorithms/connectivity/edge_kcomponents.py_general_k_edge_subgraphs,0,[],[]
5616,3329,/algorithms/connectivity/kcutsets.py__is_separating_set,0,[],[]
5617,3352,/algorithms/connectivity/tests/test_edge_kcomponents.py_fset,0,[],[]
5618,3330,/algorithms/connectivity/stoerwagner.py_stoer_wagner,0,[],[]
5619,3351,/algorithms/connectivity/kcomponents.py_build_k_number_dict,0,[],[]
5620,3350,/algorithms/connectivity/kcomponents.py__reconstruct_k_components,0,[],[]
5621,3349,/algorithms/connectivity/kcomponents.py_has_nbrs_in_partition,0,[],[]
5622,3348,/algorithms/connectivity/kcomponents.py__generate_partition,0,[],[]
5623,3347,/algorithms/connectivity/kcomponents.py__consolidate,0,[],[]
5624,3346,/algorithms/connectivity/kcomponents.py_k_components,0,[],[]
5625,3345,/algorithms/connectivity/cuts.py_neighbors,0,[],[]
5626,3344,/algorithms/connectivity/cuts.py_minimum_node_cut,0,[],[]
5627,3343,/algorithms/connectivity/cuts.py_minimum_st_node_cut,0,[],[]
5628,3342,/algorithms/connectivity/cuts.py_minimum_st_edge_cut,0,[],[]
5629,3341,/algorithms/connectivity/disjoint_paths.py__unique_everseen,0,[],[]
5630,3340,/algorithms/connectivity/disjoint_paths.py_node_disjoint_paths,0,[],[]
5631,3339,/algorithms/connectivity/disjoint_paths.py_edge_disjoint_paths,0,[],[]
5632,3338,/algorithms/connectivity/connectivity.py_local_edge_connectivity,0,[],[]
5633,3337,/algorithms/connectivity/connectivity.py_all_pairs_node_connectivity,0,[],[]
5634,3336,/algorithms/connectivity/connectivity.py_average_node_connectivity,0,[],[]
5635,3335,/algorithms/connectivity/connectivity.py_neighbors,0,[],[]
5636,3334,/algorithms/connectivity/connectivity.py_node_connectivity,0,[],[]
5637,3333,/algorithms/connectivity/connectivity.py_local_node_connectivity,0,[],[]
5638,3332,/algorithms/connectivity/utils.py_build_auxiliary_edge_connectivity,0,[],[]
5639,3331,/algorithms/connectivity/utils.py_build_auxiliary_node_connectivity,0,[],[]
5640,3202,/algorithms/tests/test_link_prediction.py_test_K5,0,[],[]
5641,3200,/algorithms/tests/test_link_prediction.py_test_all_nonexistent_edges,0,[],[]
5642,2991,/algorithms/tests/test_cycles.py_edgeset_function,0,[],[]
5643,3054,/algorithms/tests/test_graphical.py_test_multi_sequence,0,[],[]
5644,3065,/algorithms/tests/test_similarity.py_node_del_cost,0,[],[]
5645,3064,/algorithms/tests/test_similarity.py_node_subst_cost,0,[],[]
5646,3063,/algorithms/tests/test_similarity.py_test_graph_edit_distance_node_cost,0,[],[]
5647,3062,/algorithms/tests/test_similarity.py_test_graph_edit_distance,0,[],[]
5648,3061,/algorithms/tests/test_similarity.py_test_graph_edit_distance_roots_and_timeout,0,[],[]
5649,3060,/algorithms/tests/test_similarity.py_setup_class,0,[],[]
5650,3059,/algorithms/tests/test_similarity.py_getCanonical,0,[],[]
5651,3058,/algorithms/tests/test_similarity.py_ematch,0,[],[]
5652,3057,/algorithms/tests/test_similarity.py_nmatch,0,[],[]
5653,3055,/algorithms/tests/test_graphical.py_test_pseudo_sequence,0,[],[]
5654,3053,/algorithms/tests/test_graphical.py_test_small_directed_sequences,0,[],[]
5655,3041,/algorithms/tests/test_hybrid.py_test_2d_grid_graph,0,[],[]
5656,3052,/algorithms/tests/test_graphical.py_test_directed_degree_sequence,0,[],[]
5657,3051,/algorithms/tests/test_graphical.py_test_small_graph_false,0,[],[]
5658,3050,/algorithms/tests/test_graphical.py_test_small_graph_true,0,[],[]
5659,3049,/algorithms/tests/test_graphical.py_test_atlas,0,[],[]
5660,3048,/algorithms/tests/test_graphical.py_setup_class,0,[],[]
5661,3047,/algorithms/tests/test_graphical.py_test_negative_input,0,[],[]
5662,3046,/algorithms/tests/test_graphical.py_test_non_integer_input,0,[],[]
5663,3045,/algorithms/tests/test_graphical.py_test_string_input,0,[],[]
5664,3044,/algorithms/tests/test_graphical.py_test_valid_degree_sequence2,0,[],[]
5665,3043,/algorithms/tests/test_graphical.py_test_valid_degree_sequence1,0,[],[]
5666,3066,/algorithms/tests/test_similarity.py_node_ins_cost,0,[],[]
5667,3067,/algorithms/tests/test_similarity.py_test_graph_edit_distance_edge_cost,0,[],[]
5668,3068,/algorithms/tests/test_similarity.py_edge_subst_cost,0,[],[]
5669,3069,/algorithms/tests/test_similarity.py_edge_del_cost,0,[],[]
5670,3090,/algorithms/tests/test_similarity.py_testGraph4_b,0,[],[]
5671,3089,/algorithms/tests/test_similarity.py_testGraph4_a,0,[],[]
5672,3088,/algorithms/tests/test_similarity.py_testGraph4,0,[],[]
5673,3087,/algorithms/tests/test_similarity.py_testGraph3,0,[],[]
5674,3086,/algorithms/tests/test_similarity.py_testGraph2,0,[],[]
5675,3085,/algorithms/tests/test_similarity.py_testGraph1,0,[],[]
5676,3084,/algorithms/tests/test_similarity.py_testOneExtraNodeAndEdge,0,[],[]
5677,3083,/algorithms/tests/test_similarity.py_testOneExtraEdge,0,[],[]
5678,3082,/algorithms/tests/test_similarity.py_testOneExtraNode,0,[],[]
5679,3081,/algorithms/tests/test_similarity.py_testOneNodeLabelDiff,0,[],[]
5680,3080,/algorithms/tests/test_similarity.py_testOneEdgeLabelDiff,0,[],[]
5681,3079,/algorithms/tests/test_similarity.py_testSame,0,[],[]
5682,3078,/algorithms/tests/test_similarity.py_testCopy,0,[],[]
5683,3077,/algorithms/tests/test_similarity.py_test_multidigraph,0,[],[]
5684,3076,/algorithms/tests/test_similarity.py_test_multigraph,0,[],[]
5685,3075,/algorithms/tests/test_similarity.py_test_digraph,0,[],[]
5686,3074,/algorithms/tests/test_similarity.py_test_selfloops,0,[],[]
5687,3073,/algorithms/tests/test_similarity.py_test_optimize_graph_edit_distance,0,[],[]
5688,3072,/algorithms/tests/test_similarity.py_test_optimal_edit_paths,0,[],[]
5689,3071,/algorithms/tests/test_similarity.py_test_graph_edit_distance_upper_bound,0,[],[]
5690,3070,/algorithms/tests/test_similarity.py_edge_ins_cost,0,[],[]
5691,3042,/algorithms/tests/test_hybrid.py_test_small_graph,0,[],[]
5692,3040,/algorithms/tests/test_cycles.py_test_girth,0,[],[]
5693,3199,/algorithms/tests/test_link_prediction.py_test_zero_degrees,0,[],[]
5694,3003,/algorithms/tests/test_cycles.py_test_directed_chordless_cycle_parallel_multiedges,0,[],[]
5695,3013,/algorithms/tests/test_cycles.py_test_graph_nocycle,0,[],[]
5696,3012,/algorithms/tests/test_cycles.py_setup_class,0,[],[]
5697,3011,/algorithms/tests/test_cycles.py_test_chordless_cycles_clique,0,[],[]
5698,3010,/algorithms/tests/test_cycles.py_test_simple_cycles_bound_error,0,[],[]
5699,3009,/algorithms/tests/test_cycles.py_test_simple_cycles_bound_corner_cases,0,[],[]
5700,3008,/algorithms/tests/test_cycles.py_test_simple_cycles_bounded,0,[],[]
5701,3007,/algorithms/tests/test_cycles.py_test_simple_cycles_graph,0,[],[]
5702,3006,/algorithms/tests/test_cycles.py_test_simple_cycles_acyclic_tournament,0,[],[]
5703,3005,/algorithms/tests/test_cycles.py_test_chordless_cycles_giant_hamiltonian,0,[],[]
5704,3004,/algorithms/tests/test_cycles.py_test_chordless_cycles_graph,0,[],[]
5705,3002,/algorithms/tests/test_cycles.py_four_cycles,0,[],[]
5706,3039,/algorithms/tests/test_cycles.py_test_gh6787_and_edge_attribute_names,0,[],[]
5707,3001,/algorithms/tests/test_cycles.py_triangles,0,[],[]
5708,3000,/algorithms/tests/test_cycles.py_test_simple_cycles_notable_clique_sequences,0,[],[]
5709,2999,/algorithms/tests/test_cycles.py_test_directed_chordless_loop_blockade,0,[],[]
5710,2998,/algorithms/tests/test_cycles.py_test_directed_chordless_cycle_diclique,0,[],[]
5711,2997,/algorithms/tests/test_cycles.py_test_chordless_cycles_directed,0,[],[]
5712,2996,/algorithms/tests/test_cycles.py_test_directed_chordless_cycle_undirected,0,[],[]
5713,2995,/algorithms/tests/test_cycles.py_test_directed_chordless_cycle_digons,0,[],[]
5714,2994,/algorithms/tests/test_cycles.py_check_cycle_enumeration_integer_sequence,0,[],[]
5715,2993,/algorithms/tests/test_cycles.py_check_cycle_algorithm,0,[],[]
5716,2992,/algorithms/tests/test_cycles.py_check_cycle,0,[],[]
5717,3014,/algorithms/tests/test_cycles.py_test_graph_cycle,0,[],[]
5718,3015,/algorithms/tests/test_cycles.py_test_graph_orientation_none,0,[],[]
5719,3016,/algorithms/tests/test_cycles.py_test_graph_orientation_original,0,[],[]
5720,3017,/algorithms/tests/test_cycles.py_test_digraph,0,[],[]
5721,3038,/algorithms/tests/test_cycles.py_test_gh6787_variable_weighted_complete_graph,0,[],[]
5722,3037,/algorithms/tests/test_cycles.py_test_petersen_graph,0,[],[]
5723,3036,/algorithms/tests/test_cycles.py_test_tree_graph,0,[],[]
5724,3035,/algorithms/tests/test_cycles.py_test_complete_graph,0,[],[]
5725,3034,/algorithms/tests/test_cycles.py_test_dimensionality,0,[],[]
5726,3033,/algorithms/tests/test_cycles.py_test_weighted_diamond,0,[],[]
5727,3032,/algorithms/tests/test_cycles.py_test_unweighted_diamond,0,[],[]
5728,3031,/algorithms/tests/test_cycles.py_setup_class,0,[],[]
5729,3030,/algorithms/tests/test_cycles.py_assert_basis_equal,0,[],[]
5730,3029,/algorithms/tests/test_cycles.py_test_no_cycle,0,[],[]
5731,3028,/algorithms/tests/test_cycles.py_test_prev_explored,0,[],[]
5732,3027,/algorithms/tests/test_cycles.py_test_dag,0,[],[]
5733,3026,/algorithms/tests/test_cycles.py_test_multidigraph_original,0,[],[]
5734,3025,/algorithms/tests/test_cycles.py_test_multidigraph_ignore2,0,[],[]
5735,3024,/algorithms/tests/test_cycles.py_test_multidigraph_ignore,0,[],[]
5736,3023,/algorithms/tests/test_cycles.py_test_digraph_reverse,0,[],[]
5737,3022,/algorithms/tests/test_cycles.py_test_digraph_ignore,0,[],[]
5738,3021,/algorithms/tests/test_cycles.py_test_multidigraph,0,[],[]
5739,3020,/algorithms/tests/test_cycles.py_test_multigraph,0,[],[]
5740,3019,/algorithms/tests/test_cycles.py_test_digraph_orientation_original,0,[],[]
5741,3018,/algorithms/tests/test_cycles.py_test_digraph_orientation_none,0,[],[]
5742,3091,/algorithms/tests/test_similarity.py_test_simrank_no_source_no_target,0,[],[]
5743,3092,/algorithms/tests/test_similarity.py_test_simrank_source_no_target,0,[],[]
5744,3093,/algorithms/tests/test_similarity.py_test_simrank_noninteger_nodes,0,[],[]
5745,3163,/algorithms/tests/test_link_prediction.py_test_node_not_found,0,[],[]
5746,3173,/algorithms/tests/test_link_prediction.py_test_isolated_nodes,0,[],[]
5747,3172,/algorithms/tests/test_link_prediction.py_test_no_common_neighbor,0,[],[]
5748,3171,/algorithms/tests/test_link_prediction.py_test_node_not_found,0,[],[]
5749,3170,/algorithms/tests/test_link_prediction.py_test_notimplemented,0,[],[]
5750,3169,/algorithms/tests/test_link_prediction.py_test_P4,0,[],[]
5751,3168,/algorithms/tests/test_link_prediction.py_test_K5,0,[],[]
5752,3167,/algorithms/tests/test_link_prediction.py_setup_class,0,[],[]
5753,3166,/algorithms/tests/test_link_prediction.py_test_all_nonexistent_edges,0,[],[]
5754,3165,/algorithms/tests/test_link_prediction.py_test_equal_nodes,0,[],[]
5755,3164,/algorithms/tests/test_link_prediction.py_test_no_common_neighbor,0,[],[]
5756,3162,/algorithms/tests/test_link_prediction.py_test_notimplemented,0,[],[]
5757,3094,/algorithms/tests/test_similarity.py_test_simrank_source_and_target,0,[],[]
5758,3161,/algorithms/tests/test_link_prediction.py_test_S4,0,[],[]
5759,3160,/algorithms/tests/test_link_prediction.py_test_P3,0,[],[]
5760,3159,/algorithms/tests/test_link_prediction.py_test_K5,0,[],[]
5761,3158,/algorithms/tests/test_link_prediction.py_setup_class,0,[],[]
5762,3157,/algorithms/tests/test_link_prediction.py__test_func,0,[],[]
5763,3156,/algorithms/tests/test_hierarchy.py_test_hierarchy_weight,0,[],[]
5764,3155,/algorithms/tests/test_hierarchy.py_test_hierarchy_1,0,[],[]
5765,3154,/algorithms/tests/test_hierarchy.py_test_hierarchy_tree,0,[],[]
5766,3153,/algorithms/tests/test_hierarchy.py_test_hierarchy_cycle,0,[],[]
5767,3152,/algorithms/tests/test_hierarchy.py_test_hierarchy_exception,0,[],[]
5768,3174,/algorithms/tests/test_link_prediction.py_test_all_nonexistent_edges,0,[],[]
5769,3175,/algorithms/tests/test_link_prediction.py_setup_class,0,[],[]
5770,3176,/algorithms/tests/test_link_prediction.py_test_K5,0,[],[]
5771,3177,/algorithms/tests/test_link_prediction.py_test_P3,0,[],[]
5772,3198,/algorithms/tests/test_link_prediction.py_test_node_not_found,0,[],[]
5773,3197,/algorithms/tests/test_link_prediction.py_test_notimplemented,0,[],[]
5774,3196,/algorithms/tests/test_link_prediction.py_test_S4,0,[],[]
5775,3195,/algorithms/tests/test_link_prediction.py_test_P3,0,[],[]
5776,3194,/algorithms/tests/test_link_prediction.py_test_K5,0,[],[]
5777,3193,/algorithms/tests/test_link_prediction.py_setup_class,0,[],[]
5778,3192,/algorithms/tests/test_link_prediction.py_test_all_nonexistent_edges,0,[],[]
5779,3191,/algorithms/tests/test_link_prediction.py_test_equal_nodes,0,[],[]
5780,3190,/algorithms/tests/test_link_prediction.py_test_no_common_neighbor,0,[],[]
5781,3189,/algorithms/tests/test_link_prediction.py_test_node_not_found,0,[],[]
5782,3188,/algorithms/tests/test_link_prediction.py_test_notimplemented,0,[],[]
5783,3187,/algorithms/tests/test_link_prediction.py_test_S4,0,[],[]
5784,3186,/algorithms/tests/test_link_prediction.py_test_P3,0,[],[]
5785,3185,/algorithms/tests/test_link_prediction.py_test_K5,0,[],[]
5786,3184,/algorithms/tests/test_link_prediction.py_setup_class,0,[],[]
5787,3183,/algorithms/tests/test_link_prediction.py_test_all_nonexistent_edges,0,[],[]
5788,3182,/algorithms/tests/test_link_prediction.py_test_equal_nodes,0,[],[]
5789,3181,/algorithms/tests/test_link_prediction.py_test_no_common_neighbor,0,[],[]
5790,3180,/algorithms/tests/test_link_prediction.py_test_node_not_found,0,[],[]
5791,3179,/algorithms/tests/test_link_prediction.py_test_notimplemented,0,[],[]
5792,3178,/algorithms/tests/test_link_prediction.py_test_S4,0,[],[]
5793,3151,/algorithms/tests/test_planarity.py_get_star_embedding,0,[],[]
5794,3150,/algorithms/tests/test_planarity.py_test_forbidden_methods,0,[],[]
5795,3149,/algorithms/tests/test_planarity.py_test_unsuccessful_face_traversal,0,[],[]
5796,3124,/algorithms/tests/test_planarity.py_test_comp,0,[],[]
5797,3122,/algorithms/tests/test_planarity.py_test_non_planar1,0,[],[]
5798,3121,/algorithms/tests/test_planarity.py_test_non_planar_with_selfloop,0,[],[]
5799,3120,/algorithms/tests/test_planarity.py_test_multiple_components_non_planar,0,[],[]
5800,3119,/algorithms/tests/test_planarity.py_test_multiple_components_planar,0,[],[]
5801,3118,/algorithms/tests/test_planarity.py_test_k5,0,[],[]
5802,3117,/algorithms/tests/test_planarity.py_test_k3_3,0,[],[]
5803,3116,/algorithms/tests/test_planarity.py_test_planar_with_selfloop,0,[],[]
5804,3115,/algorithms/tests/test_planarity.py_test_simple_planar_graph,0,[],[]
5805,3114,/algorithms/tests/test_planarity.py_check_graph,0,[],[]
5806,3113,/algorithms/tests/test_smallworld.py_test_graph_no_edges,0,[],[]
5807,3112,/algorithms/tests/test_smallworld.py_test_omega,0,[],[]
5808,3111,/algorithms/tests/test_smallworld.py_test_sigma,0,[],[]
5809,3110,/algorithms/tests/test_smallworld.py_test_lattice_reference,0,[],[]
5810,3109,/algorithms/tests/test_smallworld.py_test_random_reference,0,[],[]
5811,3108,/algorithms/tests/test_similarity.py_test_symmetry_with_custom_matching,0,[],[]
5812,3105,/algorithms/tests/test_similarity.py_test_panther_similarity_isolated,0,[],[]
5813,3104,/algorithms/tests/test_similarity.py_test_panther_similarity_source_not_found,0,[],[]
5814,3098,/algorithms/tests/test_similarity.py_test_simrank_between_versions,0,[],[]
5815,3097,/algorithms/tests/test_similarity.py_test_simrank_target_not_found,0,[],[]
5816,3096,/algorithms/tests/test_similarity.py_test_simrank_source_not_found,0,[],[]
5817,3095,/algorithms/tests/test_similarity.py_test_simrank_max_iterations,0,[],[]
5818,3123,/algorithms/tests/test_planarity.py_test_loop,0,[],[]
5819,3125,/algorithms/tests/test_planarity.py_test_goldner_harary,0,[],[]
5820,3148,/algorithms/tests/test_planarity.py_test_successful_face_traversal,0,[],[]
5821,3126,/algorithms/tests/test_planarity.py_test_planar_multigraph,0,[],[]
5822,3147,/algorithms/tests/test_planarity.py_test_connect_components,0,[],[]
5823,3146,/algorithms/tests/test_planarity.py_test_missing_reference,0,[],[]
5824,3145,/algorithms/tests/test_planarity.py_test_not_fulfilling_euler_formula,0,[],[]
5825,3144,/algorithms/tests/test_planarity.py_test_missing_half_edge,0,[],[]
5826,3143,/algorithms/tests/test_planarity.py_test_invalid_edge_orientation,0,[],[]
5827,3142,/algorithms/tests/test_planarity.py_test_missing_edge_orientation,0,[],[]
5828,3141,/algorithms/tests/test_planarity.py_test_edge_removal,0,[],[]
5829,3140,/algorithms/tests/test_planarity.py_test_get_data,0,[],[]
5830,3139,/algorithms/tests/test_planarity.py_test_add_half_edge,0,[],[]
5831,3138,/algorithms/tests/test_planarity.py_check_counterexample,0,[],[]
5832,3137,/algorithms/tests/test_planarity.py_check_embedding,0,[],[]
5833,3136,/algorithms/tests/test_planarity.py_test_edge_removal_from_planar_embedding,0,[],[]
5834,3135,/algorithms/tests/test_planarity.py_test_counterexample_planar_recursive,0,[],[]
5835,3134,/algorithms/tests/test_planarity.py_test_counterexample_planar,0,[],[]
5836,3133,/algorithms/tests/test_planarity.py_test_graph3,0,[],[]
5837,3132,/algorithms/tests/test_planarity.py_test_graph2,0,[],[]
5838,3131,/algorithms/tests/test_planarity.py_test_graph1,0,[],[]
5839,3130,/algorithms/tests/test_planarity.py_test_single_component,0,[],[]
5840,3129,/algorithms/tests/test_planarity.py_test_non_planar_digraph,0,[],[]
5841,3128,/algorithms/tests/test_planarity.py_test_planar_digraph,0,[],[]
5842,3127,/algorithms/tests/test_planarity.py_test_non_planar_multigraph,0,[],[]
5843,2563,/algorithms/tests/test_dag.py_test_transitive_closure_dag,0,[],[]
5844,2561,/algorithms/tests/test_dag.py_test_transitive_closure,0,[],[]
5845,1716,/algorithms/tree/tests/test_recognition.py_test_notbranching2,0,[],[]
5846,2014,/algorithms/assortativity/tests/test_pairs.py_test_node_attribute_xy_selfloop,0,[],[]
5847,2024,/algorithms/traversal/edgedfs.py_edges_from,0,[],[]
5848,2023,/algorithms/traversal/edgedfs.py_edges_from,0,[],[]
5849,2022,/algorithms/traversal/edgedfs.py_edges_from,0,[],[]
5850,2021,/algorithms/traversal/edgedfs.py_edge_dfs,0,[],[]
5851,2020,/algorithms/assortativity/tests/test_pairs.py_test_node_degree_xy_weighted,0,[],[]
5852,2019,/algorithms/assortativity/tests/test_pairs.py_test_node_degree_xy_selfloop,0,[],[]
5853,2018,/algorithms/assortativity/tests/test_pairs.py_test_node_degree_xy_multigraph,0,[],[]
5854,2017,/algorithms/assortativity/tests/test_pairs.py_test_node_degree_xy_directed,0,[],[]
5855,2016,/algorithms/assortativity/tests/test_pairs.py_test_node_degree_xy_undirected_nodes,0,[],[]
5856,2015,/algorithms/assortativity/tests/test_pairs.py_test_node_degree_xy_undirected,0,[],[]
5857,2013,/algorithms/assortativity/tests/test_pairs.py_test_node_attribute_xy_multigraph,0,[],[]
5858,2001,/algorithms/assortativity/tests/test_connectivity.py_test_degree_p4_weighted,0,[],[]
5859,2012,/algorithms/assortativity/tests/test_pairs.py_test_node_attribute_xy_directed,0,[],[]
5860,2011,/algorithms/assortativity/tests/test_pairs.py_test_node_attribute_xy_undirected_nodes,0,[],[]
5861,2010,/algorithms/assortativity/tests/test_pairs.py_test_node_attribute_xy_undirected,0,[],[]
5862,2009,/algorithms/assortativity/tests/test_connectivity.py_test_single_node,0,[],[]
5863,2008,/algorithms/assortativity/tests/test_connectivity.py_test_invalid_undirected_graph,0,[],[]
5864,2007,/algorithms/assortativity/tests/test_connectivity.py_test_invalid_target,0,[],[]
5865,2006,/algorithms/assortativity/tests/test_connectivity.py_test_invalid_source,0,[],[]
5866,2005,/algorithms/assortativity/tests/test_connectivity.py_test_in_out_weight,0,[],[]
5867,2004,/algorithms/assortativity/tests/test_connectivity.py_test_zero_deg,0,[],[]
5868,2003,/algorithms/assortativity/tests/test_connectivity.py_test_degree_barrat,0,[],[]
5869,2025,/algorithms/traversal/edgedfs.py_edges_from,0,[],[]
5870,2026,/algorithms/traversal/edgedfs.py_edge_id,0,[],[]
5871,2027,/algorithms/traversal/edgedfs.py_edge_id,0,[],[]
5872,2028,/algorithms/traversal/beamsearch.py_bfs_beam_edges,0,[],[]
5873,2049,/algorithms/traversal/tests/test_dfs.py_test_preorder_nodes,0,[],[]
5874,2048,/algorithms/traversal/tests/test_dfs.py_setup_class,0,[],[]
5875,2047,/algorithms/traversal/breadth_first_search.py_descendants_at_distance,0,[],[]
5876,2046,/algorithms/traversal/breadth_first_search.py_bfs_labeled_edges,0,[],[]
5877,2045,/algorithms/traversal/breadth_first_search.py_bfs_layers,0,[],[]
5878,2044,/algorithms/traversal/breadth_first_search.py_bfs_successors,0,[],[]
5879,2043,/algorithms/traversal/breadth_first_search.py_bfs_predecessors,0,[],[]
5880,2042,/algorithms/traversal/breadth_first_search.py_bfs_tree,0,[],[]
5881,2041,/algorithms/traversal/edgebfs.py_edge_id,0,[],[]
5882,2040,/algorithms/traversal/edgebfs.py_edge_id,0,[],[]
5883,2039,/algorithms/traversal/edgebfs.py_edges_from,0,[],[]
5884,2038,/algorithms/traversal/edgebfs.py_edges_from,0,[],[]
5885,2037,/algorithms/traversal/edgebfs.py_edges_from,0,[],[]
5886,2036,/algorithms/traversal/edgebfs.py_edges_from,0,[],[]
5887,2035,/algorithms/traversal/edgebfs.py_edge_bfs,0,[],[]
5888,2034,/algorithms/traversal/depth_first_search.py_dfs_preorder_nodes,0,[],[]
5889,2033,/algorithms/traversal/depth_first_search.py_dfs_postorder_nodes,0,[],[]
5890,2032,/algorithms/traversal/depth_first_search.py_dfs_successors,0,[],[]
5891,2031,/algorithms/traversal/depth_first_search.py_dfs_predecessors,0,[],[]
5892,2030,/algorithms/traversal/depth_first_search.py_dfs_tree,0,[],[]
5893,2029,/algorithms/traversal/beamsearch.py_successors,0,[],[]
5894,2002,/algorithms/assortativity/tests/test_connectivity.py_test_weight_keyword,0,[],[]
5895,2000,/algorithms/assortativity/tests/test_connectivity.py_test_degree_p4,0,[],[]
5896,2051,/algorithms/traversal/tests/test_dfs.py_test_successor,0,[],[]
5897,1933,/algorithms/flow/tests/test_mincost.py_test_negative_selfloops,0,[],[]
5898,1944,/algorithms/assortativity/mixing.py_attribute_mixing_dict,0,[],[]
5899,1943,/algorithms/assortativity/connectivity.py_average_degree_connectivity,0,[],[]
5900,1941,/algorithms/assortativity/correlation.py_attribute_ac,0,[],[]
5901,1940,/algorithms/assortativity/correlation.py_numeric_assortativity_coefficient,0,[],[]
5902,1939,/algorithms/assortativity/correlation.py_attribute_assortativity_coefficient,0,[],[]
5903,1938,/algorithms/assortativity/correlation.py_degree_pearson_correlation_coefficient,0,[],[]
5904,1937,/algorithms/assortativity/correlation.py_degree_assortativity_coefficient,0,[],[]
5905,1936,/algorithms/flow/tests/test_mincost.py_test_large,0,[],[]
5906,1935,/algorithms/flow/tests/test_mincost.py_test_exceptions,0,[],[]
5907,1934,/algorithms/flow/tests/test_mincost.py_test_bone_shaped,0,[],[]
5908,1932,/algorithms/flow/tests/test_mincost.py_test_multidigraph,0,[],[]
5909,1999,/algorithms/assortativity/tests/base_test.py_setup_class,0,[],[]
5910,1931,/algorithms/flow/tests/test_mincost.py_test_finite_capacity_neg_digon,0,[],[]
5911,1930,/algorithms/flow/tests/test_mincost.py_test_infinite_capacity_neg_digon,0,[],[]
