,index,networkx_function,num_np_calls,np_calls,np_calls_w_args
1676,3994,/algorithms/isomorphism/ismags.py__sgn_partitions,0,[],[]
1677,3993,/algorithms/isomorphism/ismags.py_intersect,0,[],[]
1678,3992,/algorithms/isomorphism/ismags.py_partition_to_color,0,[],[]
1679,3991,/algorithms/isomorphism/ismags.py_make_partitions,0,[],[]
1680,3990,/algorithms/isomorphism/ismags.py_are_all_equal,0,[],[]
1681,3988,/algorithms/isomorphism/isomorphvf2.py___init__,0,[],[]
1682,4001,/algorithms/isomorphism/ismags.py_edgematch,0,[],[]
1683,3987,/algorithms/isomorphism/isomorphvf2.py_restore,0,[],[]
1684,3986,/algorithms/isomorphism/isomorphvf2.py___init__,0,[],[]
1685,3985,/algorithms/isomorphism/isomorphvf2.py_syntactic_feasibility,0,[],[]
1686,3984,/algorithms/isomorphism/isomorphvf2.py_initialize,0,[],[]
1687,3983,/algorithms/isomorphism/isomorphvf2.py_candidate_pairs_iter,0,[],[]
1688,3982,/algorithms/isomorphism/isomorphvf2.py___init__,0,[],[]
1689,3981,/algorithms/isomorphism/isomorphvf2.py_syntactic_feasibility,0,[],[]
1690,3980,/algorithms/isomorphism/isomorphvf2.py_subgraph_monomorphisms_iter,0,[],[]
1691,3979,/algorithms/isomorphism/isomorphvf2.py_subgraph_isomorphisms_iter,0,[],[]
1692,3978,/algorithms/isomorphism/isomorphvf2.py_subgraph_is_monomorphic,0,[],[]
1693,4000,/algorithms/isomorphism/ismags.py__ge_partitions,0,[],[]
1694,4002,/algorithms/isomorphism/ismags.py__sgn_colors,0,[],[]
1695,3926,/algorithms/isomorphism/temporalisomorphvf2.py_test_two,0,[],[]
1696,4015,/algorithms/isomorphism/ismags.py_analyze_symmetry,0,[],[]
1697,4025,/algorithms/isomorphism/ismags.py__edges_of_same_color,0,[],[]
1698,4024,/algorithms/isomorphism/ismags.py_equal_color,0,[],[]
1699,4023,/algorithms/isomorphism/ismags.py__refine_node_partitions,0,[],[]
1700,4022,/algorithms/isomorphism/ismags.py__get_permutations_by_length,0,[],[]
1701,4021,/algorithms/isomorphism/ismags.py__make_constraints,0,[],[]
1702,4020,/algorithms/isomorphism/ismags.py__find_nodecolor_candidates,0,[],[]
1703,4019,/algorithms/isomorphism/ismags.py_subgraph_isomorphisms_iter,0,[],[]
1704,4018,/algorithms/isomorphism/ismags.py_isomorphisms_iter,0,[],[]
1705,4017,/algorithms/isomorphism/ismags.py_subgraph_is_isomorphic,0,[],[]
1706,4016,/algorithms/isomorphism/ismags.py_is_isomorphic,0,[],[]
1707,4014,/algorithms/isomorphism/ismags.py_largest_common_subgraph,0,[],[]
1708,4003,/algorithms/isomorphism/ismags.py__sge_colors,0,[],[]
1709,4013,/algorithms/isomorphism/ismags.py__get_lookahead_candidates,0,[],[]
1710,4012,/algorithms/isomorphism/ismags.py__find_neighbor_color_count,0,[],[]
1711,4011,/algorithms/isomorphism/ismags.py_comparer,0,[],[]
1712,4010,/algorithms/isomorphism/ismags.py__edge_match_maker,0,[],[]
1713,4009,/algorithms/isomorphism/ismags.py_comparer,0,[],[]
1714,4008,/algorithms/isomorphism/ismags.py__node_match_maker,0,[],[]
1715,4007,/algorithms/isomorphism/ismags.py__edge_compatibility,0,[],[]
1716,4006,/algorithms/isomorphism/ismags.py__node_compatibility,0,[],[]
1717,4005,/algorithms/isomorphism/ismags.py__ge_colors,0,[],[]
1718,4004,/algorithms/isomorphism/ismags.py__gn_colors,0,[],[]
1719,3977,/algorithms/isomorphism/isomorphvf2.py_subgraph_is_isomorphic,0,[],[]
1720,3976,/algorithms/isomorphism/isomorphvf2.py_semantic_feasibility,0,[],[]
1721,3975,/algorithms/isomorphism/isomorphvf2.py_match,0,[],[]
1722,3938,/algorithms/isomorphism/matchhelpers.py_match,0,[],[]
1723,3948,/algorithms/isomorphism/vf2pp.py_vf2pp_all_isomorphisms,0,[],[]
1724,3947,/algorithms/isomorphism/vf2pp.py_vf2pp_is_isomorphic,0,[],[]
1725,3946,/algorithms/isomorphism/vf2pp.py_vf2pp_isomorphism,0,[],[]
1726,3945,/algorithms/isomorphism/matchhelpers.py_generic_multiedge_match,0,[],[]
1727,3944,/algorithms/isomorphism/matchhelpers.py_match,0,[],[]
1728,3943,/algorithms/isomorphism/matchhelpers.py_match,0,[],[]
1729,3942,/algorithms/isomorphism/matchhelpers.py_generic_node_match,0,[],[]
1730,3941,/algorithms/isomorphism/matchhelpers.py_match,0,[],[]
1731,3940,/algorithms/isomorphism/matchhelpers.py_match,0,[],[]
1732,3939,/algorithms/isomorphism/matchhelpers.py_numerical_multiedge_match,0,[],[]
1733,3937,/algorithms/isomorphism/matchhelpers.py_match,0,[],[]
1734,3974,/algorithms/isomorphism/isomorphvf2.py_isomorphisms_iter,0,[],[]
1735,3936,/algorithms/isomorphism/matchhelpers.py_numerical_node_match,0,[],[]
1736,3935,/algorithms/isomorphism/matchhelpers.py_match,0,[],[]
1737,3934,/algorithms/isomorphism/matchhelpers.py_match,0,[],[]
1738,3933,/algorithms/isomorphism/matchhelpers.py_categorical_multiedge_match,0,[],[]
1739,3932,/algorithms/isomorphism/matchhelpers.py_match,0,[],[]
1740,3931,/algorithms/isomorphism/matchhelpers.py_match,0,[],[]
1741,3930,/algorithms/isomorphism/matchhelpers.py_categorical_node_match,0,[],[]
1742,3929,/algorithms/isomorphism/matchhelpers.py_allclose,0,[],[]
1743,3928,/algorithms/isomorphism/matchhelpers.py_copyfunc,0,[],[]
1744,3927,/algorithms/isomorphism/temporalisomorphvf2.py_semantic_feasibility,0,[],[]
1745,3949,/algorithms/isomorphism/vf2pp.py__precheck_label_properties,0,[],[]
1746,3950,/algorithms/isomorphism/vf2pp.py__initialize_parameters,0,[],[]
1747,3951,/algorithms/isomorphism/vf2pp.py__find_candidates,0,[],[]
1748,3952,/algorithms/isomorphism/vf2pp.py__find_candidates_Di,0,[],[]
1749,3973,/algorithms/isomorphism/isomorphvf2.py_is_isomorphic,0,[],[]
1750,3972,/algorithms/isomorphism/isomorphvf2.py_initialize,0,[],[]
1751,3971,/algorithms/isomorphism/isomorphvf2.py_candidate_pairs_iter,0,[],[]
1752,3970,/algorithms/isomorphism/isomorphvf2.py_reset_recursion_limit,0,[],[]
1753,3969,/algorithms/isomorphism/isomorphvf2.py___init__,0,[],[]
1754,3968,/algorithms/isomorphism/tree_isomorphism.py_tree_isomorphism,0,[],[]
1755,3967,/algorithms/isomorphism/tree_isomorphism.py_rooted_tree_isomorphism,0,[],[]
1756,3966,/algorithms/isomorphism/tree_isomorphism.py_generate_isomorphism,0,[],[]
1757,3965,/algorithms/isomorphism/tree_isomorphism.py_group_by_levels,0,[],[]
1758,3964,/algorithms/isomorphism/tree_isomorphism.py_assign_levels,0,[],[]
1759,3963,/algorithms/isomorphism/tree_isomorphism.py_root_trees,0,[],[]
1760,3962,/algorithms/isomorphism/vf2userfunc.py_semantic_feasibility,0,[],[]
1761,3961,/algorithms/isomorphism/vf2userfunc.py___init__,0,[],[]
1762,3960,/algorithms/isomorphism/vf2userfunc.py___init__,0,[],[]
1763,3959,/algorithms/isomorphism/vf2userfunc.py__semantic_feasibility,0,[],[]
1764,3958,/algorithms/isomorphism/vf2pp.py__restore_Tinout_Di,0,[],[]
1765,3957,/algorithms/isomorphism/vf2pp.py__restore_Tinout,0,[],[]
1766,3956,/algorithms/isomorphism/vf2pp.py__update_Tinout,0,[],[]
1767,3955,/algorithms/isomorphism/vf2pp.py__consistent_PT,0,[],[]
1768,3954,/algorithms/isomorphism/vf2pp.py__cut_PT,0,[],[]
1769,3953,/algorithms/isomorphism/vf2pp.py__feasibility,0,[],[]
1770,4976,/classes/tests/test_graphviews.py_test_pickle,0,[],[]
1771,5044,/classes/tests/test_coreviews.py_test_getitem,0,[],[]
1772,4978,/classes/tests/test_graphviews.py_test_iter,0,[],[]
1773,6102,/generators/classic.py_balanced_tree,0,[],[]
1774,6112,/generators/classic.py_lollipop_graph,0,[],[]
1775,6111,/generators/classic.py_ladder_graph,0,[],[]
1776,6110,/generators/classic.py_empty_graph,0,[],[]
1777,6109,/generators/classic.py_dorogovtsev_goltsev_mendes_graph,0,[],[]
1778,6108,/generators/classic.py_cycle_graph,0,[],[]
1779,6107,/generators/classic.py_circulant_graph,0,[],[]
1780,6106,/generators/classic.py_circular_ladder_graph,0,[],[]
1781,6105,/generators/classic.py_complete_graph,0,[],[]
1782,6104,/generators/classic.py_binomial_tree,0,[],[]
1783,6103,/generators/classic.py_barbell_graph,0,[],[]
1784,6101,/generators/classic.py_kneser_graph,0,[],[]
1785,6114,/generators/classic.py_path_graph,0,[],[]
1786,6100,/generators/classic.py_full_rary_tree,0,[],[]
1787,6099,/generators/classic.py__tree_edges,0,[],[]
1788,6098,/generators/directed.py_random_k_out_graph,0,[],[]
1789,6097,/generators/directed.py_sample,0,[],[]
1790,6096,/generators/directed.py_sample,0,[],[]
1791,6095,/generators/directed.py_random_uniform_k_out_graph,0,[],[]
1792,6094,/generators/directed.py__choose_node,0,[],[]
1793,6093,/generators/directed.py_scale_free_graph,0,[],[]
1794,6092,/generators/directed.py_gnc_graph,0,[],[]
1795,6091,/generators/directed.py_gnr_graph,0,[],[]
1796,6113,/generators/classic.py_null_graph,0,[],[]
1797,6115,/generators/classic.py_star_graph,0,[],[]
1798,5828,/readwrite/tests/test_edgelist.py_test_read_edgelist_no_data,0,[],[]
1799,6129,/generators/degree_seq.py__to_stublist,0,[],[]
1800,6139,/generators/degree_seq.py_generate,0,[],[]
1801,6138,/generators/degree_seq.py___init__,0,[],[]
1802,6137,/generators/degree_seq.py_random_degree_sequence_graph,0,[],[]
1803,6136,/generators/degree_seq.py_degree_sequence_tree,0,[],[]
1804,6135,/generators/degree_seq.py_directed_havel_hakimi_graph,0,[],[]
1805,6134,/generators/degree_seq.py_havel_hakimi_graph,0,[],[]
1806,6133,/generators/degree_seq.py_expected_degree_graph,0,[],[]
1807,6132,/generators/degree_seq.py_directed_configuration_model,0,[],[]
1808,6131,/generators/degree_seq.py_configuration_model,0,[],[]
1809,6130,/generators/degree_seq.py__configuration_model,0,[],[]
1810,6128,/generators/atlas.py_graph_atlas_g,0,[],[]
1811,6116,/generators/classic.py_tadpole_graph,0,[],[]
1812,6127,/generators/atlas.py_graph_atlas,0,[],[]
1813,6126,/generators/atlas.py__generate_graphs,0,[],[]
1814,6125,/generators/mycielski.py_mycielski_graph,0,[],[]
1815,6124,/generators/mycielski.py_mycielskian,0,[],[]
1816,6122,/generators/duplication.py_duplication_divergence_graph,0,[],[]
1817,6121,/generators/duplication.py_partial_duplication_graph,0,[],[]
1818,6120,/generators/classic.py_complete_multipartite_graph,0,[],[]
1819,6119,/generators/classic.py_wheel_graph,0,[],[]
1820,6118,/generators/classic.py_turan_graph,0,[],[]
1821,6117,/generators/classic.py_trivial_graph,0,[],[]
1822,6090,/generators/directed.py_kernel,0,[],[]
1823,6089,/generators/time_series.py_visibility_graph,0,[],[]
1824,6088,/readwrite/json_graph/tests/test_node_link.py_test_custom_attrs,0,[],[]
1825,6051,/readwrite/json_graph/tree.py_tree_data,0,[],[]
1826,6061,/readwrite/json_graph/tests/test_adjacency.py_test_graph_attributes,0,[],[]
1827,6060,/readwrite/json_graph/tests/test_adjacency.py_test_graph,0,[],[]
1828,6059,/readwrite/json_graph/node_link.py_node_link_graph,0,[],[]
1829,6058,/readwrite/json_graph/node_link.py_node_link_data,0,[],[]
1830,6057,/readwrite/json_graph/node_link.py__to_tuple,0,[],[]
1831,6056,/readwrite/json_graph/cytoscape.py_cytoscape_graph,0,[],[]
1832,6055,/readwrite/json_graph/cytoscape.py_cytoscape_data,0,[],[]
1833,6054,/readwrite/json_graph/tree.py_add_children,0,[],[]
1834,6053,/readwrite/json_graph/tree.py_tree_graph,0,[],[]
1835,6052,/readwrite/json_graph/tree.py_add_children,0,[],[]
1836,6050,/readwrite/json_graph/adjacency.py_adjacency_graph,0,[],[]
1837,6087,/readwrite/json_graph/tests/test_node_link.py_test_string_ids,0,[],[]
1838,6049,/readwrite/json_graph/adjacency.py_adjacency_data,0,[],[]
1839,6048,/readwrite/tests/test_sparse6.py_test_write_path,0,[],[]
1840,6047,/readwrite/tests/test_sparse6.py_test_no_directed_graphs,0,[],[]
1841,6046,/readwrite/tests/test_sparse6.py_test_read_write_inverse,0,[],[]
1842,6045,/readwrite/tests/test_sparse6.py_test_complete_bipartite,0,[],[]
1843,6044,/readwrite/tests/test_sparse6.py_test_padding,0,[],[]
1844,6043,/readwrite/tests/test_sparse6.py_test_no_header,0,[],[]
1845,6042,/readwrite/tests/test_sparse6.py_test_complete_graph,0,[],[]
1846,6041,/readwrite/tests/test_sparse6.py_test_very_large_empty_graph,0,[],[]
1847,6040,/readwrite/tests/test_sparse6.py_test_large_empty_graph,0,[],[]
1848,6062,/readwrite/json_graph/tests/test_adjacency.py_test_digraph,0,[],[]
1849,6063,/readwrite/json_graph/tests/test_adjacency.py_test_multidigraph,0,[],[]
1850,6064,/readwrite/json_graph/tests/test_adjacency.py_test_multigraph,0,[],[]
1851,6065,/readwrite/json_graph/tests/test_adjacency.py_test_input_data_is_not_modified_when_building_graph,0,[],[]
1852,6086,/readwrite/json_graph/tests/test_node_link.py_test_exception,0,[],[]
1853,6085,/readwrite/json_graph/tests/test_node_link.py_test_unicode_keys,0,[],[]
1854,6084,/readwrite/json_graph/tests/test_node_link.py_test_graph_with_tuple_nodes,0,[],[]
1855,6083,/readwrite/json_graph/tests/test_node_link.py_test_multigraph,0,[],[]
1856,6082,/readwrite/json_graph/tests/test_node_link.py_test_digraph,0,[],[]
1857,6081,/readwrite/json_graph/tests/test_node_link.py_test_graph_attributes,0,[],[]
1858,6080,/readwrite/json_graph/tests/test_node_link.py_test_graph,0,[],[]
1859,6079,/readwrite/json_graph/tests/test_node_link.py_test_exception_dep,0,[],[]
1860,6078,/readwrite/json_graph/tests/test_node_link.py_test_custom_attrs_dep,0,[],[]
1861,6077,/readwrite/json_graph/tests/test_cytoscape.py_test_exception,0,[],[]
1862,6076,/readwrite/json_graph/tests/test_cytoscape.py_test_multigraph,0,[],[]
1863,6075,/readwrite/json_graph/tests/test_cytoscape.py_test_multidigraph,0,[],[]
1864,6074,/readwrite/json_graph/tests/test_cytoscape.py_test_digraph,0,[],[]
1865,6073,/readwrite/json_graph/tests/test_cytoscape.py_test_graph_attributes,0,[],[]
1866,6072,/readwrite/json_graph/tests/test_cytoscape.py_test_input_data_is_not_modified_when_building_graph,0,[],[]
1867,6071,/readwrite/json_graph/tests/test_cytoscape.py_test_graph,0,[],[]
1868,6070,/readwrite/json_graph/tests/test_tree.py_test_exceptions,0,[],[]
1869,6069,/readwrite/json_graph/tests/test_tree.py_test_graph_attributes,0,[],[]
1870,6068,/readwrite/json_graph/tests/test_tree.py_test_graph,0,[],[]
1871,6067,/readwrite/json_graph/tests/test_adjacency.py_test_exception,0,[],[]
1872,6066,/readwrite/json_graph/tests/test_adjacency.py_test_adjacency_form_json_serialisable,0,[],[]
1873,6140,/generators/degree_seq.py_update_remaining,0,[],[]
1874,6141,/generators/degree_seq.py_p,0,[],[]
1875,6142,/generators/degree_seq.py_q,0,[],[]
1876,6207,/generators/internet_as_graphs.py_choose_node_pref_attach,0,[],[]
1877,6217,/generators/small.py__raise_on_directed,0,[],[]
1878,6216,/generators/stochastic.py_stochastic_graph,0,[],[]
1879,6215,/generators/internet_as_graphs.py_random_internet_as_graph,0,[],[]
1880,6214,/generators/internet_as_graphs.py_generate,0,[],[]
1881,6213,/generators/internet_as_graphs.py_add_peering_links,0,[],[]
1882,6212,/generators/internet_as_graphs.py_graph_regions,0,[],[]
1883,6211,/generators/internet_as_graphs.py_add_cp_peering_link,0,[],[]
1884,6210,/generators/internet_as_graphs.py_add_m_peering_link,0,[],[]
1885,6209,/generators/internet_as_graphs.py_add_node,0,[],[]
1886,6208,/generators/internet_as_graphs.py_add_customer,0,[],[]
1887,6206,/generators/internet_as_graphs.py_choose_peer_pref_attach,0,[],[]
1888,6193,/generators/random_graphs.py_kernel_root,0,[],[]
1889,6205,/generators/internet_as_graphs.py_add_edge,0,[],[]
1890,6204,/generators/internet_as_graphs.py_t_graph,0,[],[]
1891,6203,/generators/internet_as_graphs.py___init__,0,[],[]
1892,6202,/generators/internet_as_graphs.py_choose_pref_attach,0,[],[]
1893,6201,/generators/internet_as_graphs.py_uniform_int_from_avg,0,[],[]
1894,6200,/generators/random_clustered.py_random_clustered_graph,0,[],[]
1895,6198,/generators/expanders.py_paley_graph,0,[],[]
1896,6197,/generators/expanders.py_chordal_cycle_graph,0,[],[]
1897,6196,/generators/expanders.py_margulis_gabber_galil_graph,0,[],[]
1898,6195,/generators/triads.py_triad_graph,0,[],[]
1899,6218,/generators/small.py_wrapper,0,[],[]
1900,6219,/generators/small.py_LCF_graph,0,[],[]
1901,6220,/generators/small.py_bull_graph,0,[],[]
1902,6221,/generators/small.py_chvatal_graph,0,[],[]
1903,6242,/generators/community.py_caveman_graph,0,[],[]
1904,6241,/generators/small.py_tutte_graph,0,[],[]
1905,6240,/generators/small.py_truncated_tetrahedron_graph,0,[],[]
1906,6239,/generators/small.py_truncated_cube_graph,0,[],[]
1907,6238,/generators/small.py_tetrahedral_graph,0,[],[]
1908,6237,/generators/small.py_sedgewick_maze_graph,0,[],[]
1909,6236,/generators/small.py_petersen_graph,0,[],[]
1910,6235,/generators/small.py_pappus_graph,0,[],[]
1911,6234,/generators/small.py_octahedral_graph,0,[],[]
1912,6233,/generators/small.py_moebius_kantor_graph,0,[],[]
1913,6232,/generators/small.py_krackhardt_kite_graph,0,[],[]
1914,6231,/generators/small.py_icosahedral_graph,0,[],[]
1915,6230,/generators/small.py_house_x_graph,0,[],[]
1916,6229,/generators/small.py_house_graph,0,[],[]
1917,6228,/generators/small.py_hoffman_singleton_graph,0,[],[]
1918,6227,/generators/small.py_heawood_graph,0,[],[]
1919,6226,/generators/small.py_frucht_graph,0,[],[]
1920,6225,/generators/small.py_dodecahedral_graph,0,[],[]
1921,6224,/generators/small.py_diamond_graph,0,[],[]
1922,6223,/generators/small.py_desargues_graph,0,[],[]
1923,6222,/generators/small.py_cubical_graph,0,[],[]
1924,6194,/generators/random_graphs.py_my_function,0,[],[]
1925,6192,/generators/random_graphs.py_random_kernel_graph,0,[],[]
1926,6143,/generators/degree_seq.py_suitable_edge,0,[],[]
1927,6155,/generators/social.py_florentine_families_graph,0,[],[]
1928,6165,/generators/line.py__find_partition,0,[],[]
1929,6164,/generators/line.py__odd_triangle,0,[],[]
1930,6163,/generators/line.py__triangles,0,[],[]
1931,6162,/generators/line.py_inverse_line_graph,0,[],[]
1932,6161,/generators/line.py__lg_undirected,0,[],[]
1933,6160,/generators/line.py__lg_directed,0,[],[]
1934,6159,/generators/line.py_line_graph,0,[],[]
1935,6158,/generators/ego.py_ego_graph,0,[],[]
1936,6157,/generators/interval_graph.py_interval_graph,0,[],[]
1937,6156,/generators/social.py_les_miserables_graph,0,[],[]
1938,6154,/generators/social.py_davis_southern_women_graph,0,[],[]
1939,6191,/generators/random_graphs.py_random_powerlaw_tree_sequence,0,[],[]
1940,6153,/generators/social.py_karate_club_graph,0,[],[]
1941,6152,/generators/lattice.py_hexagonal_lattice_graph,0,[],[]
1942,6151,/generators/lattice.py_triangular_lattice_graph,0,[],[]
1943,6150,/generators/lattice.py_hypercube_graph,0,[],[]
1944,6149,/generators/lattice.py_grid_graph,0,[],[]
1945,6148,/generators/lattice.py_grid_2d_graph,0,[],[]
1946,6147,/generators/sudoku.py_sudoku_graph,0,[],[]
1947,6146,/generators/degree_seq.py_phase3,0,[],[]
1948,6145,/generators/degree_seq.py_phase2,0,[],[]
1949,6144,/generators/degree_seq.py_phase1,0,[],[]
1950,6166,/generators/line.py__select_starting_cell,0,[],[]
1951,6167,/generators/nonisomorphic_trees.py_nonisomorphic_trees,0,[],[]
1952,6168,/generators/nonisomorphic_trees.py_number_of_nonisomorphic_trees,0,[],[]
1953,6169,/generators/nonisomorphic_trees.py__next_rooted_tree,0,[],[]
1954,6190,/generators/random_graphs.py_random_powerlaw_tree,0,[],[]
1955,6189,/generators/random_graphs.py_random_shell_graph,0,[],[]
1956,6188,/generators/random_graphs.py_random_lobster,0,[],[]
1957,6187,/generators/random_graphs.py_powerlaw_cluster_graph,0,[],[]
1958,6186,/generators/random_graphs.py_extended_barabasi_albert_graph,0,[],[]
1959,6185,/generators/random_graphs.py_dual_barabasi_albert_graph,0,[],[]
1960,6184,/generators/random_graphs.py_barabasi_albert_graph,0,[],[]
1961,6183,/generators/random_graphs.py__random_subset,0,[],[]
1962,6182,/generators/random_graphs.py__suitable,0,[],[]
1963,6181,/generators/random_graphs.py_random_regular_graph,0,[],[]
1964,6180,/generators/random_graphs.py_connected_watts_strogatz_graph,0,[],[]
1965,6179,/generators/random_graphs.py_watts_strogatz_graph,0,[],[]
1966,6178,/generators/random_graphs.py_newman_watts_strogatz_graph,0,[],[]
1967,6177,/generators/random_graphs.py_gnm_random_graph,0,[],[]
1968,6176,/generators/random_graphs.py_dense_gnm_random_graph,0,[],[]
1969,6175,/generators/random_graphs.py_gnp_random_graph,0,[],[]
1970,6174,/generators/random_graphs.py_fast_gnp_random_graph,0,[],[]
1971,6173,/generators/nonisomorphic_trees.py__layout_to_graph,0,[],[]
1972,6172,/generators/nonisomorphic_trees.py__layout_to_matrix,0,[],[]
1973,6171,/generators/nonisomorphic_trees.py__split_tree,0,[],[]
1974,6170,/generators/nonisomorphic_trees.py__next_tree,0,[],[]
1975,6039,/readwrite/tests/test_sparse6.py_test_empty_graph,0,[],[]
1976,6038,/readwrite/tests/test_sparse6.py_test_trivial_graph,0,[],[]
1977,6037,/readwrite/tests/test_sparse6.py_test_null_graph,0,[],[]
1978,5893,/readwrite/tests/test_graph6.py_test_complete_graph,0,[],[]
1979,5903,/readwrite/tests/test_pajek.py_test_parse_pajek,0,[],[]
1980,5902,/readwrite/tests/test_pajek.py_test_parse_pajek_simple,0,[],[]
1981,5901,/readwrite/tests/test_pajek.py_setup_class,0,[],[]
1982,5900,/readwrite/tests/test_graph6.py_test_relabeling,0,[],[]
1983,5899,/readwrite/tests/test_graph6.py_test_roundtrip,0,[],[]
1984,5898,/readwrite/tests/test_graph6.py_test_length,0,[],[]
1985,5897,/readwrite/tests/test_graph6.py_test_no_directed_or_multi_graphs,0,[],[]
1986,5896,/readwrite/tests/test_graph6.py_test_complete_bipartite_graph,0,[],[]
1987,5895,/readwrite/tests/test_graph6.py_test_no_header,0,[],[]
1988,5894,/readwrite/tests/test_graph6.py_test_large_complete_graph,0,[],[]
1989,5892,/readwrite/tests/test_graph6.py_test_trivial_graph,0,[],[]
1990,5880,/readwrite/tests/test_graph6.py_test_null_graph,0,[],[]
1991,5891,/readwrite/tests/test_graph6.py_test_null_graph,0,[],[]
1992,5890,/readwrite/tests/test_graph6.py_test_relabeling,0,[],[]
1993,5889,/readwrite/tests/test_graph6.py_test_write_path,0,[],[]
1994,5888,/readwrite/tests/test_graph6.py_test_roundtrip,0,[],[]
1995,5887,/readwrite/tests/test_graph6.py_test_length,0,[],[]
1996,5886,/readwrite/tests/test_graph6.py_test_no_directed_or_multi_graphs,0,[],[]
1997,5885,/readwrite/tests/test_graph6.py_test_complete_bipartite_graph,0,[],[]
1998,5884,/readwrite/tests/test_graph6.py_test_no_header,0,[],[]
1999,5883,/readwrite/tests/test_graph6.py_test_large_complete_graph,0,[],[]
2000,5882,/readwrite/tests/test_graph6.py_test_complete_graph,0,[],[]
2001,5904,/readwrite/tests/test_pajek.py_test_parse_pajet_mat,0,[],[]
2002,5905,/readwrite/tests/test_pajek.py_test_read_pajek,0,[],[]
2003,5906,/readwrite/tests/test_pajek.py_test_write_pajek,0,[],[]
2004,5907,/readwrite/tests/test_pajek.py_test_ignored_attribute,0,[],[]
2005,5928,/readwrite/tests/test_graphml.py_test_graphml_header_line,0,[],[]
2006,5927,/readwrite/tests/test_graphml.py_test_bool,0,[],[]
2007,5926,/readwrite/tests/test_graphml.py_test_yfiles_extension,0,[],[]
2008,5925,/readwrite/tests/test_graphml.py_test_preserve_multi_edge_data,0,[],[]
2009,5924,/readwrite/tests/test_graphml.py_test_multigraph_keys,0,[],[]
2010,5923,/readwrite/tests/test_graphml.py_test_hyperedge_raise,0,[],[]
2011,5922,/readwrite/tests/test_graphml.py_test_key_raise,0,[],[]
2012,5921,/readwrite/tests/test_graphml.py_test_undirected_edge_in_directed,0,[],[]
2013,5920,/readwrite/tests/test_graphml.py_test_directed_edge_in_undirected,0,[],[]
2014,5919,/readwrite/tests/test_graphml.py_test_node_default_attribute_graphml,0,[],[]
2015,5918,/readwrite/tests/test_graphml.py_test_read_attribute_graphml,0,[],[]
2016,5917,/readwrite/tests/test_graphml.py_test_read_undirected_multigraph_only_ids_for_multiedges_graphml,0,[],[]
2017,5916,/readwrite/tests/test_graphml.py_test_read_undirected_multigraph_no_multiedge_graphml,0,[],[]
2018,5915,/readwrite/tests/test_graphml.py_test_read_undirected_multigraph_graphml,0,[],[]
2019,5914,/readwrite/tests/test_graphml.py_test_read_simple_undirected_graphml,0,[],[]
2020,5913,/readwrite/tests/test_graphml.py_test_read_simple_directed_graphml,0,[],[]
2021,5912,/readwrite/tests/test_graphml.py_setup_class,0,[],[]
2022,5911,/readwrite/tests/test_leda.py_test_read_LEDA,0,[],[]
2023,5910,/readwrite/tests/test_leda.py_test_parse_leda,0,[],[]
2024,5909,/readwrite/tests/test_pajek.py_test_unicode,0,[],[]
2025,5908,/readwrite/tests/test_pajek.py_test_noname,0,[],[]
2026,5881,/readwrite/tests/test_graph6.py_test_trivial_graph,0,[],[]
2027,5879,/readwrite/tests/test_graph6.py_test_read_many_graph6,0,[],[]
2028,5930,/readwrite/tests/test_graphml.py_test_long_attribute_type,0,[],[]
2029,5841,/readwrite/tests/test_edgelist.py_test_write_edgelist_4,0,[],[]
2030,5851,/readwrite/tests/test_gml.py_test_parse_gml_cytoscape_bug,0,[],[]
2031,5850,/readwrite/tests/test_gml.py_setup_class,0,[],[]
2032,5849,/readwrite/tests/test_edgelist.py_test_edgelist_multidigraph,0,[],[]
2033,5848,/readwrite/tests/test_edgelist.py_test_edgelist_multigraph,0,[],[]
2034,5847,/readwrite/tests/test_edgelist.py_test_edgelist_integers,0,[],[]
2035,5846,/readwrite/tests/test_edgelist.py_test_edgelist_digraph,0,[],[]
2036,5845,/readwrite/tests/test_edgelist.py_test_edgelist_graph,0,[],[]
2037,5844,/readwrite/tests/test_edgelist.py_test_latin1,0,[],[]
2038,5843,/readwrite/tests/test_edgelist.py_test_latin1_issue,0,[],[]
2039,5842,/readwrite/tests/test_edgelist.py_test_unicode,0,[],[]
2040,5840,/readwrite/tests/test_edgelist.py_test_write_edgelist_3,0,[],[]
2041,5878,/readwrite/tests/test_graph6.py_test_read_equals_from_bytes,0,[],[]
2042,5839,/readwrite/tests/test_edgelist.py_test_write_edgelist_2,0,[],[]
2043,5838,/readwrite/tests/test_edgelist.py_test_write_edgelist_1,0,[],[]
2044,5837,/readwrite/tests/test_edgelist.py_setup_class,0,[],[]
2045,5836,/readwrite/tests/test_edgelist.py_test_comments_None,0,[],[]
2046,5835,/readwrite/tests/test_edgelist.py_test_parse_edgelist,0,[],[]
2047,5834,/readwrite/tests/test_edgelist.py_test_parse_edgelist_with_data_list,0,[],[]
2048,5833,/readwrite/tests/test_edgelist.py_test_parse_edgelist_with_data_dict,0,[],[]
2049,5832,/readwrite/tests/test_edgelist.py_test_parse_edgelist_no_data,0,[],[]
2050,5831,/readwrite/tests/test_edgelist.py_example_graph,0,[],[]
2051,5830,/readwrite/tests/test_edgelist.py_test_read_edgelist_with_data,0,[],[]
