,function_name,np,function_np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
0,absolute,numpy.absolute,absolute,https://numpy.org/doc/stable/reference/generated/numpy.absolute.html,,,,False
1,add,numpy.add,add,https://numpy.org/doc/stable/reference/generated/numpy.add.html,arkouda.array_api._elementwise_functions.add,array_api._elementwise_functions.add,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.add,True
2,add,numpy.char.add,char.add,https://numpy.org/doc/stable/reference/generated/numpy.char.add.html,arkouda.array_api._elementwise_functions.add,array_api._elementwise_functions.add,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.add,True
3,all,numpy.all,all,https://numpy.org/doc/stable/reference/generated/numpy.all.html,arkouda.pdarrayclass.all,pdarrayclass.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.all,True
4,all,numpy.all,all,https://numpy.org/doc/stable/reference/generated/numpy.all.html,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all,True
5,all,numpy.ma.all,ma.all,https://numpy.org/doc/stable/reference/generated/numpy.ma.all.html,arkouda.pdarrayclass.all,pdarrayclass.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.all,True
6,all,numpy.ma.all,ma.all,https://numpy.org/doc/stable/reference/generated/numpy.ma.all.html,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all,True
7,all,numpy.ma.MaskedArray.all,ma.MaskedArray.all,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.all.html,arkouda.pdarrayclass.all,pdarrayclass.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.all,True
8,all,numpy.ma.MaskedArray.all,ma.MaskedArray.all,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.all.html,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all,True
9,all,numpy.matrix.all,matrix.all,https://numpy.org/doc/stable/reference/generated/numpy.matrix.all.html,arkouda.pdarrayclass.all,pdarrayclass.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.all,True
10,all,numpy.matrix.all,matrix.all,https://numpy.org/doc/stable/reference/generated/numpy.matrix.all.html,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all,True
11,all,numpy.ndarray.all,ndarray.all,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.all.html,arkouda.pdarrayclass.all,pdarrayclass.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.all,True
12,all,numpy.ndarray.all,ndarray.all,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.all.html,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all,True
13,allclose,numpy.allclose,allclose,https://numpy.org/doc/stable/reference/generated/numpy.allclose.html,,,,False
14,allclose,numpy.ma.allclose,ma.allclose,https://numpy.org/doc/stable/reference/generated/numpy.ma.allclose.html,,,,False
15,amax,numpy.amax,amax,https://numpy.org/doc/stable/reference/generated/numpy.amax.html,,,,False
16,amin,numpy.amin,amin,https://numpy.org/doc/stable/reference/generated/numpy.amin.html,,,,False
17,angle,numpy.angle,angle,https://numpy.org/doc/stable/reference/generated/numpy.angle.html,,,,False
18,any,numpy.any,any,https://numpy.org/doc/stable/reference/generated/numpy.any.html,arkouda.pdarrayclass.any,pdarrayclass.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.any,True
19,any,numpy.any,any,https://numpy.org/doc/stable/reference/generated/numpy.any.html,arkouda.array_api._utility_functions.any,array_api._utility_functions.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.any,True
20,any,numpy.ma.any,ma.any,https://numpy.org/doc/stable/reference/generated/numpy.ma.any.html,arkouda.pdarrayclass.any,pdarrayclass.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.any,True
21,any,numpy.ma.any,ma.any,https://numpy.org/doc/stable/reference/generated/numpy.ma.any.html,arkouda.array_api._utility_functions.any,array_api._utility_functions.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.any,True
22,any,numpy.ma.MaskedArray.any,ma.MaskedArray.any,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.any.html,arkouda.pdarrayclass.any,pdarrayclass.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.any,True
23,any,numpy.ma.MaskedArray.any,ma.MaskedArray.any,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.any.html,arkouda.array_api._utility_functions.any,array_api._utility_functions.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.any,True
24,any,numpy.matrix.any,matrix.any,https://numpy.org/doc/stable/reference/generated/numpy.matrix.any.html,arkouda.pdarrayclass.any,pdarrayclass.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.any,True
25,any,numpy.matrix.any,matrix.any,https://numpy.org/doc/stable/reference/generated/numpy.matrix.any.html,arkouda.array_api._utility_functions.any,array_api._utility_functions.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.any,True
26,any,numpy.ndarray.any,ndarray.any,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.any.html,arkouda.pdarrayclass.any,pdarrayclass.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.any,True
27,any,numpy.ndarray.any,ndarray.any,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.any.html,arkouda.array_api._utility_functions.any,array_api._utility_functions.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.any,True
28,append,numpy.append,append,https://numpy.org/doc/stable/reference/generated/numpy.append.html,,,,False
29,append,numpy.ma.append,ma.append,https://numpy.org/doc/stable/reference/generated/numpy.ma.append.html,,,,False
30,apply_along_axis,numpy.apply_along_axis,apply_along_axis,https://numpy.org/doc/stable/reference/generated/numpy.apply_along_axis.html,,,,False
31,apply_along_axis,numpy.ma.apply_along_axis,ma.apply_along_axis,https://numpy.org/doc/stable/reference/generated/numpy.ma.apply_along_axis.html,,,,False
32,apply_over_axes,numpy.apply_over_axes,apply_over_axes,https://numpy.org/doc/stable/reference/generated/numpy.apply_over_axes.html,,,,False
33,apply_over_axes,numpy.ma.apply_over_axes,ma.apply_over_axes,https://numpy.org/doc/stable/reference/generated/numpy.ma.apply_over_axes.html,,,,False
34,arange,numpy.arange,arange,https://numpy.org/doc/stable/reference/generated/numpy.arange.html,arkouda.pdarraycreation.arange,pdarraycreation.arange,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.arange,True
35,arange,numpy.arange,arange,https://numpy.org/doc/stable/reference/generated/numpy.arange.html,arkouda.array_api._creation_functions.arange,array_api._creation_functions.arange,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.arange,True
36,arange,numpy.ma.arange,ma.arange,https://numpy.org/doc/stable/reference/generated/numpy.ma.arange.html,arkouda.pdarraycreation.arange,pdarraycreation.arange,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.arange,True
37,arange,numpy.ma.arange,ma.arange,https://numpy.org/doc/stable/reference/generated/numpy.ma.arange.html,arkouda.array_api._creation_functions.arange,array_api._creation_functions.arange,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.arange,True
38,arccos,numpy.arccos,arccos,https://numpy.org/doc/stable/reference/generated/numpy.arccos.html,arkouda.numeric.arccos,numeric.arccos,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arccos,True
39,arccos,numpy.emath.arccos,emath.arccos,https://numpy.org/doc/stable/reference/generated/numpy.emath.arccos.html,arkouda.numeric.arccos,numeric.arccos,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arccos,True
40,arccosh,numpy.arccosh,arccosh,https://numpy.org/doc/stable/reference/generated/numpy.arccosh.html,arkouda.numeric.arccosh,numeric.arccosh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arccosh,True
41,arcsin,numpy.arcsin,arcsin,https://numpy.org/doc/stable/reference/generated/numpy.arcsin.html,arkouda.numeric.arcsin,numeric.arcsin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arcsin,True
42,arcsin,numpy.emath.arcsin,emath.arcsin,https://numpy.org/doc/stable/reference/generated/numpy.emath.arcsin.html,arkouda.numeric.arcsin,numeric.arcsin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arcsin,True
43,arcsinh,numpy.arcsinh,arcsinh,https://numpy.org/doc/stable/reference/generated/numpy.arcsinh.html,arkouda.numeric.arcsinh,numeric.arcsinh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arcsinh,True
44,arctan,numpy.arctan,arctan,https://numpy.org/doc/stable/reference/generated/numpy.arctan.html,arkouda.numeric.arctan,numeric.arctan,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arctan,True
45,arctan2,numpy.arctan2,arctan2,https://numpy.org/doc/stable/reference/generated/numpy.arctan2.html,arkouda.numeric.arctan2,numeric.arctan2,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arctan2,True
46,arctanh,numpy.arctanh,arctanh,https://numpy.org/doc/stable/reference/generated/numpy.arctanh.html,arkouda.numeric.arctanh,numeric.arctanh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arctanh,True
47,arctanh,numpy.emath.arctanh,emath.arctanh,https://numpy.org/doc/stable/reference/generated/numpy.emath.arctanh.html,arkouda.numeric.arctanh,numeric.arctanh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arctanh,True
48,argmax,numpy.argmax,argmax,https://numpy.org/doc/stable/reference/generated/numpy.argmax.html,arkouda.pdarrayclass.argmax,pdarrayclass.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmax,True
49,argmax,numpy.argmax,argmax,https://numpy.org/doc/stable/reference/generated/numpy.argmax.html,arkouda.array_api._searching_functions.argmax,array_api._searching_functions.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmax,True
50,argmax,numpy.ma.argmax,ma.argmax,https://numpy.org/doc/stable/reference/generated/numpy.ma.argmax.html,arkouda.pdarrayclass.argmax,pdarrayclass.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmax,True
51,argmax,numpy.ma.argmax,ma.argmax,https://numpy.org/doc/stable/reference/generated/numpy.ma.argmax.html,arkouda.array_api._searching_functions.argmax,array_api._searching_functions.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmax,True
52,argmax,numpy.ma.MaskedArray.argmax,ma.MaskedArray.argmax,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.argmax.html,arkouda.pdarrayclass.argmax,pdarrayclass.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmax,True
53,argmax,numpy.ma.MaskedArray.argmax,ma.MaskedArray.argmax,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.argmax.html,arkouda.array_api._searching_functions.argmax,array_api._searching_functions.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmax,True
54,argmax,numpy.matrix.argmax,matrix.argmax,https://numpy.org/doc/stable/reference/generated/numpy.matrix.argmax.html,arkouda.pdarrayclass.argmax,pdarrayclass.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmax,True
55,argmax,numpy.matrix.argmax,matrix.argmax,https://numpy.org/doc/stable/reference/generated/numpy.matrix.argmax.html,arkouda.array_api._searching_functions.argmax,array_api._searching_functions.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmax,True
56,argmax,numpy.ndarray.argmax,ndarray.argmax,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argmax.html,arkouda.pdarrayclass.argmax,pdarrayclass.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmax,True
57,argmax,numpy.ndarray.argmax,ndarray.argmax,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argmax.html,arkouda.array_api._searching_functions.argmax,array_api._searching_functions.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmax,True
58,argmin,numpy.argmin,argmin,https://numpy.org/doc/stable/reference/generated/numpy.argmin.html,arkouda.pdarrayclass.argmin,pdarrayclass.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmin,True
59,argmin,numpy.argmin,argmin,https://numpy.org/doc/stable/reference/generated/numpy.argmin.html,arkouda.array_api._searching_functions.argmin,array_api._searching_functions.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmin,True
60,argmin,numpy.ma.argmin,ma.argmin,https://numpy.org/doc/stable/reference/generated/numpy.ma.argmin.html,arkouda.pdarrayclass.argmin,pdarrayclass.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmin,True
61,argmin,numpy.ma.argmin,ma.argmin,https://numpy.org/doc/stable/reference/generated/numpy.ma.argmin.html,arkouda.array_api._searching_functions.argmin,array_api._searching_functions.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmin,True
62,argmin,numpy.ma.MaskedArray.argmin,ma.MaskedArray.argmin,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.argmin.html,arkouda.pdarrayclass.argmin,pdarrayclass.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmin,True
63,argmin,numpy.ma.MaskedArray.argmin,ma.MaskedArray.argmin,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.argmin.html,arkouda.array_api._searching_functions.argmin,array_api._searching_functions.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmin,True
64,argmin,numpy.matrix.argmin,matrix.argmin,https://numpy.org/doc/stable/reference/generated/numpy.matrix.argmin.html,arkouda.pdarrayclass.argmin,pdarrayclass.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmin,True
65,argmin,numpy.matrix.argmin,matrix.argmin,https://numpy.org/doc/stable/reference/generated/numpy.matrix.argmin.html,arkouda.array_api._searching_functions.argmin,array_api._searching_functions.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmin,True
66,argmin,numpy.ndarray.argmin,ndarray.argmin,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argmin.html,arkouda.pdarrayclass.argmin,pdarrayclass.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmin,True
67,argmin,numpy.ndarray.argmin,ndarray.argmin,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argmin.html,arkouda.array_api._searching_functions.argmin,array_api._searching_functions.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmin,True
68,argpartition,numpy.argpartition,argpartition,https://numpy.org/doc/stable/reference/generated/numpy.argpartition.html,,,,False
69,argpartition,numpy.matrix.argpartition,matrix.argpartition,https://numpy.org/doc/stable/reference/generated/numpy.matrix.argpartition.html,,,,False
70,argpartition,numpy.ndarray.argpartition,ndarray.argpartition,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argpartition.html,,,,False
71,argsort,numpy.argsort,argsort,https://numpy.org/doc/stable/reference/generated/numpy.argsort.html,arkouda.sorting.argsort,sorting.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.argsort,True
72,argsort,numpy.argsort,argsort,https://numpy.org/doc/stable/reference/generated/numpy.argsort.html,arkouda.array_api._sorting_functions.argsort,array_api._sorting_functions.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.argsort,True
73,argsort,numpy.ma.argsort,ma.argsort,https://numpy.org/doc/stable/reference/generated/numpy.ma.argsort.html,arkouda.sorting.argsort,sorting.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.argsort,True
74,argsort,numpy.ma.argsort,ma.argsort,https://numpy.org/doc/stable/reference/generated/numpy.ma.argsort.html,arkouda.array_api._sorting_functions.argsort,array_api._sorting_functions.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.argsort,True
75,argsort,numpy.ma.MaskedArray.argsort,ma.MaskedArray.argsort,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.argsort.html,arkouda.sorting.argsort,sorting.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.argsort,True
76,argsort,numpy.ma.MaskedArray.argsort,ma.MaskedArray.argsort,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.argsort.html,arkouda.array_api._sorting_functions.argsort,array_api._sorting_functions.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.argsort,True
77,argsort,numpy.matrix.argsort,matrix.argsort,https://numpy.org/doc/stable/reference/generated/numpy.matrix.argsort.html,arkouda.sorting.argsort,sorting.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.argsort,True
78,argsort,numpy.matrix.argsort,matrix.argsort,https://numpy.org/doc/stable/reference/generated/numpy.matrix.argsort.html,arkouda.array_api._sorting_functions.argsort,array_api._sorting_functions.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.argsort,True
79,argsort,numpy.ndarray.argsort,ndarray.argsort,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argsort.html,arkouda.sorting.argsort,sorting.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.argsort,True
80,argsort,numpy.ndarray.argsort,ndarray.argsort,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argsort.html,arkouda.array_api._sorting_functions.argsort,array_api._sorting_functions.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.argsort,True
81,argwhere,numpy.argwhere,argwhere,https://numpy.org/doc/stable/reference/generated/numpy.argwhere.html,,,,False
82,around,numpy.around,around,https://numpy.org/doc/stable/reference/generated/numpy.around.html,,,,False
83,around,numpy.ma.around,ma.around,https://numpy.org/doc/stable/reference/generated/numpy.ma.around.html,,,,False
84,array,numpy.array,array,https://numpy.org/doc/stable/reference/generated/numpy.array.html,arkouda.pdarraycreation.array,pdarraycreation.array,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.array,True
85,array,numpy.char.array,char.array,https://numpy.org/doc/stable/reference/generated/numpy.char.array.html,arkouda.pdarraycreation.array,pdarraycreation.array,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.array,True
86,array,numpy.core.defchararray.array,core.defchararray.array,https://numpy.org/doc/stable/reference/generated/numpy.core.defchararray.array.html,arkouda.pdarraycreation.array,pdarraycreation.array,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.array,True
87,array,numpy.core.records.array,core.records.array,https://numpy.org/doc/stable/reference/generated/numpy.core.records.array.html,arkouda.pdarraycreation.array,pdarraycreation.array,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.array,True
88,array,numpy.ma.array,ma.array,https://numpy.org/doc/stable/reference/generated/numpy.ma.array.html,arkouda.pdarraycreation.array,pdarraycreation.array,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.array,True
89,array_equal,numpy.array_equal,array_equal,https://numpy.org/doc/stable/reference/generated/numpy.array_equal.html,,,,False
90,array_equiv,numpy.array_equiv,array_equiv,https://numpy.org/doc/stable/reference/generated/numpy.array_equiv.html,,,,False
91,array_repr,numpy.array_repr,array_repr,https://numpy.org/doc/stable/reference/generated/numpy.array_repr.html,,,,False
92,array_split,numpy.array_split,array_split,https://numpy.org/doc/stable/reference/generated/numpy.array_split.html,,,,False
93,array_str,numpy.array_str,array_str,https://numpy.org/doc/stable/reference/generated/numpy.array_str.html,,,,False
94,array2string,numpy.array2string,array2string,https://numpy.org/doc/stable/reference/generated/numpy.array2string.html,,,,False
95,asanyarray,numpy.asanyarray,asanyarray,https://numpy.org/doc/stable/reference/generated/numpy.asanyarray.html,,,,False
96,asanyarray,numpy.ma.asanyarray,ma.asanyarray,https://numpy.org/doc/stable/reference/generated/numpy.ma.asanyarray.html,,,,False
97,asarray,numpy.asarray,asarray,https://numpy.org/doc/stable/reference/generated/numpy.asarray.html,arkouda.array_api._creation_functions.asarray,array_api._creation_functions.asarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.asarray,True
98,asarray,numpy.char.asarray,char.asarray,https://numpy.org/doc/stable/reference/generated/numpy.char.asarray.html,arkouda.array_api._creation_functions.asarray,array_api._creation_functions.asarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.asarray,True
99,asarray,numpy.core.defchararray.asarray,core.defchararray.asarray,https://numpy.org/doc/stable/reference/generated/numpy.core.defchararray.asarray.html,arkouda.array_api._creation_functions.asarray,array_api._creation_functions.asarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.asarray,True
100,asarray,numpy.ma.asarray,ma.asarray,https://numpy.org/doc/stable/reference/generated/numpy.ma.asarray.html,arkouda.array_api._creation_functions.asarray,array_api._creation_functions.asarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.asarray,True
101,asarray_chkfinite,numpy.asarray_chkfinite,asarray_chkfinite,https://numpy.org/doc/stable/reference/generated/numpy.asarray_chkfinite.html,,,,False
102,ascontiguousarray,numpy.ascontiguousarray,ascontiguousarray,https://numpy.org/doc/stable/reference/generated/numpy.ascontiguousarray.html,,,,False
103,asfarray,numpy.asfarray,asfarray,https://numpy.org/doc/stable/reference/generated/numpy.asfarray.html,,,,False
104,asfortranarray,numpy.asfortranarray,asfortranarray,https://numpy.org/doc/stable/reference/generated/numpy.asfortranarray.html,,,,False
105,asmatrix,numpy.asmatrix,asmatrix,https://numpy.org/doc/stable/reference/generated/numpy.asmatrix.html,,,,False
106,atleast_1d,numpy.atleast_1d,atleast_1d,https://numpy.org/doc/stable/reference/generated/numpy.atleast_1d.html,,,,False
107,atleast_1d,numpy.ma.atleast_1d,ma.atleast_1d,https://numpy.org/doc/stable/reference/generated/numpy.ma.atleast_1d.html,,,,False
108,atleast_2d,numpy.atleast_2d,atleast_2d,https://numpy.org/doc/stable/reference/generated/numpy.atleast_2d.html,,,,False
109,atleast_2d,numpy.ma.atleast_2d,ma.atleast_2d,https://numpy.org/doc/stable/reference/generated/numpy.ma.atleast_2d.html,,,,False
110,atleast_3d,numpy.atleast_3d,atleast_3d,https://numpy.org/doc/stable/reference/generated/numpy.atleast_3d.html,,,,False
111,atleast_3d,numpy.ma.atleast_3d,ma.atleast_3d,https://numpy.org/doc/stable/reference/generated/numpy.ma.atleast_3d.html,,,,False
112,average,numpy.average,average,https://numpy.org/doc/stable/reference/generated/numpy.average.html,,,,False
113,average,numpy.ma.average,ma.average,https://numpy.org/doc/stable/reference/generated/numpy.ma.average.html,,,,False
114,bartlett,numpy.bartlett,bartlett,https://numpy.org/doc/stable/reference/generated/numpy.bartlett.html,,,,False
115,base_repr,numpy.base_repr,base_repr,https://numpy.org/doc/stable/reference/generated/numpy.base_repr.html,,,,False
116,binary_repr,numpy.binary_repr,binary_repr,https://numpy.org/doc/stable/reference/generated/numpy.binary_repr.html,,,,False
117,bincount,numpy.bincount,bincount,https://numpy.org/doc/stable/reference/generated/numpy.bincount.html,,,,False
118,bitwise_and,numpy.bitwise_and,bitwise_and,https://numpy.org/doc/stable/reference/generated/numpy.bitwise_and.html,arkouda.array_api._elementwise_functions.bitwise_and,array_api._elementwise_functions.bitwise_and,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.bitwise_and,True
119,bitwise_or,numpy.bitwise_or,bitwise_or,https://numpy.org/doc/stable/reference/generated/numpy.bitwise_or.html,arkouda.array_api._elementwise_functions.bitwise_or,array_api._elementwise_functions.bitwise_or,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.bitwise_or,True
120,bitwise_xor,numpy.bitwise_xor,bitwise_xor,https://numpy.org/doc/stable/reference/generated/numpy.bitwise_xor.html,arkouda.array_api._elementwise_functions.bitwise_xor,array_api._elementwise_functions.bitwise_xor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.bitwise_xor,True
121,blackman,numpy.blackman,blackman,https://numpy.org/doc/stable/reference/generated/numpy.blackman.html,,,,False
122,block,numpy.block,block,https://numpy.org/doc/stable/reference/generated/numpy.block.html,,,,False
123,bmat,numpy.bmat,bmat,https://numpy.org/doc/stable/reference/generated/numpy.bmat.html,,,,False
124,bool_,numpy.bool_,bool_,https://numpy.org/doc/stable/reference/generated/numpy.bool_.html,,,,False
