,function_name,np,function_np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
1549,invert_permutation,,,,arkouda.util.invert_permutation,util.invert_permutation,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.util.invert_permutation,True
1550,invert_permutation,,,,arkouda.dataframe.invert_permutation,dataframe.invert_permutation,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dataframe.invert_permutation,True
1551,most_common,,,,arkouda.util.most_common,util.most_common,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.util.most_common,True
1552,register_all,,,,arkouda.util.register_all,util.register_all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.util.register_all,True
1553,report_mem,,,,arkouda.util.report_mem,util.report_mem,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.util.report_mem,True
1554,unregister_all,,,,arkouda.util.unregister_all,util.unregister_all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.util.unregister_all,True
1555,alignment,,,,arkouda.alignment,alignment,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.alignment,True
1556,ArrayView,,,,arkouda.array_view.ArrayView,array_view.ArrayView,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_view.ArrayView,True
1557,to_ndarray,,,,arkouda.array_view.ArrayView.to_ndarray,array_view.ArrayView.to_ndarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_view.ArrayView.to_ndarray,True
1558,to_ndarray,,,,arkouda.pdarrayclass.pdarray.to_ndarray,pdarrayclass.pdarray.to_ndarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.pdarray.to_ndarray,True
1559,to_ndarray,,,,arkouda.strings.Strings.to_ndarray,strings.Strings.to_ndarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.to_ndarray,True
1560,to_ndarray,,,,arkouda.segarray.SegArray.to_ndarray,segarray.SegArray.to_ndarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.segarray.SegArray.to_ndarray,True
1561,to_list,,,,arkouda.array_view.ArrayView.to_list,array_view.ArrayView.to_list,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_view.ArrayView.to_list,True
1562,to_list,,,,arkouda.pdarrayclass.pdarray.to_list,pdarrayclass.pdarray.to_list,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.pdarray.to_list,True
1563,to_list,,,,arkouda.strings.Strings.to_list,strings.Strings.to_list,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.to_list,True
1564,to_list,,,,arkouda.segarray.SegArray.to_list,segarray.SegArray.to_list,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.segarray.SegArray.to_list,True
1565,io_util,,,,arkouda.io_util,io_util,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io_util,True
1566,infoclass,,,,arkouda.infoclass,infoclass,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.infoclass,True
1567,io,,,,arkouda.io,io,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io,True
1568,export,,,,arkouda.io.export,io.export,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.export,True
1569,get_columns,,,,arkouda.io.get_columns,io.get_columns,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.get_columns,True
1570,get_datasets,,,,arkouda.io.get_datasets,io.get_datasets,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.get_datasets,True
1571,get_filetype,,,,arkouda.io.get_filetype,io.get_filetype,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.get_filetype,True
1572,get_null_indices,,,,arkouda.io.get_null_indices,io.get_null_indices,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.get_null_indices,True
1573,import_data,,,,arkouda.io.import_data,io.import_data,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.import_data,True
1574,load_all,,,,arkouda.io.load_all,io.load_all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.load_all,True
1575,ls,,,,arkouda.io.ls,io.ls,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.ls,True
1576,ls_csv,,,,arkouda.io.ls_csv,io.ls_csv,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.ls_csv,True
1577,read,,,,arkouda.io.read,io.read,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.read,True
1578,read_csv,,,,arkouda.io.read_csv,io.read_csv,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.read_csv,True
1579,read_hdf,,,,arkouda.io.read_hdf,io.read_hdf,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.read_hdf,True
1580,read_parquet,,,,arkouda.io.read_parquet,io.read_parquet,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.read_parquet,True
1581,read_tagged_data,,,,arkouda.io.read_tagged_data,io.read_tagged_data,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.read_tagged_data,True
1582,receive,,,,arkouda.io.receive,io.receive,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.receive,True
1583,receive_dataframe,,,,arkouda.io.receive_dataframe,io.receive_dataframe,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.receive_dataframe,True
1584,restore,,,,arkouda.io.restore,io.restore,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.restore,True
1585,save_all,,,,arkouda.io.save_all,io.save_all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.save_all,True
1586,snapshot,,,,arkouda.io.snapshot,io.snapshot,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.snapshot,True
1587,to_csv,,,,arkouda.io.to_csv,io.to_csv,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.to_csv,True
1588,to_csv,,,,arkouda.dataframe.DataFrame.to_csv,dataframe.DataFrame.to_csv,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dataframe.DataFrame.to_csv,True
1589,to_parquet,,,,arkouda.io.to_parquet,io.to_parquet,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.to_parquet,True
1590,to_parquet,,,,arkouda.pdarrayclass.pdarray.to_parquet,pdarrayclass.pdarray.to_parquet,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.pdarray.to_parquet,True
1591,to_parquet,,,,arkouda.dataframe.DataFrame.to_parquet,dataframe.DataFrame.to_parquet,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dataframe.DataFrame.to_parquet,True
1592,to_parquet,,,,arkouda.index.Index.to_parquet,index.Index.to_parquet,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.index.Index.to_parquet,True
1593,update_hdf,,,,arkouda.io.update_hdf,io.update_hdf,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io.update_hdf,True
1594,SegArray,,,,arkouda.segarray.SegArray,segarray.SegArray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.segarray.SegArray,True
1595,SegArray,,,,arkouda.SegArray,SegArray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.SegArray,True
1596,DataFrame,,,,arkouda.dataframe.DataFrame,dataframe.DataFrame,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dataframe.DataFrame,True
1597,IPv4,,,,arkouda.client_dtypes.IPv4,client_dtypes.IPv4,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.client_dtypes.IPv4,True
1598,Datetime,,,,arkouda.timeclass.Datetime,timeclass.Datetime,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.timeclass.Datetime,True
1599,Timedelta,,,,arkouda.timeclass.Timedelta,timeclass.Timedelta,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.timeclass.Timedelta,True
1600,Index,,,,arkouda.index.Index,index.Index,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.index.Index,True
1601,Index,,,,arkouda.Index,Index,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.Index,True
1602,sorting,,,,arkouda.sorting,sorting,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting,True
1603,segarray,,,,arkouda.segarray,segarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.segarray,True
1604,segarray,,,,arkouda.segarray.segarray,segarray.segarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.segarray.segarray,True
1605,series,,,,arkouda.series,series,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.series,True
1606,Series,,,,arkouda.series.Series,series.Series,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.series.Series,True
1607,pdarraycreation,,,,arkouda.pdarraycreation,pdarraycreation,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation,True
1608,numeric,,,,arkouda.numeric,numeric,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric,True
1609,pdarrayclass,,,,arkouda.pdarrayclass,pdarrayclass,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass,True
1610,argmaxk,,,,arkouda.pdarrayclass.argmaxk,pdarrayclass.argmaxk,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmaxk,True
1611,argmink,,,,arkouda.pdarrayclass.argmink,pdarrayclass.argmink,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmink,True
1612,attach_pdarray,,,,arkouda.pdarrayclass.attach_pdarray,pdarrayclass.attach_pdarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.attach_pdarray,True
1613,broadcast_to_shape,,,,arkouda.pdarrayclass.broadcast_to_shape,pdarrayclass.broadcast_to_shape,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.broadcast_to_shape,True
1614,clear,,,,arkouda.pdarrayclass.clear,pdarrayclass.clear,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.clear,True
1615,clz,,,,arkouda.pdarrayclass.clz,pdarrayclass.clz,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.clz,True
1616,corr,,,,arkouda.pdarrayclass.corr,pdarrayclass.corr,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.corr,True
1617,ctz,,,,arkouda.pdarrayclass.ctz,pdarrayclass.ctz,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.ctz,True
1618,is_sorted,,,,arkouda.pdarrayclass.is_sorted,pdarrayclass.is_sorted,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.is_sorted,True
1619,maxk,,,,arkouda.pdarrayclass.maxk,pdarrayclass.maxk,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.maxk,True
1620,mink,,,,arkouda.pdarrayclass.mink,pdarrayclass.mink,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.mink,True
1621,parity,,,,arkouda.pdarrayclass.parity,pdarrayclass.parity,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.parity,True
1622,popcount,,,,arkouda.pdarrayclass.popcount,pdarrayclass.popcount,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.popcount,True
1623,rotl,,,,arkouda.pdarrayclass.rotl,pdarrayclass.rotl,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.rotl,True
1624,rotr,,,,arkouda.pdarrayclass.rotr,pdarrayclass.rotr,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.rotr,True
1625,unregister_pdarray_by_name,,,,arkouda.pdarrayclass.unregister_pdarray_by_name,pdarrayclass.unregister_pdarray_by_name,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.unregister_pdarray_by_name,True
1626,strings,,,,arkouda.strings,strings,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings,True
1627,findall,,,,arkouda.strings.Strings.findall,strings.Strings.findall,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.findall,True
1628,find_locations,,,,arkouda.strings.Strings.find_locations,strings.Strings.find_locations,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.find_locations,True
1629,peel,,,,arkouda.strings.Strings.peel,strings.Strings.peel,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.peel,True
1630,rpeel,,,,arkouda.strings.Strings.rpeel,strings.Strings.rpeel,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.rpeel,True
1631,Match,,,,arkouda.match.Match,match.Match,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.match.Match,True
1632,stick,,,,arkouda.strings.Strings.stick,strings.Strings.stick,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.stick,True
1633,lstick,,,,arkouda.strings.Strings.lstick,strings.Strings.lstick,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.lstick,True
1634,subn,,,,arkouda.strings.Strings.subn,strings.Strings.subn,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.subn,True
1635,sub,,,,arkouda.strings.Strings.sub,strings.Strings.sub,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.sub,True
1636,security,,,,arkouda.security,security,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.security,True
1637,LEN_SUFFIX,,,,arkouda.segarray.LEN_SUFFIX,segarray.LEN_SUFFIX,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.segarray.LEN_SUFFIX,True
1638,SEG_SUFFIX,,,,arkouda.segarray.SEG_SUFFIX,segarray.SEG_SUFFIX,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.segarray.SEG_SUFFIX,True
1639,VAL_SUFFIX,,,,arkouda.segarray.VAL_SUFFIX,segarray.VAL_SUFFIX,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.segarray.VAL_SUFFIX,True
1640,GroupBy,,,,arkouda.groupbyclass.GroupBy,groupbyclass.GroupBy,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.GroupBy,True
1641,GroupBy,,,,arkouda.GroupBy,GroupBy,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.GroupBy,True
1642,row,,,,arkouda.row,row,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.row,True
1643,generate_token,,,,arkouda.security.generate_token,security.generate_token,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.security.generate_token,True
1644,generate_username_token_json,,,,arkouda.security.generate_username_token_json,security.generate_username_token_json,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.security.generate_username_token_json,True
1645,get_arkouda_client_directory,,,,arkouda.security.get_arkouda_client_directory,security.get_arkouda_client_directory,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.security.get_arkouda_client_directory,True
1646,get_home_directory,,,,arkouda.security.get_home_directory,security.get_home_directory,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.security.get_home_directory,True
1647,get_username,,,,arkouda.security.get_username,security.get_username,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.security.get_username,True
1648,username_tokenizer,,,,arkouda.security.username_tokenizer,security.username_tokenizer,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.security.username_tokenizer,True
1649,history,,,,arkouda.history,history,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.history,True
1650,dtypes,,,,arkouda.dtypes,dtypes,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes,True
1651,groupbyclass,,,,arkouda.groupbyclass,groupbyclass,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass,True
1652,GROUPBY_REDUCTION_TYPES,,,,arkouda.groupbyclass.GROUPBY_REDUCTION_TYPES,groupbyclass.GROUPBY_REDUCTION_TYPES,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.GROUPBY_REDUCTION_TYPES,True
1653,unregister_groupby_by_name,,,,arkouda.groupbyclass.GroupBy.unregister_groupby_by_name,groupbyclass.GroupBy.unregister_groupby_by_name,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.GroupBy.unregister_groupby_by_name,True
1654,client_dtypes,,,,arkouda.client_dtypes,client_dtypes,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.client_dtypes,True
1655,connect,,,,arkouda.client.connect,client.connect,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.client.connect,True
1656,disconnect,,,,arkouda.client.disconnect,client.disconnect,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.client.disconnect,True
1657,generate_history,,,,arkouda.client.generate_history,client.generate_history,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.client.generate_history,True
1658,get_config,,,,arkouda.client.get_config,client.get_config,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.client.get_config,True
1659,get_mem_avail,,,,arkouda.client.get_mem_avail,client.get_mem_avail,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.client.get_mem_avail,True
1660,get_mem_status,,,,arkouda.client.get_mem_status,client.get_mem_status,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.client.get_mem_status,True
1661,get_mem_used,,,,arkouda.client.get_mem_used,client.get_mem_used,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.client.get_mem_used,True
1662,get_server_commands,,,,arkouda.client.get_server_commands,client.get_server_commands,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.client.get_server_commands,True
1663,print_server_commands,,,,arkouda.client.print_server_commands,client.print_server_commands,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.client.print_server_commands,True
1664,ruok,,,,arkouda.client.ruok,client.ruok,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.client.ruok,True
1665,shutdown,,,,arkouda.client.shutdown,client.shutdown,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.client.shutdown,True
1666,coargsort,,,,arkouda.sorting.coargsort,sorting.coargsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.coargsort,True
1667,coargsort,,,,arkouda.dataframe.DataFrame.coargsort,dataframe.DataFrame.coargsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dataframe.DataFrame.coargsort,True
1668,special,,,,arkouda.akscipy.special,akscipy.special,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy.special,True
1669,akscipy,,,,arkouda.akscipy,akscipy,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy,True
1670,Power_divergenceResult,,,,arkouda.akscipy.Power_divergenceResult,akscipy.Power_divergenceResult,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy.Power_divergenceResult,True
1671,Power_divergenceResult,,,,arkouda.akscipy._stats_py.Power_divergenceResult,akscipy._stats_py.Power_divergenceResult,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy._stats_py.Power_divergenceResult,True
1672,power_divergence,,,,arkouda.akscipy.power_divergence,akscipy.power_divergence,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy.power_divergence,True
1673,power_divergence,,,,arkouda.akscipy._stats_py.power_divergence,akscipy._stats_py.power_divergence,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy._stats_py.power_divergence,True
1674,linalg,,,,arkouda.array_api.linalg,array_api.linalg,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api.linalg,True
1675,accessor,,,,arkouda.accessor,accessor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.accessor,True
1676,CachedAccessor,,,,arkouda.accessor.CachedAccessor,accessor.CachedAccessor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.accessor.CachedAccessor,True
1677,DatetimeAccessor,,,,arkouda.accessor.DatetimeAccessor,accessor.DatetimeAccessor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.accessor.DatetimeAccessor,True
1678,Properties,,,,arkouda.accessor.Properties,accessor.Properties,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.accessor.Properties,True
1679,StringAccessor,,,,arkouda.accessor.StringAccessor,accessor.StringAccessor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.accessor.StringAccessor,True
1680,date_operators,,,,arkouda.accessor.date_operators,accessor.date_operators,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.accessor.date_operators,True
1681,string_operators,,,,arkouda.accessor.string_operators,accessor.string_operators,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.accessor.string_operators,True
1682,matcher,,,,arkouda.matcher,matcher,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.matcher,True
1683,delimited_file_to_dict,,,,arkouda.io_util.delimited_file_to_dict,io_util.delimited_file_to_dict,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io_util.delimited_file_to_dict,True
1684,dict_to_delimited_file,,,,arkouda.io_util.dict_to_delimited_file,io_util.dict_to_delimited_file,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io_util.dict_to_delimited_file,True
1685,get_directory,,,,arkouda.io_util.get_directory,io_util.get_directory,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io_util.get_directory,True
1686,write_line_to_file,,,,arkouda.io_util.write_line_to_file,io_util.write_line_to_file,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.io_util.write_line_to_file,True
1687,array_api,,,,arkouda.array_api,array_api,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api,True
1688,dataframe,,,,arkouda.dataframe,dataframe,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dataframe,True
1689,DiffAggregate,,,,arkouda.dataframe.DiffAggregate,dataframe.DiffAggregate,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dataframe.DiffAggregate,True
1690,intersect,,,,arkouda.dataframe.intersect,dataframe.intersect,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dataframe.intersect,True
1691,intx,,,,arkouda.dataframe.intx,dataframe.intx,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dataframe.intx,True
1692,merge,,,,arkouda.dataframe.merge,dataframe.merge,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dataframe.merge,True
1693,Row,,,,arkouda.row.Row,row.Row,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.row.Row,True
1694,MultiIndex,,,,arkouda.index.MultiIndex,index.MultiIndex,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.index.MultiIndex,True
1695,tail,,,,arkouda.dataframe.DataFrame.tail,dataframe.DataFrame.tail,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dataframe.DataFrame.tail,True
1696,unregister_dataframe_by_name,,,,arkouda.dataframe.DataFrame.unregister_dataframe_by_name,dataframe.DataFrame.unregister_dataframe_by_name,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dataframe.DataFrame.unregister_dataframe_by_name,True
1697,apply_permutation,,,,arkouda.dataframe.DataFrame.apply_permutation,dataframe.DataFrame.apply_permutation,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dataframe.DataFrame.apply_permutation,True
1698,compute_join_size,,,,arkouda.join.compute_join_size,join.compute_join_size,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.join.compute_join_size,True
1699,gen_ranges,,,,arkouda.join.gen_ranges,join.gen_ranges,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.join.gen_ranges,True
