networkx_function,coverage,np_calls_count,partial_ak_coverage_sum,np_calls_array,function_ak_array
/algorithms/centrality/tests/test_voterank.py_test_voterank_centrality_4,1.0,0,0,[],[]
/algorithms/centrality/tests/test_voterank.py_test_voterank_centrality_5,1.0,0,0,[],[]
/algorithms/centrality/tests/test_voterank.py_test_voterank_emptygraph,1.0,0,0,[],[]
/algorithms/centrality/trophic.py_trophic_differences,1.0,0,0,[],[]
/algorithms/centrality/trophic.py_trophic_incoherence_parameter,1.0,2,2,['std' 'std'],['pdarrayclass.std' 'array_api._statistical_functions.std']
/algorithms/centrality/trophic.py_trophic_levels,0.5,6,3,['sum' 'eye' 'linalg.LinAlgError' 'newaxis' 'linalg.inv' 'sum'],"['array_api._statistical_functions.sum'
 'array_api._creation_functions.eye' 'pdarrayclass.sum']"
/algorithms/chains.py__build_chain,1.0,0,0,[],[]
/algorithms/chains.py__dfs_cycle_forest,1.0,0,0,[],[]
/algorithms/chains.py_chain_decomposition,1.0,0,0,[],[]
/algorithms/chordal.py__find_chordality_breaker,1.0,0,0,[],[]
/algorithms/chordal.py__find_missing_edge,1.0,0,0,[],[]
/algorithms/chordal.py__is_complete_graph,1.0,0,0,[],[]
/algorithms/chordal.py__max_cardinality_node,1.0,0,0,[],[]
/algorithms/chordal.py_chordal_graph_cliques,1.0,0,0,[],[]
/algorithms/chordal.py_chordal_graph_treewidth,1.0,0,0,[],[]
/algorithms/chordal.py_find_induced_nodes,1.0,0,0,[],[]
/algorithms/chordal.py_is_chordal,1.0,0,0,[],[]
/algorithms/clique.py___init__,1.0,0,0,[],[]
/algorithms/clique.py_enumerate_all_cliques,1.0,0,0,[],[]
/algorithms/clique.py_expand,1.0,0,0,[],[]
/algorithms/clique.py_find_branching_nodes,1.0,0,0,[],[]
/algorithms/clique.py_find_cliques_recursive,1.0,0,0,[],[]
/algorithms/clique.py_greedily_find_independent_set,1.0,0,0,[],[]
/algorithms/clique.py_make_clique_bipartite,1.0,0,0,[],[]
/algorithms/clique.py_make_max_clique_graph,1.0,0,0,[],[]
/algorithms/clique.py_max_weight_clique,1.0,0,0,[],[]
/algorithms/clique.py_node_clique_number,1.0,0,0,[],[]
/algorithms/clique.py_number_of_cliques,1.0,0,0,[],[]
/algorithms/clique.py_update_incumbent_if_improved,1.0,0,0,[],[]
/algorithms/cluster.py__directed_triangles_and_degree_iter,1.0,0,0,[],[]
/algorithms/cluster.py__directed_weighted_triangles_and_degree_iter,1.0,0,0,[],[]
/algorithms/cluster.py__triangles_and_degree_iter,1.0,0,0,[],[]
/algorithms/cluster.py__weighted_triangles_and_degree_iter,1.0,0,0,[],[]
/algorithms/cluster.py_average_clustering,1.0,0,0,[],[]
/algorithms/cluster.py_clustering,1.0,0,0,[],[]
/algorithms/cluster.py_generalized_degree,1.0,0,0,[],[]
/algorithms/cluster.py_square_clustering,1.0,0,0,[],[]
/algorithms/cluster.py_transitivity,1.0,0,0,[],[]
/algorithms/cluster.py_triangles,1.0,0,0,[],[]
/algorithms/cluster.py_wt,1.0,0,0,[],[]
/algorithms/coloring/equitable_coloring.py_change_color,1.0,0,0,[],[]
/algorithms/coloring/equitable_coloring.py_equitable_color,1.0,0,0,[],[]
/algorithms/coloring/equitable_coloring.py_is_coloring,1.0,0,0,[],[]
/algorithms/coloring/equitable_coloring.py_is_equitable,1.0,0,0,[],[]
/algorithms/coloring/equitable_coloring.py_make_C_from_F,1.0,0,0,[],[]
/algorithms/coloring/equitable_coloring.py_make_H_from_C_N,1.0,0,0,[],[]
/algorithms/coloring/equitable_coloring.py_make_N_from_L_C,1.0,0,0,[],[]
/algorithms/coloring/equitable_coloring.py_move_witnesses,1.0,0,0,[],[]
/algorithms/coloring/equitable_coloring.py_pad_graph,1.0,0,0,[],[]
/algorithms/coloring/equitable_coloring.py_procedure_P,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py___init__,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py___repr__,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py__maximal_independent_set,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py_assign_color,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py_clear_color,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py_find_min_degree,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py_greedy_color,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py_iter_neighbors,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py_iter_neighbors_color,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py_strategy_connected_sequential,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py_strategy_connected_sequential_bfs,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py_strategy_connected_sequential_dfs,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py_strategy_independent_set,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py_strategy_largest_first,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py_strategy_random_sequential,1.0,0,0,[],[]
/algorithms/coloring/greedy_coloring.py_strategy_smallest_last,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_check_basic_case,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_check_special_case,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_check_state,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_color_remaining_nodes,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_cs_shc,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_dict_to_sets,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_disconnected,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_empty_graph,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_gis_hc,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_gis_shc,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_lf_hc,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_lf_shc,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_lfi_hc,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_lfi_shc,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_make_params_from_graph,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_max_degree,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_one_node_graph,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_rs_shc,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_rsi_shc,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_sl_hc,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_sl_shc,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_slf_hc,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_slf_shc,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_sli_hc,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_sli_shc,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_bad_inputs,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_basic_cases,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_case_V_plus_not_in_A_cal,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_cast_no_solo,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_equitable_color,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_equitable_color_empty,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_equitable_color_large,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_hard_prob,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_hardest_prob,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_interchange_invalid,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_is_coloring,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_is_equitable,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_num_colors,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_special_cases,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_strategy_as_function,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_test_strategy_saturation_largest_first,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_three_node_clique,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_two_node_graph,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_verify_coloring,1.0,0,0,[],[]
/algorithms/coloring/tests/test_coloring.py_verify_length,1.0,0,0,[],[]
/algorithms/communicability_alg.py_communicability_exp,1.0,0,0,[],[]
/algorithms/community/asyn_fluid.py_asyn_fluidc,1.0,0,0,[],[]
/algorithms/community/centrality.py__without_most_central_edges,1.0,0,0,[],[]
/algorithms/community/centrality.py_most_valuable_edge,1.0,0,0,[],[]
/algorithms/community/community_utils.py_is_partition,1.0,0,0,[],[]
/algorithms/community/divisive.py_edge_betweenness_partition,1.0,0,0,[],[]
/algorithms/community/divisive.py_edge_current_flow_betweenness_partition,1.0,0,0,[],[]
/algorithms/community/kclique.py__get_adjacent_cliques,1.0,0,0,[],[]
/algorithms/community/kclique.py_k_clique_communities,1.0,0,0,[],[]
/algorithms/community/kernighan_lin.py__kernighan_lin_sweep,1.0,0,0,[],[]
/algorithms/community/kernighan_lin.py__update_costs,1.0,0,0,[],[]
/algorithms/community/kernighan_lin.py_kernighan_lin_bisection,1.0,0,0,[],[]
/algorithms/community/label_propagation.py__color_network,1.0,0,0,[],[]
/algorithms/community/label_propagation.py__fast_label_count,1.0,0,0,[],[]
/algorithms/community/label_propagation.py__labeling_complete,1.0,0,0,[],[]
/algorithms/community/label_propagation.py__most_frequent_labels,1.0,0,0,[],[]
/algorithms/community/label_propagation.py__update_label,1.0,0,0,[],[]
/algorithms/community/label_propagation.py_asyn_lpa_communities,1.0,0,0,[],[]
/algorithms/community/label_propagation.py_fast_label_propagation_communities,1.0,0,0,[],[]
/algorithms/community/label_propagation.py_label_propagation_communities,1.0,0,0,[],[]
/algorithms/community/louvain.py__convert_multigraph,1.0,0,0,[],[]
/algorithms/community/louvain.py__gen_graph,1.0,0,0,[],[]
/algorithms/community/louvain.py__neighbor_weights,1.0,0,0,[],[]
/algorithms/community/louvain.py__one_level,1.0,0,0,[],[]
/algorithms/community/louvain.py_louvain_communities,1.0,0,0,[],[]
/algorithms/community/louvain.py_louvain_partitions,1.0,0,0,[],[]
/algorithms/community/lukes.py__a_parent_of_leaves_only,1.0,0,0,[],[]
/algorithms/community/lukes.py__leaves,1.0,0,0,[],[]
/algorithms/community/lukes.py__pivot,1.0,0,0,[],[]
/algorithms/community/lukes.py__split_n_from,1.0,0,0,[],[]
/algorithms/community/lukes.py__value_of_cluster,1.0,0,0,[],[]
/algorithms/community/lukes.py__value_of_partition,1.0,0,0,[],[]
/algorithms/community/lukes.py__weight_of_cluster,1.0,0,0,[],[]
/algorithms/community/lukes.py_lukes_partitioning,1.0,0,0,[],[]
/algorithms/community/modularity_max.py_greedy_modularity_communities,1.0,0,0,[],[]
/algorithms/community/modularity_max.py_naive_greedy_modularity_communities,1.0,0,0,[],[]
/algorithms/community/quality.py___init__,1.0,0,0,[],[]
/algorithms/community/quality.py__require_partition,1.0,0,0,[],[]
/algorithms/community/quality.py_community_contribution,1.0,0,0,[],[]
/algorithms/community/quality.py_inter_community_edges,1.0,0,0,[],[]
/algorithms/community/quality.py_inter_community_non_edges,1.0,0,0,[],[]
/algorithms/community/quality.py_intra_community_edges,1.0,0,0,[],[]
/algorithms/community/quality.py_modularity,1.0,0,0,[],[]
/algorithms/community/quality.py_partition_quality,1.0,0,0,[],[]
/algorithms/community/tests/test_asyn_fluid.py_test_exceptions,1.0,0,0,[],[]
/algorithms/community/tests/test_asyn_fluid.py_test_five_clique_ring,1.0,0,0,[],[]
/algorithms/community/tests/test_asyn_fluid.py_test_raises_on_directed_and_multigraphs,1.0,0,0,[],[]
/algorithms/community/tests/test_asyn_fluid.py_test_single_node,1.0,0,0,[],[]
/algorithms/community/tests/test_asyn_fluid.py_test_two_clique_communities,1.0,0,0,[],[]
/algorithms/community/tests/test_asyn_fluid.py_test_two_nodes,1.0,0,0,[],[]
/algorithms/community/tests/test_centrality.py_heaviest,1.0,0,0,[],[]
/algorithms/community/tests/test_centrality.py_set_of_sets,1.0,0,0,[],[]
/algorithms/community/tests/test_centrality.py_test_directed,1.0,0,0,[],[]
/algorithms/community/tests/test_centrality.py_test_most_valuable_edge,1.0,0,0,[],[]
/algorithms/community/tests/test_centrality.py_test_no_edges,1.0,0,0,[],[]
/algorithms/community/tests/test_centrality.py_test_selfloops,1.0,0,0,[],[]
/algorithms/community/tests/test_centrality.py_test_undirected,1.0,0,0,[],[]
/algorithms/community/tests/test_centrality.py_validate_communities,1.0,0,0,[],[]
/algorithms/community/tests/test_centrality.py_validate_possible_communities,1.0,0,0,[],[]
/algorithms/community/tests/test_divisive.py_test_edge_betweenness_partition,1.0,0,0,[],[]
/algorithms/community/tests/test_divisive.py_test_edge_current_flow_betweenness_partition,1.0,0,0,[],[]
/algorithms/community/tests/test_kclique.py__check_communities,1.0,0,0,[],[]
/algorithms/community/tests/test_kclique.py_setup_method,1.0,0,0,[],[]
/algorithms/community/tests/test_kclique.py_test_bad_k,1.0,0,0,[],[]
/algorithms/community/tests/test_kclique.py_test_isolated_K5,1.0,0,0,[],[]
/algorithms/community/tests/test_kclique.py_test_k2,1.0,0,0,[],[]
/algorithms/community/tests/test_kclique.py_test_k3,1.0,0,0,[],[]
/algorithms/community/tests/test_kclique.py_test_k4,1.0,0,0,[],[]
/algorithms/community/tests/test_kclique.py_test_k5,1.0,0,0,[],[]
/algorithms/community/tests/test_kclique.py_test_k6,1.0,0,0,[],[]
/algorithms/community/tests/test_kclique.py_test_overlapping_K5,1.0,0,0,[],[]
/algorithms/community/tests/test_kernighan_lin.py_assert_partition_equal,1.0,0,0,[],[]
/algorithms/community/tests/test_kernighan_lin.py_test_max_iter_argument,1.0,0,0,[],[]
/algorithms/community/tests/test_kernighan_lin.py_test_multigraph,1.0,0,0,[],[]
/algorithms/community/tests/test_kernighan_lin.py_test_non_disjoint_partition,1.0,0,0,[],[]
/algorithms/community/tests/test_kernighan_lin.py_test_partition,1.0,0,0,[],[]
/algorithms/community/tests/test_kernighan_lin.py_test_partition_argument,1.0,0,0,[],[]
/algorithms/community/tests/test_kernighan_lin.py_test_partition_argument_non_integer_nodes,1.0,0,0,[],[]
/algorithms/community/tests/test_kernighan_lin.py_test_seed_argument,1.0,0,0,[],[]
/algorithms/community/tests/test_kernighan_lin.py_test_too_many_blocks,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py__check_communities,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_bipartite_graph,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_complete_graph,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_connected_communities,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_directed_not_supported,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_disjoin_cliques,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_empty_graph,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_graph_type,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_iterator_vs_iterable,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_larger_graph,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_null_graph,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_one_node,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_random_graph,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_ring_of_cliques,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_seed_argument,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_several_communities,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_simple_communities,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_single_node,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_star_graph,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_termination,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_unconnected_communities,1.0,0,0,[],[]
/algorithms/community/tests/test_label_propagation.py_test_weight_argument,1.0,0,0,[],[]
/algorithms/community/tests/test_louvain.py_test_directed_partition,1.0,0,0,[],[]
/algorithms/community/tests/test_louvain.py_test_directed_selfloops,1.0,0,0,[],[]
/algorithms/community/tests/test_louvain.py_test_empty_graph,1.0,0,0,[],[]
/algorithms/community/tests/test_louvain.py_test_karate_club_partition,1.0,0,0,[],[]
/algorithms/community/tests/test_louvain.py_test_max_level,1.0,0,0,[],[]
/algorithms/community/tests/test_louvain.py_test_modularity_increase,1.0,0,0,[],[]
/algorithms/community/tests/test_louvain.py_test_multigraph,1.0,0,0,[],[]
/algorithms/community/tests/test_louvain.py_test_none_weight_param,1.0,0,0,[],[]
/algorithms/community/tests/test_louvain.py_test_partition_iterator,1.0,0,0,[],[]
/algorithms/community/tests/test_louvain.py_test_quality,1.0,0,0,[],[]
/algorithms/community/tests/test_louvain.py_test_resolution,1.0,0,0,[],[]
/algorithms/community/tests/test_louvain.py_test_threshold,1.0,0,0,[],[]
/algorithms/community/tests/test_louvain.py_test_undirected_selfloops,1.0,0,0,[],[]
/algorithms/community/tests/test_louvain.py_test_valid_partition,1.0,0,0,[],[]
/algorithms/community/tests/test_lukes.py_paper_1_case,1.0,0,0,[],[]
/algorithms/community/tests/test_lukes.py_paper_2_case,1.0,0,0,[],[]
/algorithms/community/tests/test_lukes.py_test_mandatory_integrality,1.0,0,0,[],[]
/algorithms/community/tests/test_lukes.py_test_mandatory_tree,1.0,0,0,[],[]
/algorithms/community/tests/test_lukes.py_test_paper_1_case,1.0,0,0,[],[]
/algorithms/community/tests/test_lukes.py_test_paper_2_case,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_best_n,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_cutoff_parameter,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_greed_modularity_communities_multidigraph,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_greed_modularity_communities_multidigraph_weighted,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_greedy_modularity_communities_components,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_greedy_modularity_communities_corner_cases,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_greedy_modularity_communities_directed,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_greedy_modularity_communities_multigraph,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_greedy_modularity_communities_multigraph_weighted,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_greedy_modularity_communities_relabeled,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_modularity_communities,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_modularity_communities_categorical_labels,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_modularity_communities_directed_weighted,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_modularity_communities_floating_point,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_modularity_communities_weighted,1.0,0,0,[],[]
/algorithms/community/tests/test_modularity_max.py_test_resolution_parameter_impact,1.0,0,0,[],[]
/algorithms/community/tests/test_quality.py_test_bad_partition,1.0,0,0,[],[]
/algorithms/community/tests/test_quality.py_test_good_partition,1.0,0,0,[],[]
/algorithms/community/tests/test_quality.py_test_inter_community_edges_with_digraphs,1.0,0,0,[],[]
/algorithms/community/tests/test_quality.py_test_modularity,1.0,0,0,[],[]
/algorithms/community/tests/test_quality.py_test_modularity_resolution,1.0,0,0,[],[]
/algorithms/community/tests/test_utils.py_test_is_partition,1.0,0,0,[],[]
/algorithms/community/tests/test_utils.py_test_not_covering,1.0,0,0,[],[]
/algorithms/community/tests/test_utils.py_test_not_disjoint,1.0,0,0,[],[]
/algorithms/community/tests/test_utils.py_test_not_node,1.0,0,0,[],[]
/algorithms/components/attracting.py_attracting_components,1.0,0,0,[],[]
/algorithms/components/attracting.py_is_attracting_component,1.0,0,0,[],[]
/algorithms/components/attracting.py_number_attracting_components,1.0,0,0,[],[]
/algorithms/components/biconnected.py__biconnected_dfs,1.0,0,0,[],[]
/algorithms/components/biconnected.py_articulation_points,1.0,0,0,[],[]
/algorithms/components/biconnected.py_biconnected_component_edges,1.0,0,0,[],[]
/algorithms/components/biconnected.py_biconnected_components,1.0,0,0,[],[]
/algorithms/components/biconnected.py_is_biconnected,1.0,0,0,[],[]
/algorithms/components/connected.py__plain_bfs,1.0,0,0,[],[]
/algorithms/components/connected.py_connected_components,1.0,0,0,[],[]
/algorithms/components/connected.py_is_connected,1.0,0,0,[],[]
/algorithms/components/connected.py_node_connected_component,1.0,0,0,[],[]
/algorithms/components/connected.py_number_connected_components,1.0,0,0,[],[]
/algorithms/components/semiconnected.py_is_semiconnected,1.0,0,0,[],[]
/algorithms/components/strongly_connected.py_condensation,1.0,0,0,[],[]
/algorithms/components/strongly_connected.py_is_strongly_connected,1.0,0,0,[],[]
/algorithms/components/strongly_connected.py_kosaraju_strongly_connected_components,1.0,0,0,[],[]
/algorithms/components/strongly_connected.py_number_strongly_connected_components,1.0,0,0,[],[]
/algorithms/components/strongly_connected.py_strongly_connected_components,1.0,0,0,[],[]
/algorithms/components/strongly_connected.py_strongly_connected_components_recursive,1.0,0,0,[],[]
/algorithms/components/tests/test_attracting.py_setup_class,1.0,0,0,[],[]
/algorithms/components/tests/test_attracting.py_test_attracting_components,1.0,0,0,[],[]
/algorithms/components/tests/test_attracting.py_test_connected_raise,1.0,0,0,[],[]
/algorithms/components/tests/test_attracting.py_test_is_attracting_component,1.0,0,0,[],[]
/algorithms/components/tests/test_attracting.py_test_number_attacting_components,1.0,0,0,[],[]
/algorithms/components/tests/test_biconnected.py_assert_components_edges_equal,1.0,0,0,[],[]
/algorithms/components/tests/test_biconnected.py_assert_components_equal,1.0,0,0,[],[]
/algorithms/components/tests/test_biconnected.py_test_articulation_points_cycle,1.0,0,0,[],[]
/algorithms/components/tests/test_biconnected.py_test_articulation_points_repetitions,1.0,0,0,[],[]
/algorithms/components/tests/test_biconnected.py_test_barbell,1.0,0,0,[],[]
/algorithms/components/tests/test_biconnected.py_test_biconnected_components1,1.0,0,0,[],[]
/algorithms/components/tests/test_biconnected.py_test_biconnected_components2,1.0,0,0,[],[]
/algorithms/components/tests/test_biconnected.py_test_biconnected_components_cycle,1.0,0,0,[],[]
/algorithms/components/tests/test_biconnected.py_test_biconnected_davis,1.0,0,0,[],[]
/algorithms/components/tests/test_biconnected.py_test_biconnected_eppstein,1.0,0,0,[],[]
/algorithms/components/tests/test_biconnected.py_test_biconnected_karate,1.0,0,0,[],[]
/algorithms/components/tests/test_biconnected.py_test_connected_raise,1.0,0,0,[],[]
/algorithms/components/tests/test_biconnected.py_test_empty_is_biconnected,1.0,0,0,[],[]
/algorithms/components/tests/test_biconnected.py_test_is_biconnected,1.0,0,0,[],[]
/algorithms/components/tests/test_biconnected.py_test_null_graph,1.0,0,0,[],[]
/algorithms/components/tests/test_connected.py_test_connected_components,1.0,0,0,[],[]
/algorithms/components/tests/test_connected.py_test_connected_components2,1.0,0,0,[],[]
/algorithms/components/tests/test_connected.py_test_connected_mutability,1.0,0,0,[],[]
/algorithms/components/tests/test_connected.py_test_connected_raise,1.0,0,0,[],[]
/algorithms/components/tests/test_connected.py_test_is_connected,1.0,0,0,[],[]
/algorithms/components/tests/test_connected.py_test_node_connected_components,1.0,0,0,[],[]
/algorithms/components/tests/test_connected.py_test_number_connected_components,1.0,0,0,[],[]
/algorithms/components/tests/test_connected.py_test_number_connected_components2,1.0,0,0,[],[]
/algorithms/components/tests/test_semiconnected.py_test_alternating_path,1.0,0,0,[],[]
/algorithms/components/tests/test_semiconnected.py_test_cycle,1.0,0,0,[],[]
/algorithms/components/tests/test_semiconnected.py_test_dumbbell,1.0,0,0,[],[]
/algorithms/components/tests/test_semiconnected.py_test_empty,1.0,0,0,[],[]
/algorithms/components/tests/test_semiconnected.py_test_path,1.0,0,0,[],[]
/algorithms/components/tests/test_semiconnected.py_test_single_node_graph,1.0,0,0,[],[]
/algorithms/components/tests/test_semiconnected.py_test_tree,1.0,0,0,[],[]
/algorithms/components/tests/test_semiconnected.py_test_undirected,1.0,0,0,[],[]
/algorithms/components/tests/test_strongly_connected.py_setup_class,1.0,0,0,[],[]
/algorithms/components/tests/test_strongly_connected.py_test_condensation_mapping_and_members,1.0,0,0,[],[]
/algorithms/components/tests/test_strongly_connected.py_test_connected_mutability,1.0,0,0,[],[]
/algorithms/components/tests/test_strongly_connected.py_test_connected_raise,1.0,0,0,[],[]
/algorithms/components/tests/test_strongly_connected.py_test_contract_scc1,1.0,0,0,[],[]
/algorithms/components/tests/test_strongly_connected.py_test_contract_scc_edge,1.0,0,0,[],[]
/algorithms/components/tests/test_strongly_connected.py_test_contract_scc_isolate,1.0,0,0,[],[]
/algorithms/components/tests/test_strongly_connected.py_test_is_strongly_connected,1.0,0,0,[],[]
/algorithms/components/tests/test_strongly_connected.py_test_kosaraju,1.0,0,0,[],[]
/algorithms/components/tests/test_strongly_connected.py_test_null_graph,1.0,0,0,[],[]
/algorithms/components/tests/test_strongly_connected.py_test_number_strongly_connected_components,1.0,0,0,[],[]
/algorithms/components/tests/test_strongly_connected.py_test_tarjan,1.0,0,0,[],[]
/algorithms/components/tests/test_strongly_connected.py_test_tarjan_recursive,1.0,0,0,[],[]
/algorithms/components/tests/test_weakly_connected.py_setup_class,1.0,0,0,[],[]
/algorithms/components/tests/test_weakly_connected.py_test_connected_mutability,1.0,0,0,[],[]
/algorithms/components/tests/test_weakly_connected.py_test_connected_raise,1.0,0,0,[],[]
/algorithms/components/tests/test_weakly_connected.py_test_is_weakly_connected,1.0,0,0,[],[]
/algorithms/components/tests/test_weakly_connected.py_test_is_weakly_connected_empty_graph_raises,1.0,0,0,[],[]
/algorithms/components/tests/test_weakly_connected.py_test_null_graph,1.0,0,0,[],[]
/algorithms/components/tests/test_weakly_connected.py_test_number_weakly_connected_components,1.0,0,0,[],[]
/algorithms/components/tests/test_weakly_connected.py_test_weakly_connected_components,1.0,0,0,[],[]
/algorithms/components/weakly_connected.py__plain_bfs,1.0,0,0,[],[]
/algorithms/components/weakly_connected.py_is_weakly_connected,1.0,0,0,[],[]
/algorithms/components/weakly_connected.py_number_weakly_connected_components,1.0,0,0,[],[]
/algorithms/components/weakly_connected.py_weakly_connected_components,1.0,0,0,[],[]
/algorithms/connectivity/connectivity.py_all_pairs_node_connectivity,1.0,0,0,[],[]
/algorithms/connectivity/connectivity.py_average_node_connectivity,1.0,0,0,[],[]
/algorithms/connectivity/connectivity.py_local_edge_connectivity,1.0,0,0,[],[]
/algorithms/connectivity/connectivity.py_local_node_connectivity,1.0,0,0,[],[]
/algorithms/connectivity/connectivity.py_neighbors,1.0,0,0,[],[]
/algorithms/connectivity/connectivity.py_node_connectivity,1.0,0,0,[],[]
