,index,function_np,total_np_calls,num_sklearn_funs_used_by,used_by_sklearn,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
378,727,ndarray.argpartition,,,,argpartition,numpy.ndarray.argpartition,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argpartition.html,,,,False
379,728,ma.argsort,,,,argsort,numpy.ma.argsort,https://numpy.org/doc/stable/reference/generated/numpy.ma.argsort.html,arkouda.sorting.argsort,sorting.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.argsort,True
380,729,ma.argsort,,,,argsort,numpy.ma.argsort,https://numpy.org/doc/stable/reference/generated/numpy.ma.argsort.html,arkouda.array_api._sorting_functions.argsort,array_api._sorting_functions.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.argsort,True
381,730,ma.MaskedArray.argsort,,,,argsort,numpy.ma.MaskedArray.argsort,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.argsort.html,arkouda.sorting.argsort,sorting.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.argsort,True
382,731,ma.MaskedArray.argsort,,,,argsort,numpy.ma.MaskedArray.argsort,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.argsort.html,arkouda.array_api._sorting_functions.argsort,array_api._sorting_functions.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.argsort,True
383,732,matrix.argsort,,,,argsort,numpy.matrix.argsort,https://numpy.org/doc/stable/reference/generated/numpy.matrix.argsort.html,arkouda.sorting.argsort,sorting.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.argsort,True
384,733,matrix.argsort,,,,argsort,numpy.matrix.argsort,https://numpy.org/doc/stable/reference/generated/numpy.matrix.argsort.html,arkouda.array_api._sorting_functions.argsort,array_api._sorting_functions.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.argsort,True
385,734,ndarray.argsort,,,,argsort,numpy.ndarray.argsort,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argsort.html,arkouda.sorting.argsort,sorting.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.argsort,True
386,735,ndarray.argsort,,,,argsort,numpy.ndarray.argsort,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argsort.html,arkouda.array_api._sorting_functions.argsort,array_api._sorting_functions.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.argsort,True
387,736,argwhere,,,,argwhere,numpy.argwhere,https://numpy.org/doc/stable/reference/generated/numpy.argwhere.html,,,,False
388,737,ma.around,,,,around,numpy.ma.around,https://numpy.org/doc/stable/reference/generated/numpy.ma.around.html,,,,False
389,738,char.array,,,,array,numpy.char.array,https://numpy.org/doc/stable/reference/generated/numpy.char.array.html,arkouda.pdarraycreation.array,pdarraycreation.array,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.array,True
390,739,core.defchararray.array,,,,array,numpy.core.defchararray.array,https://numpy.org/doc/stable/reference/generated/numpy.core.defchararray.array.html,arkouda.pdarraycreation.array,pdarraycreation.array,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.array,True
391,740,core.records.array,,,,array,numpy.core.records.array,https://numpy.org/doc/stable/reference/generated/numpy.core.records.array.html,arkouda.pdarraycreation.array,pdarraycreation.array,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.array,True
392,741,array_repr,,,,array_repr,numpy.array_repr,https://numpy.org/doc/stable/reference/generated/numpy.array_repr.html,,,,False
393,742,array_str,,,,array_str,numpy.array_str,https://numpy.org/doc/stable/reference/generated/numpy.array_str.html,,,,False
394,743,array2string,,,,array2string,numpy.array2string,https://numpy.org/doc/stable/reference/generated/numpy.array2string.html,,,,False
395,744,ma.asanyarray,,,,asanyarray,numpy.ma.asanyarray,https://numpy.org/doc/stable/reference/generated/numpy.ma.asanyarray.html,,,,False
396,745,char.asarray,,,,asarray,numpy.char.asarray,https://numpy.org/doc/stable/reference/generated/numpy.char.asarray.html,arkouda.array_api._creation_functions.asarray,array_api._creation_functions.asarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.asarray,True
397,746,core.defchararray.asarray,,,,asarray,numpy.core.defchararray.asarray,https://numpy.org/doc/stable/reference/generated/numpy.core.defchararray.asarray.html,arkouda.array_api._creation_functions.asarray,array_api._creation_functions.asarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.asarray,True
398,747,ma.asarray,,,,asarray,numpy.ma.asarray,https://numpy.org/doc/stable/reference/generated/numpy.ma.asarray.html,arkouda.array_api._creation_functions.asarray,array_api._creation_functions.asarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.asarray,True
399,748,asarray_chkfinite,,,,asarray_chkfinite,numpy.asarray_chkfinite,https://numpy.org/doc/stable/reference/generated/numpy.asarray_chkfinite.html,,,,False
400,749,asfarray,,,,asfarray,numpy.asfarray,https://numpy.org/doc/stable/reference/generated/numpy.asfarray.html,,,,False
401,750,asmatrix,,,,asmatrix,numpy.asmatrix,https://numpy.org/doc/stable/reference/generated/numpy.asmatrix.html,,,,False
402,751,ma.atleast_1d,,,,atleast_1d,numpy.ma.atleast_1d,https://numpy.org/doc/stable/reference/generated/numpy.ma.atleast_1d.html,,,,False
403,752,ma.atleast_2d,,,,atleast_2d,numpy.ma.atleast_2d,https://numpy.org/doc/stable/reference/generated/numpy.ma.atleast_2d.html,,,,False
404,753,ma.atleast_3d,,,,atleast_3d,numpy.ma.atleast_3d,https://numpy.org/doc/stable/reference/generated/numpy.ma.atleast_3d.html,,,,False
405,754,bartlett,,,,bartlett,numpy.bartlett,https://numpy.org/doc/stable/reference/generated/numpy.bartlett.html,,,,False
406,755,base_repr,,,,base_repr,numpy.base_repr,https://numpy.org/doc/stable/reference/generated/numpy.base_repr.html,,,,False
407,756,binary_repr,,,,binary_repr,numpy.binary_repr,https://numpy.org/doc/stable/reference/generated/numpy.binary_repr.html,,,,False
408,757,bitwise_and,,,,bitwise_and,numpy.bitwise_and,https://numpy.org/doc/stable/reference/generated/numpy.bitwise_and.html,arkouda.array_api._elementwise_functions.bitwise_and,array_api._elementwise_functions.bitwise_and,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.bitwise_and,True
409,758,bitwise_or,,,,bitwise_or,numpy.bitwise_or,https://numpy.org/doc/stable/reference/generated/numpy.bitwise_or.html,arkouda.array_api._elementwise_functions.bitwise_or,array_api._elementwise_functions.bitwise_or,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.bitwise_or,True
410,759,bitwise_xor,,,,bitwise_xor,numpy.bitwise_xor,https://numpy.org/doc/stable/reference/generated/numpy.bitwise_xor.html,arkouda.array_api._elementwise_functions.bitwise_xor,array_api._elementwise_functions.bitwise_xor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.bitwise_xor,True
411,760,blackman,,,,blackman,numpy.blackman,https://numpy.org/doc/stable/reference/generated/numpy.blackman.html,,,,False
412,761,block,,,,block,numpy.block,https://numpy.org/doc/stable/reference/generated/numpy.block.html,,,,False
413,762,bmat,,,,bmat,numpy.bmat,https://numpy.org/doc/stable/reference/generated/numpy.bmat.html,,,,False
414,763,broadcast,,,,broadcast,numpy.broadcast,https://numpy.org/doc/stable/reference/generated/numpy.broadcast.html,arkouda.groupbyclass.broadcast,groupbyclass.broadcast,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.broadcast,True
415,764,broadcast_arrays,,,,broadcast_arrays,numpy.broadcast_arrays,https://numpy.org/doc/stable/reference/generated/numpy.broadcast_arrays.html,arkouda.array_api._manipulation_functions.broadcast_arrays,array_api._manipulation_functions.broadcast_arrays,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.broadcast_arrays,True
416,765,broadcast_shapes,,,,broadcast_shapes,numpy.broadcast_shapes,https://numpy.org/doc/stable/reference/generated/numpy.broadcast_shapes.html,,,,False
417,766,broadcast_to,,,,broadcast_to,numpy.broadcast_to,https://numpy.org/doc/stable/reference/generated/numpy.broadcast_to.html,arkouda.array_api._manipulation_functions.broadcast_to,array_api._manipulation_functions.broadcast_to,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.broadcast_to,True
418,767,busday_count,,,,busday_count,numpy.busday_count,https://numpy.org/doc/stable/reference/generated/numpy.busday_count.html,,,,False
419,768,busday_offset,,,,busday_offset,numpy.busday_offset,https://numpy.org/doc/stable/reference/generated/numpy.busday_offset.html,,,,False
420,769,busdaycalendar,,,,busdaycalendar,numpy.busdaycalendar,https://numpy.org/doc/stable/reference/generated/numpy.busdaycalendar.html,,,,False
421,770,byte,,,,byte,numpy.byte,https://numpy.org/doc/stable/reference/generated/numpy.byte.html,,,,False
422,771,byte_bounds,,,,byte_bounds,numpy.byte_bounds,https://numpy.org/doc/stable/reference/generated/numpy.byte_bounds.html,,,,False
423,772,cbrt,,,,cbrt,numpy.cbrt,https://numpy.org/doc/stable/reference/generated/numpy.cbrt.html,,,,False
424,773,cdouble,,,,cdouble,numpy.cdouble,https://numpy.org/doc/stable/reference/generated/numpy.cdouble.html,,,,False
425,774,cfloat,,,,cfloat,numpy.cfloat,https://numpy.org/doc/stable/reference/generated/numpy.cfloat.html,,,,False
426,775,char.capitalize,,,,capitalize,numpy.char.capitalize,https://numpy.org/doc/stable/reference/generated/numpy.char.capitalize.html,,,,False
427,776,char.center,,,,center,numpy.char.center,https://numpy.org/doc/stable/reference/generated/numpy.char.center.html,,,,False
428,777,char.chararray,,,,chararray,numpy.char.chararray,https://numpy.org/doc/stable/reference/generated/numpy.char.chararray.html,,,,False
429,778,char.compare_chararrays,,,,compare_chararrays,numpy.char.compare_chararrays,https://numpy.org/doc/stable/reference/generated/numpy.char.compare_chararrays.html,,,,False
430,779,char.count,,,,count,numpy.char.count,https://numpy.org/doc/stable/reference/generated/numpy.char.count.html,arkouda.groupbyclass.GroupBy.count,groupbyclass.GroupBy.count,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.GroupBy.count,True
431,780,ma.count,,,,count,numpy.ma.count,https://numpy.org/doc/stable/reference/generated/numpy.ma.count.html,arkouda.groupbyclass.GroupBy.count,groupbyclass.GroupBy.count,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.GroupBy.count,True
432,781,ma.MaskedArray.count,,,,count,numpy.ma.MaskedArray.count,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.count.html,arkouda.groupbyclass.GroupBy.count,groupbyclass.GroupBy.count,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.GroupBy.count,True
433,782,char.decode,,,,decode,numpy.char.decode,https://numpy.org/doc/stable/reference/generated/numpy.char.decode.html,,,,False
434,783,char.encode,,,,encode,numpy.char.encode,https://numpy.org/doc/stable/reference/generated/numpy.char.encode.html,,,,False
435,784,char.endswith,,,,endswith,numpy.char.endswith,https://numpy.org/doc/stable/reference/generated/numpy.char.endswith.html,arkouda.categorical.Categorical.endswith,categorical.Categorical.endswith,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.categorical.Categorical.endswith,True
436,785,char.endswith,,,,endswith,numpy.char.endswith,https://numpy.org/doc/stable/reference/generated/numpy.char.endswith.html,arkouda.strings.Strings.endswith,strings.Strings.endswith,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.endswith,True
437,786,char.equal,,,,equal,numpy.char.equal,https://numpy.org/doc/stable/reference/generated/numpy.char.equal.html,arkouda.array_api._elementwise_functions.equal,array_api._elementwise_functions.equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.equal,True
438,787,char.expandtabs,,,,expandtabs,numpy.char.expandtabs,https://numpy.org/doc/stable/reference/generated/numpy.char.expandtabs.html,,,,False
439,788,char.find,,,,find,numpy.char.find,https://numpy.org/doc/stable/reference/generated/numpy.char.find.html,arkouda.alignment.find,alignment.find,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.alignment.find,True
440,789,char.greater,,,,greater,numpy.char.greater,https://numpy.org/doc/stable/reference/generated/numpy.char.greater.html,arkouda.array_api._elementwise_functions.greater,array_api._elementwise_functions.greater,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.greater,True
441,790,char.greater_equal,,,,greater_equal,numpy.char.greater_equal,https://numpy.org/doc/stable/reference/generated/numpy.char.greater_equal.html,arkouda.array_api._elementwise_functions.greater_equal,array_api._elementwise_functions.greater_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.greater_equal,True
442,791,char.index,,,,index,numpy.char.index,https://numpy.org/doc/stable/reference/generated/numpy.char.index.html,arkouda.index,index,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.index,True
443,792,char.isalnum,,,,isalnum,numpy.char.isalnum,https://numpy.org/doc/stable/reference/generated/numpy.char.isalnum.html,arkouda.strings.Strings.isalnum,strings.Strings.isalnum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.isalnum,True
444,793,char.isalpha,,,,isalpha,numpy.char.isalpha,https://numpy.org/doc/stable/reference/generated/numpy.char.isalpha.html,,,,False
445,794,char.isdecimal,,,,isdecimal,numpy.char.isdecimal,https://numpy.org/doc/stable/reference/generated/numpy.char.isdecimal.html,,,,False
446,795,char.isdigit,,,,isdigit,numpy.char.isdigit,https://numpy.org/doc/stable/reference/generated/numpy.char.isdigit.html,,,,False
447,796,char.islower,,,,islower,numpy.char.islower,https://numpy.org/doc/stable/reference/generated/numpy.char.islower.html,arkouda.strings.Strings.islower,strings.Strings.islower,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.islower,True
448,797,char.isnumeric,,,,isnumeric,numpy.char.isnumeric,https://numpy.org/doc/stable/reference/generated/numpy.char.isnumeric.html,,,,False
449,798,char.isspace,,,,isspace,numpy.char.isspace,https://numpy.org/doc/stable/reference/generated/numpy.char.isspace.html,,,,False
450,799,char.istitle,,,,istitle,numpy.char.istitle,https://numpy.org/doc/stable/reference/generated/numpy.char.istitle.html,arkouda.strings.Strings.istitle,strings.Strings.istitle,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.istitle,True
451,800,char.isupper,,,,isupper,numpy.char.isupper,https://numpy.org/doc/stable/reference/generated/numpy.char.isupper.html,arkouda.strings.Strings.isupper,strings.Strings.isupper,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.isupper,True
452,801,char.join,,,,join,numpy.char.join,https://numpy.org/doc/stable/reference/generated/numpy.char.join.html,arkouda.join,join,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.join,True
453,802,char.less,,,,less,numpy.char.less,https://numpy.org/doc/stable/reference/generated/numpy.char.less.html,arkouda.array_api._elementwise_functions.less,array_api._elementwise_functions.less,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.less,True
454,803,char.less_equal,,,,less_equal,numpy.char.less_equal,https://numpy.org/doc/stable/reference/generated/numpy.char.less_equal.html,arkouda.array_api._elementwise_functions.less_equal,array_api._elementwise_functions.less_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.less_equal,True
455,804,char.ljust,,,,ljust,numpy.char.ljust,https://numpy.org/doc/stable/reference/generated/numpy.char.ljust.html,,,,False
456,805,char.lower,,,,lower,numpy.char.lower,https://numpy.org/doc/stable/reference/generated/numpy.char.lower.html,arkouda.strings.Strings.lower,strings.Strings.lower,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.lower,True
457,806,char.lstrip,,,,lstrip,numpy.char.lstrip,https://numpy.org/doc/stable/reference/generated/numpy.char.lstrip.html,,,,False
458,807,char.mod,,,,mod,numpy.char.mod,https://numpy.org/doc/stable/reference/generated/numpy.char.mod.html,arkouda.pdarrayclass.mod,pdarrayclass.mod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.mod,True
459,808,char.multiply,,,,multiply,numpy.char.multiply,https://numpy.org/doc/stable/reference/generated/numpy.char.multiply.html,arkouda.array_api._elementwise_functions.multiply,array_api._elementwise_functions.multiply,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.multiply,True
460,809,char.not_equal,,,,not_equal,numpy.char.not_equal,https://numpy.org/doc/stable/reference/generated/numpy.char.not_equal.html,arkouda.array_api._elementwise_functions.not_equal,array_api._elementwise_functions.not_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.not_equal,True
461,810,char.partition,,,,partition,numpy.char.partition,https://numpy.org/doc/stable/reference/generated/numpy.char.partition.html,,,,False
462,811,matrix.partition,,,,partition,numpy.matrix.partition,https://numpy.org/doc/stable/reference/generated/numpy.matrix.partition.html,,,,False
463,812,ndarray.partition,,,,partition,numpy.ndarray.partition,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.partition.html,,,,False
464,813,partition,,,,partition,numpy.partition,https://numpy.org/doc/stable/reference/generated/numpy.partition.html,,,,False
465,814,char.replace,,,,replace,numpy.char.replace,https://numpy.org/doc/stable/reference/generated/numpy.char.replace.html,,,,False
466,815,char.rfind,,,,rfind,numpy.char.rfind,https://numpy.org/doc/stable/reference/generated/numpy.char.rfind.html,,,,False
467,816,char.rindex,,,,rindex,numpy.char.rindex,https://numpy.org/doc/stable/reference/generated/numpy.char.rindex.html,,,,False
468,817,char.rjust,,,,rjust,numpy.char.rjust,https://numpy.org/doc/stable/reference/generated/numpy.char.rjust.html,,,,False
469,818,char.rpartition,,,,rpartition,numpy.char.rpartition,https://numpy.org/doc/stable/reference/generated/numpy.char.rpartition.html,,,,False
470,819,char.rsplit,,,,rsplit,numpy.char.rsplit,https://numpy.org/doc/stable/reference/generated/numpy.char.rsplit.html,,,,False
471,820,char.rstrip,,,,rstrip,numpy.char.rstrip,https://numpy.org/doc/stable/reference/generated/numpy.char.rstrip.html,,,,False
472,821,char.split,,,,split,numpy.char.split,https://numpy.org/doc/stable/reference/generated/numpy.char.split.html,,,,False
473,822,char.splitlines,,,,splitlines,numpy.char.splitlines,https://numpy.org/doc/stable/reference/generated/numpy.char.splitlines.html,,,,False
474,823,char.startswith,,,,startswith,numpy.char.startswith,https://numpy.org/doc/stable/reference/generated/numpy.char.startswith.html,arkouda.categorical.Categorical.startswith,categorical.Categorical.startswith,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.categorical.Categorical.startswith,True
475,824,char.startswith,,,,startswith,numpy.char.startswith,https://numpy.org/doc/stable/reference/generated/numpy.char.startswith.html,arkouda.strings.Strings.startswith,strings.Strings.startswith,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.startswith,True
476,825,char.str_len,,,,str_len,numpy.char.str_len,https://numpy.org/doc/stable/reference/generated/numpy.char.str_len.html,,,,False
477,826,char.strip,,,,strip,numpy.char.strip,https://numpy.org/doc/stable/reference/generated/numpy.char.strip.html,,,,False
478,827,char.swapcase,,,,swapcase,numpy.char.swapcase,https://numpy.org/doc/stable/reference/generated/numpy.char.swapcase.html,,,,False
479,828,char.title,,,,title,numpy.char.title,https://numpy.org/doc/stable/reference/generated/numpy.char.title.html,,,,False
480,829,char.translate,,,,translate,numpy.char.translate,https://numpy.org/doc/stable/reference/generated/numpy.char.translate.html,,,,False
481,830,char.upper,,,,upper,numpy.char.upper,https://numpy.org/doc/stable/reference/generated/numpy.char.upper.html,arkouda.strings.Strings.upper,strings.Strings.upper,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.upper,True
482,831,char.zfill,,,,zfill,numpy.char.zfill,https://numpy.org/doc/stable/reference/generated/numpy.char.zfill.html,,,,False
483,832,choose,,,,choose,numpy.choose,https://numpy.org/doc/stable/reference/generated/numpy.choose.html,,,,False
484,833,ma.choose,,,,choose,numpy.ma.choose,https://numpy.org/doc/stable/reference/generated/numpy.ma.choose.html,,,,False
485,834,matrix.choose,,,,choose,numpy.matrix.choose,https://numpy.org/doc/stable/reference/generated/numpy.matrix.choose.html,,,,False
486,835,ndarray.choose,,,,choose,numpy.ndarray.choose,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.choose.html,,,,False
487,836,ma.clip,,,,clip,numpy.ma.clip,https://numpy.org/doc/stable/reference/generated/numpy.ma.clip.html,,,,False
488,837,ma.MaskedArray.clip,,,,clip,numpy.ma.MaskedArray.clip,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.clip.html,,,,False
489,838,matrix.clip,,,,clip,numpy.matrix.clip,https://numpy.org/doc/stable/reference/generated/numpy.matrix.clip.html,,,,False
490,839,ndarray.clip,,,,clip,numpy.ndarray.clip,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.clip.html,,,,False
491,840,clongdouble,,,,clongdouble,numpy.clongdouble,https://numpy.org/doc/stable/reference/generated/numpy.clongdouble.html,,,,False
492,841,clongfloat,,,,clongfloat,numpy.clongfloat,https://numpy.org/doc/stable/reference/generated/numpy.clongfloat.html,,,,False
493,842,ma.column_stack,,,,column_stack,numpy.ma.column_stack,https://numpy.org/doc/stable/reference/generated/numpy.ma.column_stack.html,,,,False
494,843,common_type,,,,common_type,numpy.common_type,https://numpy.org/doc/stable/reference/generated/numpy.common_type.html,,,,False
495,844,complex_,,,,complex_,numpy.complex_,https://numpy.org/doc/stable/reference/generated/numpy.complex_.html,,,,False
496,845,complex128,,,,complex128,numpy.complex128,https://numpy.org/doc/stable/reference/generated/numpy.complex128.html,arkouda.dtypes.complex128,dtypes.complex128,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.complex128,True
497,846,complex192,,,,complex192,numpy.complex192,https://numpy.org/doc/stable/reference/generated/numpy.complex192.html,,,,False
498,847,complex256,,,,complex256,numpy.complex256,https://numpy.org/doc/stable/reference/generated/numpy.complex256.html,,,,False
499,848,complex64,,,,complex64,numpy.complex64,https://numpy.org/doc/stable/reference/generated/numpy.complex64.html,arkouda.dtypes.complex64,dtypes.complex64,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.complex64,True
500,849,complexfloating,,,,complexfloating,numpy.complexfloating,https://numpy.org/doc/stable/reference/generated/numpy.complexfloating.html,,,,False
501,850,matrix.compress,,,,compress,numpy.matrix.compress,https://numpy.org/doc/stable/reference/generated/numpy.matrix.compress.html,,,,False
502,851,ndarray.compress,,,,compress,numpy.ndarray.compress,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.compress.html,,,,False
503,852,ma.concatenate,,,,concatenate,numpy.ma.concatenate,https://numpy.org/doc/stable/reference/generated/numpy.ma.concatenate.html,arkouda.util.concatenate,util.concatenate,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.util.concatenate,True
504,853,ma.concatenate,,,,concatenate,numpy.ma.concatenate,https://numpy.org/doc/stable/reference/generated/numpy.ma.concatenate.html,arkouda.pdarraysetops.concatenate,pdarraysetops.concatenate,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.concatenate,True
505,854,conj,,,,conj,numpy.conj,https://numpy.org/doc/stable/reference/generated/numpy.conj.html,arkouda.array_api._elementwise_functions.conj,array_api._elementwise_functions.conj,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.conj,True
506,855,matrix.conj,,,,conj,numpy.matrix.conj,https://numpy.org/doc/stable/reference/generated/numpy.matrix.conj.html,arkouda.array_api._elementwise_functions.conj,array_api._elementwise_functions.conj,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.conj,True
507,856,ndarray.conj,,,,conj,numpy.ndarray.conj,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.conj.html,arkouda.array_api._elementwise_functions.conj,array_api._elementwise_functions.conj,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.conj,True
508,857,ma.conjugate,,,,conjugate,numpy.ma.conjugate,https://numpy.org/doc/stable/reference/generated/numpy.ma.conjugate.html,,,,False
509,858,matrix.conjugate,,,,conjugate,numpy.matrix.conjugate,https://numpy.org/doc/stable/reference/generated/numpy.matrix.conjugate.html,,,,False
510,859,ndarray.conjugate,,,,conjugate,numpy.ndarray.conjugate,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.conjugate.html,,,,False
511,860,convolve,,,,convolve,numpy.convolve,https://numpy.org/doc/stable/reference/generated/numpy.convolve.html,,,,False
512,861,ma.copy,,,,copy,numpy.ma.copy,https://numpy.org/doc/stable/reference/generated/numpy.ma.copy.html,,,,False
513,862,ma.MaskedArray.copy,,,,copy,numpy.ma.MaskedArray.copy,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.copy.html,,,,False
514,863,matrix.copy,,,,copy,numpy.matrix.copy,https://numpy.org/doc/stable/reference/generated/numpy.matrix.copy.html,,,,False
515,864,ndarray.copy,,,,copy,numpy.ndarray.copy,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.copy.html,,,,False
516,865,copysign,,,,copysign,numpy.copysign,https://numpy.org/doc/stable/reference/generated/numpy.copysign.html,,,,False
517,866,core.records.fromarrays,,,,fromarrays,numpy.core.records.fromarrays,https://numpy.org/doc/stable/reference/generated/numpy.core.records.fromarrays.html,,,,False
518,867,core.records.fromfile,,,,fromfile,numpy.core.records.fromfile,https://numpy.org/doc/stable/reference/generated/numpy.core.records.fromfile.html,,,,False
519,868,fromfile,,,,fromfile,numpy.fromfile,https://numpy.org/doc/stable/reference/generated/numpy.fromfile.html,,,,False
520,869,core.records.fromrecords,,,,fromrecords,numpy.core.records.fromrecords,https://numpy.org/doc/stable/reference/generated/numpy.core.records.fromrecords.html,,,,False
521,870,core.records.fromstring,,,,fromstring,numpy.core.records.fromstring,https://numpy.org/doc/stable/reference/generated/numpy.core.records.fromstring.html,,,,False
522,871,fromstring,,,,fromstring,numpy.fromstring,https://numpy.org/doc/stable/reference/generated/numpy.fromstring.html,,,,False
