,index,function_np,total_np_calls,num_sklearn_funs_used_by,used_by_sklearn,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
630,979,format_parser,,,,format_parser,numpy.format_parser,https://numpy.org/doc/stable/reference/generated/numpy.format_parser.html,,,,False
631,980,frexp,,,,frexp,numpy.frexp,https://numpy.org/doc/stable/reference/generated/numpy.frexp.html,,,,False
632,981,from_dlpack,,,,from_dlpack,numpy.from_dlpack,https://numpy.org/doc/stable/reference/generated/numpy.from_dlpack.html,arkouda.array_api._creation_functions.from_dlpack,array_api._creation_functions.from_dlpack,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.from_dlpack,True
633,982,ma.frombuffer,,,,frombuffer,numpy.ma.frombuffer,https://numpy.org/doc/stable/reference/generated/numpy.ma.frombuffer.html,,,,False
634,983,fromfunction,,,,fromfunction,numpy.fromfunction,https://numpy.org/doc/stable/reference/generated/numpy.fromfunction.html,,,,False
635,984,ma.fromfunction,,,,fromfunction,numpy.ma.fromfunction,https://numpy.org/doc/stable/reference/generated/numpy.ma.fromfunction.html,,,,False
636,985,frompyfunc,,,,frompyfunc,numpy.frompyfunc,https://numpy.org/doc/stable/reference/generated/numpy.frompyfunc.html,,,,False
637,986,fromregex,,,,fromregex,numpy.fromregex,https://numpy.org/doc/stable/reference/generated/numpy.fromregex.html,,,,False
638,987,gcd,,,,gcd,numpy.gcd,https://numpy.org/doc/stable/reference/generated/numpy.gcd.html,,,,False
639,988,generic.__array_interface__,,,,__array_interface__,numpy.generic.__array_interface__,https://numpy.org/doc/stable/reference/generated/numpy.generic.__array_interface__.html,,,,False
640,989,generic.__array_priority__,,,,__array_priority__,numpy.generic.__array_priority__,https://numpy.org/doc/stable/reference/generated/numpy.generic.__array_priority__.html,,,,False
641,990,generic.__array_struct__,,,,__array_struct__,numpy.generic.__array_struct__,https://numpy.org/doc/stable/reference/generated/numpy.generic.__array_struct__.html,,,,False
642,991,generic.__array_wrap__,,,,__array_wrap__,numpy.generic.__array_wrap__,https://numpy.org/doc/stable/reference/generated/numpy.generic.__array_wrap__.html,,,,False
643,992,ndarray.__array_wrap__,,,,__array_wrap__,numpy.ndarray.__array_wrap__,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.__array_wrap__.html,,,,False
644,993,generic.base,,,,base,numpy.generic.base,https://numpy.org/doc/stable/reference/generated/numpy.generic.base.html,,,,False
645,994,generic.data,,,,data,numpy.generic.data,https://numpy.org/doc/stable/reference/generated/numpy.generic.data.html,,,,False
646,995,generic.flags,,,,flags,numpy.generic.flags,https://numpy.org/doc/stable/reference/generated/numpy.generic.flags.html,,,,False
647,996,generic.flat,,,,flat,numpy.generic.flat,https://numpy.org/doc/stable/reference/generated/numpy.generic.flat.html,,,,False
648,997,ndarray.flat,,,,flat,numpy.ndarray.flat,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.flat.html,,,,False
649,998,generic.imag,,,,imag,numpy.generic.imag,https://numpy.org/doc/stable/reference/generated/numpy.generic.imag.html,arkouda.array_api._elementwise_functions.imag,array_api._elementwise_functions.imag,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.imag,True
650,999,imag,,,,imag,numpy.imag,https://numpy.org/doc/stable/reference/generated/numpy.imag.html,arkouda.array_api._elementwise_functions.imag,array_api._elementwise_functions.imag,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.imag,True
651,1000,generic.itemsize,,,,itemsize,numpy.generic.itemsize,https://numpy.org/doc/stable/reference/generated/numpy.generic.itemsize.html,,,,False
652,1001,generic.ndim,,,,ndim,numpy.generic.ndim,https://numpy.org/doc/stable/reference/generated/numpy.generic.ndim.html,,,,False
653,1002,ndarray.ndim,,,,ndim,numpy.ndarray.ndim,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.ndim.html,,,,False
654,1003,generic.real,,,,real,numpy.generic.real,https://numpy.org/doc/stable/reference/generated/numpy.generic.real.html,arkouda.array_api._elementwise_functions.real,array_api._elementwise_functions.real,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.real,True
655,1004,generic.shape,,,,shape,numpy.generic.shape,https://numpy.org/doc/stable/reference/generated/numpy.generic.shape.html,,,,False
656,1005,ma.shape,,,,shape,numpy.ma.shape,https://numpy.org/doc/stable/reference/generated/numpy.ma.shape.html,,,,False
657,1006,generic.size,,,,size,numpy.generic.size,https://numpy.org/doc/stable/reference/generated/numpy.generic.size.html,,,,False
658,1007,ma.size,,,,size,numpy.ma.size,https://numpy.org/doc/stable/reference/generated/numpy.ma.size.html,,,,False
659,1008,ndarray.size,,,,size,numpy.ndarray.size,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.size.html,,,,False
660,1009,generic.strides,,,,strides,numpy.generic.strides,https://numpy.org/doc/stable/reference/generated/numpy.generic.strides.html,,,,False
661,1010,generic.T,,,,T,numpy.generic.T,https://numpy.org/doc/stable/reference/generated/numpy.generic.T.html,,,,False
662,1011,ndarray.T,,,,T,numpy.ndarray.T,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.T.html,,,,False
663,1012,genfromtxt,,,,genfromtxt,numpy.genfromtxt,https://numpy.org/doc/stable/reference/generated/numpy.genfromtxt.html,,,,False
664,1013,geomspace,,,,geomspace,numpy.geomspace,https://numpy.org/doc/stable/reference/generated/numpy.geomspace.html,,,,False
665,1014,get_include,,,,get_include,numpy.get_include,https://numpy.org/doc/stable/reference/generated/numpy.get_include.html,,,,False
666,1015,getbufsize,,,,getbufsize,numpy.getbufsize,https://numpy.org/doc/stable/reference/generated/numpy.getbufsize.html,,,,False
667,1016,geterr,,,,geterr,numpy.geterr,https://numpy.org/doc/stable/reference/generated/numpy.geterr.html,,,,False
668,1017,geterrcall,,,,geterrcall,numpy.geterrcall,https://numpy.org/doc/stable/reference/generated/numpy.geterrcall.html,,,,False
669,1018,geterrobj,,,,geterrobj,numpy.geterrobj,https://numpy.org/doc/stable/reference/generated/numpy.geterrobj.html,,,,False
670,1019,gradient,,,,gradient,numpy.gradient,https://numpy.org/doc/stable/reference/generated/numpy.gradient.html,,,,False
671,1020,hamming,,,,hamming,numpy.hamming,https://numpy.org/doc/stable/reference/generated/numpy.hamming.html,,,,False
672,1021,hanning,,,,hanning,numpy.hanning,https://numpy.org/doc/stable/reference/generated/numpy.hanning.html,,,,False
673,1022,heaviside,,,,heaviside,numpy.heaviside,https://numpy.org/doc/stable/reference/generated/numpy.heaviside.html,,,,False
674,1023,histogram,,,,histogram,numpy.histogram,https://numpy.org/doc/stable/reference/generated/numpy.histogram.html,arkouda.numeric.histogram,numeric.histogram,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.histogram,True
675,1024,histogram_bin_edges,,,,histogram_bin_edges,numpy.histogram_bin_edges,https://numpy.org/doc/stable/reference/generated/numpy.histogram_bin_edges.html,,,,False
676,1025,histogramdd,,,,histogramdd,numpy.histogramdd,https://numpy.org/doc/stable/reference/generated/numpy.histogramdd.html,arkouda.numeric.histogramdd,numeric.histogramdd,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.histogramdd,True
677,1026,hsplit,,,,hsplit,numpy.hsplit,https://numpy.org/doc/stable/reference/generated/numpy.hsplit.html,,,,False
678,1027,ma.hsplit,,,,hsplit,numpy.ma.hsplit,https://numpy.org/doc/stable/reference/generated/numpy.ma.hsplit.html,,,,False
679,1028,ma.hstack,,,,hstack,numpy.ma.hstack,https://numpy.org/doc/stable/reference/generated/numpy.ma.hstack.html,,,,False
680,1029,hypot,,,,hypot,numpy.hypot,https://numpy.org/doc/stable/reference/generated/numpy.hypot.html,,,,False
681,1030,i0,,,,i0,numpy.i0,https://numpy.org/doc/stable/reference/generated/numpy.i0.html,,,,False
682,1031,ma.identity,,,,identity,numpy.ma.identity,https://numpy.org/doc/stable/reference/generated/numpy.ma.identity.html,arkouda.util.identity,util.identity,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.util.identity,True
683,1032,matlib.identity,,,,identity,numpy.matlib.identity,https://numpy.org/doc/stable/reference/generated/numpy.matlib.identity.html,arkouda.util.identity,util.identity,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.util.identity,True
684,1033,in1d,,,,in1d,numpy.in1d,https://numpy.org/doc/stable/reference/generated/numpy.in1d.html,arkouda.pdarraysetops.in1d,pdarraysetops.in1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.in1d,True
685,1034,ma.in1d,,,,in1d,numpy.ma.in1d,https://numpy.org/doc/stable/reference/generated/numpy.ma.in1d.html,arkouda.pdarraysetops.in1d,pdarraysetops.in1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.in1d,True
686,1035,ma.indices,,,,indices,numpy.ma.indices,https://numpy.org/doc/stable/reference/generated/numpy.ma.indices.html,,,,False
687,1036,info,,,,info,numpy.info,https://numpy.org/doc/stable/reference/generated/numpy.info.html,,,,False
688,1037,ma.inner,,,,inner,numpy.ma.inner,https://numpy.org/doc/stable/reference/generated/numpy.ma.inner.html,,,,False
689,1038,int_,,,,int_,numpy.int_,https://numpy.org/doc/stable/reference/generated/numpy.int_.html,,,,False
690,1039,ma.intersect1d,,,,intersect1d,numpy.ma.intersect1d,https://numpy.org/doc/stable/reference/generated/numpy.ma.intersect1d.html,arkouda.pdarraysetops.intersect1d,pdarraysetops.intersect1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.intersect1d,True
691,1040,invert,,,,invert,numpy.invert,https://numpy.org/doc/stable/reference/generated/numpy.invert.html,,,,False
692,1041,is_busday,,,,is_busday,numpy.is_busday,https://numpy.org/doc/stable/reference/generated/numpy.is_busday.html,,,,False
693,1042,iscomplex,,,,iscomplex,numpy.iscomplex,https://numpy.org/doc/stable/reference/generated/numpy.iscomplex.html,,,,False
694,1043,iscomplexobj,,,,iscomplexobj,numpy.iscomplexobj,https://numpy.org/doc/stable/reference/generated/numpy.iscomplexobj.html,,,,False
695,1044,ma.isin,,,,isin,numpy.ma.isin,https://numpy.org/doc/stable/reference/generated/numpy.ma.isin.html,,,,False
696,1045,isnat,,,,isnat,numpy.isnat,https://numpy.org/doc/stable/reference/generated/numpy.isnat.html,,,,False
697,1046,isneginf,,,,isneginf,numpy.isneginf,https://numpy.org/doc/stable/reference/generated/numpy.isneginf.html,,,,False
698,1047,isposinf,,,,isposinf,numpy.isposinf,https://numpy.org/doc/stable/reference/generated/numpy.isposinf.html,,,,False
699,1048,isreal,,,,isreal,numpy.isreal,https://numpy.org/doc/stable/reference/generated/numpy.isreal.html,,,,False
700,1049,isrealobj,,,,isrealobj,numpy.isrealobj,https://numpy.org/doc/stable/reference/generated/numpy.isrealobj.html,,,,False
701,1050,issctype,,,,issctype,numpy.issctype,https://numpy.org/doc/stable/reference/generated/numpy.issctype.html,,,,False
702,1051,issubclass_,,,,issubclass_,numpy.issubclass_,https://numpy.org/doc/stable/reference/generated/numpy.issubclass_.html,,,,False
703,1052,issubsctype,,,,issubsctype,numpy.issubsctype,https://numpy.org/doc/stable/reference/generated/numpy.issubsctype.html,,,,False
704,1053,kaiser,,,,kaiser,numpy.kaiser,https://numpy.org/doc/stable/reference/generated/numpy.kaiser.html,,,,False
705,1054,kron,,,,kron,numpy.kron,https://numpy.org/doc/stable/reference/generated/numpy.kron.html,,,,False
706,1055,lcm,,,,lcm,numpy.lcm,https://numpy.org/doc/stable/reference/generated/numpy.lcm.html,,,,False
707,1056,ldexp,,,,ldexp,numpy.ldexp,https://numpy.org/doc/stable/reference/generated/numpy.ldexp.html,,,,False
708,1057,left_shift,,,,left_shift,numpy.left_shift,https://numpy.org/doc/stable/reference/generated/numpy.left_shift.html,,,,False
709,1058,lib.arraysetops,,,,arraysetops,numpy.lib.arraysetops,https://numpy.org/doc/stable/reference/generated/numpy.lib.arraysetops.html,,,,False
710,1059,lib.Arrayterator,,,,Arrayterator,numpy.lib.Arrayterator,https://numpy.org/doc/stable/reference/generated/numpy.lib.Arrayterator.html,,,,False
711,1060,lib.format,,,,format,numpy.lib.format,https://numpy.org/doc/stable/reference/generated/numpy.lib.format.html,,,,False
712,1061,lib.format.open_memmap,,,,open_memmap,numpy.lib.format.open_memmap,https://numpy.org/doc/stable/reference/generated/numpy.lib.format.open_memmap.html,,,,False
713,1062,lib.mixins.NDArrayOperatorsMixin,,,,NDArrayOperatorsMixin,numpy.lib.mixins.NDArrayOperatorsMixin,https://numpy.org/doc/stable/reference/generated/numpy.lib.mixins.NDArrayOperatorsMixin.html,,,,False
714,1063,lib.NumpyVersion,,,,NumpyVersion,numpy.lib.NumpyVersion,https://numpy.org/doc/stable/reference/generated/numpy.lib.NumpyVersion.html,,,,False
715,1064,lib.stride_tricks.as_strided,,,,as_strided,numpy.lib.stride_tricks.as_strided,https://numpy.org/doc/stable/reference/generated/numpy.lib.stride_tricks.as_strided.html,,,,False
716,1065,lib.stride_tricks.sliding_window_view,,,,sliding_window_view,numpy.lib.stride_tricks.sliding_window_view,https://numpy.org/doc/stable/reference/generated/numpy.lib.stride_tricks.sliding_window_view.html,,,,False
717,1066,linalg.cholesky,,,,cholesky,numpy.linalg.cholesky,https://numpy.org/doc/stable/reference/generated/numpy.linalg.cholesky.html,,,,False
718,1067,linalg.cond,,,,cond,numpy.linalg.cond,https://numpy.org/doc/stable/reference/generated/numpy.linalg.cond.html,,,,False
719,1068,linalg.eigh,,,,eigh,numpy.linalg.eigh,https://numpy.org/doc/stable/reference/generated/numpy.linalg.eigh.html,,,,False
720,1069,linalg.eigvals,,,,eigvals,numpy.linalg.eigvals,https://numpy.org/doc/stable/reference/generated/numpy.linalg.eigvals.html,,,,False
721,1070,linalg.eigvalsh,,,,eigvalsh,numpy.linalg.eigvalsh,https://numpy.org/doc/stable/reference/generated/numpy.linalg.eigvalsh.html,,,,False
722,1071,linalg.matrix_power,,,,matrix_power,numpy.linalg.matrix_power,https://numpy.org/doc/stable/reference/generated/numpy.linalg.matrix_power.html,,,,False
723,1072,linalg.pinv,,,,pinv,numpy.linalg.pinv,https://numpy.org/doc/stable/reference/generated/numpy.linalg.pinv.html,,,,False
724,1073,linalg.slogdet,,,,slogdet,numpy.linalg.slogdet,https://numpy.org/doc/stable/reference/generated/numpy.linalg.slogdet.html,,,,False
725,1074,linalg.tensorinv,,,,tensorinv,numpy.linalg.tensorinv,https://numpy.org/doc/stable/reference/generated/numpy.linalg.tensorinv.html,,,,False
726,1075,linalg.tensorsolve,,,,tensorsolve,numpy.linalg.tensorsolve,https://numpy.org/doc/stable/reference/generated/numpy.linalg.tensorsolve.html,,,,False
727,1076,logaddexp2,,,,logaddexp2,numpy.logaddexp2,https://numpy.org/doc/stable/reference/generated/numpy.logaddexp2.html,,,,False
728,1077,logical_xor,,,,logical_xor,numpy.logical_xor,https://numpy.org/doc/stable/reference/generated/numpy.logical_xor.html,arkouda.array_api._elementwise_functions.logical_xor,array_api._elementwise_functions.logical_xor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.logical_xor,True
729,1078,longcomplex,,,,longcomplex,numpy.longcomplex,https://numpy.org/doc/stable/reference/generated/numpy.longcomplex.html,,,,False
730,1079,longdouble,,,,longdouble,numpy.longdouble,https://numpy.org/doc/stable/reference/generated/numpy.longdouble.html,,,,False
731,1080,longfloat,,,,longfloat,numpy.longfloat,https://numpy.org/doc/stable/reference/generated/numpy.longfloat.html,,,,False
732,1081,lookfor,,,,lookfor,numpy.lookfor,https://numpy.org/doc/stable/reference/generated/numpy.lookfor.html,,,,False
733,1082,ma.allequal,,,,allequal,numpy.ma.allequal,https://numpy.org/doc/stable/reference/generated/numpy.ma.allequal.html,,,,False
734,1083,ma.anom,,,,anom,numpy.ma.anom,https://numpy.org/doc/stable/reference/generated/numpy.ma.anom.html,,,,False
735,1084,ma.MaskedArray.anom,,,,anom,numpy.ma.MaskedArray.anom,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.anom.html,,,,False
736,1085,ma.anomalies,,,,anomalies,numpy.ma.anomalies,https://numpy.org/doc/stable/reference/generated/numpy.ma.anomalies.html,,,,False
737,1086,ma.clump_masked,,,,clump_masked,numpy.ma.clump_masked,https://numpy.org/doc/stable/reference/generated/numpy.ma.clump_masked.html,,,,False
738,1087,ma.clump_unmasked,,,,clump_unmasked,numpy.ma.clump_unmasked,https://numpy.org/doc/stable/reference/generated/numpy.ma.clump_unmasked.html,,,,False
739,1088,ma.common_fill_value,,,,common_fill_value,numpy.ma.common_fill_value,https://numpy.org/doc/stable/reference/generated/numpy.ma.common_fill_value.html,,,,False
740,1089,ma.compress_cols,,,,compress_cols,numpy.ma.compress_cols,https://numpy.org/doc/stable/reference/generated/numpy.ma.compress_cols.html,,,,False
741,1090,ma.compress_rowcols,,,,compress_rowcols,numpy.ma.compress_rowcols,https://numpy.org/doc/stable/reference/generated/numpy.ma.compress_rowcols.html,,,,False
742,1091,ma.compress_rows,,,,compress_rows,numpy.ma.compress_rows,https://numpy.org/doc/stable/reference/generated/numpy.ma.compress_rows.html,,,,False
743,1092,ma.compressed,,,,compressed,numpy.ma.compressed,https://numpy.org/doc/stable/reference/generated/numpy.ma.compressed.html,,,,False
744,1093,ma.MaskedArray.compressed,,,,compressed,numpy.ma.MaskedArray.compressed,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.compressed.html,,,,False
745,1094,ma.count_masked,,,,count_masked,numpy.ma.count_masked,https://numpy.org/doc/stable/reference/generated/numpy.ma.count_masked.html,,,,False
746,1095,ma.default_fill_value,,,,default_fill_value,numpy.ma.default_fill_value,https://numpy.org/doc/stable/reference/generated/numpy.ma.default_fill_value.html,,,,False
747,1096,ma.filled,,,,filled,numpy.ma.filled,https://numpy.org/doc/stable/reference/generated/numpy.ma.filled.html,,,,False
748,1097,ma.MaskedArray.filled,,,,filled,numpy.ma.MaskedArray.filled,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.filled.html,,,,False
749,1098,ma.fix_invalid,,,,fix_invalid,numpy.ma.fix_invalid,https://numpy.org/doc/stable/reference/generated/numpy.ma.fix_invalid.html,,,,False
750,1099,ma.flatnotmasked_contiguous,,,,flatnotmasked_contiguous,numpy.ma.flatnotmasked_contiguous,https://numpy.org/doc/stable/reference/generated/numpy.ma.flatnotmasked_contiguous.html,,,,False
751,1100,ma.flatnotmasked_edges,,,,flatnotmasked_edges,numpy.ma.flatnotmasked_edges,https://numpy.org/doc/stable/reference/generated/numpy.ma.flatnotmasked_edges.html,,,,False
752,1101,ma.harden_mask,,,,harden_mask,numpy.ma.harden_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.harden_mask.html,,,,False
753,1102,ma.MaskedArray.harden_mask,,,,harden_mask,numpy.ma.MaskedArray.harden_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.harden_mask.html,,,,False
754,1103,ma.innerproduct,,,,innerproduct,numpy.ma.innerproduct,https://numpy.org/doc/stable/reference/generated/numpy.ma.innerproduct.html,,,,False
755,1104,ma.is_mask,,,,is_mask,numpy.ma.is_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.is_mask.html,,,,False
756,1105,ma.is_masked,,,,is_masked,numpy.ma.is_masked,https://numpy.org/doc/stable/reference/generated/numpy.ma.is_masked.html,,,,False
757,1106,ma.isarray,,,,isarray,numpy.ma.isarray,https://numpy.org/doc/stable/reference/generated/numpy.ma.isarray.html,,,,False
758,1107,ma.isMA,,,,isMA,numpy.ma.isMA,https://numpy.org/doc/stable/reference/generated/numpy.ma.isMA.html,,,,False
759,1108,ma.isMaskedArray,,,,isMaskedArray,numpy.ma.isMaskedArray,https://numpy.org/doc/stable/reference/generated/numpy.ma.isMaskedArray.html,,,,False
760,1109,ma.make_mask,,,,make_mask,numpy.ma.make_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.make_mask.html,,,,False
761,1110,ma.make_mask_descr,,,,make_mask_descr,numpy.ma.make_mask_descr,https://numpy.org/doc/stable/reference/generated/numpy.ma.make_mask_descr.html,,,,False
762,1111,ma.make_mask_none,,,,make_mask_none,numpy.ma.make_mask_none,https://numpy.org/doc/stable/reference/generated/numpy.ma.make_mask_none.html,,,,False
763,1112,ma.mask_cols,,,,mask_cols,numpy.ma.mask_cols,https://numpy.org/doc/stable/reference/generated/numpy.ma.mask_cols.html,,,,False
764,1113,ma.mask_or,,,,mask_or,numpy.ma.mask_or,https://numpy.org/doc/stable/reference/generated/numpy.ma.mask_or.html,,,,False
765,1114,ma.mask_rowcols,,,,mask_rowcols,numpy.ma.mask_rowcols,https://numpy.org/doc/stable/reference/generated/numpy.ma.mask_rowcols.html,,,,False
766,1115,ma.mask_rows,,,,mask_rows,numpy.ma.mask_rows,https://numpy.org/doc/stable/reference/generated/numpy.ma.mask_rows.html,,,,False
767,1116,ma.masked_all,,,,masked_all,numpy.ma.masked_all,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_all.html,,,,False
768,1117,ma.masked_all_like,,,,masked_all_like,numpy.ma.masked_all_like,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_all_like.html,,,,False
769,1118,ma.masked_array.mask,,,,mask,numpy.ma.masked_array.mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_array.mask.html,,,,False
770,1119,ma.masked_equal,,,,masked_equal,numpy.ma.masked_equal,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_equal.html,,,,False
771,1120,ma.masked_greater,,,,masked_greater,numpy.ma.masked_greater,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_greater.html,,,,False
772,1121,ma.masked_greater_equal,,,,masked_greater_equal,numpy.ma.masked_greater_equal,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_greater_equal.html,,,,False
773,1122,ma.masked_inside,,,,masked_inside,numpy.ma.masked_inside,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_inside.html,,,,False
774,1123,ma.masked_less,,,,masked_less,numpy.ma.masked_less,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_less.html,,,,False
775,1124,ma.masked_less_equal,,,,masked_less_equal,numpy.ma.masked_less_equal,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_less_equal.html,,,,False
776,1125,ma.masked_not_equal,,,,masked_not_equal,numpy.ma.masked_not_equal,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_not_equal.html,,,,False
777,1126,ma.masked_object,,,,masked_object,numpy.ma.masked_object,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_object.html,,,,False
778,1127,ma.masked_outside,,,,masked_outside,numpy.ma.masked_outside,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_outside.html,,,,False
779,1128,ma.masked_values,,,,masked_values,numpy.ma.masked_values,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_values.html,,,,False
780,1129,ma.masked_where,,,,masked_where,numpy.ma.masked_where,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_where.html,,,,False
781,1130,ma.MaskedArray.flatten,,,,flatten,numpy.ma.MaskedArray.flatten,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.flatten.html,,,,False
782,1131,matrix.flatten,,,,flatten,numpy.matrix.flatten,https://numpy.org/doc/stable/reference/generated/numpy.matrix.flatten.html,,,,False
783,1132,ma.MaskedArray.get_fill_value,,,,get_fill_value,numpy.ma.MaskedArray.get_fill_value,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.get_fill_value.html,,,,False
784,1133,ma.MaskedArray.max,,,,max,numpy.ma.MaskedArray.max,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.max.html,arkouda.pdarrayclass.max,pdarrayclass.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.max,True
785,1134,ma.MaskedArray.max,,,,max,numpy.ma.MaskedArray.max,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.max.html,arkouda.array_api._statistical_functions.max,array_api._statistical_functions.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.max,True
786,1135,ma.max,,,,max,numpy.ma.max,https://numpy.org/doc/stable/reference/generated/numpy.ma.max.html,arkouda.pdarrayclass.max,pdarrayclass.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.max,True
787,1136,ma.max,,,,max,numpy.ma.max,https://numpy.org/doc/stable/reference/generated/numpy.ma.max.html,arkouda.array_api._statistical_functions.max,array_api._statistical_functions.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.max,True
788,1137,matrix.max,,,,max,numpy.matrix.max,https://numpy.org/doc/stable/reference/generated/numpy.matrix.max.html,arkouda.pdarrayclass.max,pdarrayclass.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.max,True
789,1138,matrix.max,,,,max,numpy.matrix.max,https://numpy.org/doc/stable/reference/generated/numpy.matrix.max.html,arkouda.array_api._statistical_functions.max,array_api._statistical_functions.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.max,True
790,1139,ndarray.max,,,,max,numpy.ndarray.max,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.max.html,arkouda.pdarrayclass.max,pdarrayclass.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.max,True
791,1140,ndarray.max,,,,max,numpy.ndarray.max,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.max.html,arkouda.array_api._statistical_functions.max,array_api._statistical_functions.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.max,True
792,1141,ma.MaskedArray.mean,,,,mean,numpy.ma.MaskedArray.mean,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.mean.html,arkouda.pdarrayclass.mean,pdarrayclass.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.mean,True
793,1142,ma.MaskedArray.mean,,,,mean,numpy.ma.MaskedArray.mean,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.mean.html,arkouda.array_api._statistical_functions.mean,array_api._statistical_functions.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.mean,True
794,1143,matrix.mean,,,,mean,numpy.matrix.mean,https://numpy.org/doc/stable/reference/generated/numpy.matrix.mean.html,arkouda.pdarrayclass.mean,pdarrayclass.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.mean,True
795,1144,matrix.mean,,,,mean,numpy.matrix.mean,https://numpy.org/doc/stable/reference/generated/numpy.matrix.mean.html,arkouda.array_api._statistical_functions.mean,array_api._statistical_functions.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.mean,True
