,index,function_np,total_np_calls,num_networkx_funs_used_by,used_by_networkx,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
784,1133,ndarray.std,,,,std,numpy.ndarray.std,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.std.html,arkouda.pdarrayclass.std,pdarrayclass.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.std,True
785,1134,ndarray.std,,,,std,numpy.ndarray.std,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.std.html,arkouda.array_api._statistical_functions.std,array_api._statistical_functions.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.std,True
786,1135,ma.MaskedArray.sum,,,,sum,numpy.ma.MaskedArray.sum,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.sum.html,arkouda.pdarrayclass.sum,pdarrayclass.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sum,True
787,1136,ma.MaskedArray.sum,,,,sum,numpy.ma.MaskedArray.sum,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.sum.html,arkouda.array_api._statistical_functions.sum,array_api._statistical_functions.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.sum,True
788,1137,ma.sum,,,,sum,numpy.ma.sum,https://numpy.org/doc/stable/reference/generated/numpy.ma.sum.html,arkouda.pdarrayclass.sum,pdarrayclass.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sum,True
789,1138,ma.sum,,,,sum,numpy.ma.sum,https://numpy.org/doc/stable/reference/generated/numpy.ma.sum.html,arkouda.array_api._statistical_functions.sum,array_api._statistical_functions.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.sum,True
790,1139,matrix.sum,,,,sum,numpy.matrix.sum,https://numpy.org/doc/stable/reference/generated/numpy.matrix.sum.html,arkouda.pdarrayclass.sum,pdarrayclass.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sum,True
791,1140,matrix.sum,,,,sum,numpy.matrix.sum,https://numpy.org/doc/stable/reference/generated/numpy.matrix.sum.html,arkouda.array_api._statistical_functions.sum,array_api._statistical_functions.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.sum,True
792,1141,ndarray.sum,,,,sum,numpy.ndarray.sum,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.sum.html,arkouda.pdarrayclass.sum,pdarrayclass.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sum,True
793,1142,ndarray.sum,,,,sum,numpy.ndarray.sum,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.sum.html,arkouda.array_api._statistical_functions.sum,array_api._statistical_functions.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.sum,True
794,1143,ma.MaskedArray.swapaxes,,,,swapaxes,numpy.ma.MaskedArray.swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.swapaxes.html,,,,False
795,1144,ma.swapaxes,,,,swapaxes,numpy.ma.swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.ma.swapaxes.html,,,,False
796,1145,matrix.swapaxes,,,,swapaxes,numpy.matrix.swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.matrix.swapaxes.html,,,,False
797,1146,ndarray.swapaxes,,,,swapaxes,numpy.ndarray.swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.swapaxes.html,,,,False
798,1147,swapaxes,,,,swapaxes,numpy.swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.swapaxes.html,,,,False
799,1148,ma.MaskedArray.tobytes,,,,tobytes,numpy.ma.MaskedArray.tobytes,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.tobytes.html,,,,False
800,1149,matrix.tobytes,,,,tobytes,numpy.matrix.tobytes,https://numpy.org/doc/stable/reference/generated/numpy.matrix.tobytes.html,,,,False
801,1150,ndarray.tobytes,,,,tobytes,numpy.ndarray.tobytes,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tobytes.html,,,,False
802,1151,ma.MaskedArray.tofile,,,,tofile,numpy.ma.MaskedArray.tofile,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.tofile.html,,,,False
803,1152,matrix.tofile,,,,tofile,numpy.matrix.tofile,https://numpy.org/doc/stable/reference/generated/numpy.matrix.tofile.html,,,,False
804,1153,ndarray.tofile,,,,tofile,numpy.ndarray.tofile,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tofile.html,,,,False
805,1154,ma.MaskedArray.tolist,,,,tolist,numpy.ma.MaskedArray.tolist,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.tolist.html,,,,False
806,1155,matrix.tolist,,,,tolist,numpy.matrix.tolist,https://numpy.org/doc/stable/reference/generated/numpy.matrix.tolist.html,,,,False
807,1156,ndarray.tolist,,,,tolist,numpy.ndarray.tolist,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tolist.html,,,,False
808,1157,ma.MaskedArray.torecords,,,,torecords,numpy.ma.MaskedArray.torecords,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.torecords.html,,,,False
809,1158,ma.MaskedArray.trace,,,,trace,numpy.ma.MaskedArray.trace,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.trace.html,,,,False
810,1159,ma.trace,,,,trace,numpy.ma.trace,https://numpy.org/doc/stable/reference/generated/numpy.ma.trace.html,,,,False
811,1160,matrix.trace,,,,trace,numpy.matrix.trace,https://numpy.org/doc/stable/reference/generated/numpy.matrix.trace.html,,,,False
812,1161,ndarray.trace,,,,trace,numpy.ndarray.trace,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.trace.html,,,,False
813,1162,trace,,,,trace,numpy.trace,https://numpy.org/doc/stable/reference/generated/numpy.trace.html,,,,False
814,1163,ma.MaskedArray.transpose,,,,transpose,numpy.ma.MaskedArray.transpose,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.transpose.html,,,,False
815,1164,ma.transpose,,,,transpose,numpy.ma.transpose,https://numpy.org/doc/stable/reference/generated/numpy.ma.transpose.html,,,,False
816,1165,matrix.transpose,,,,transpose,numpy.matrix.transpose,https://numpy.org/doc/stable/reference/generated/numpy.matrix.transpose.html,,,,False
817,1166,ndarray.transpose,,,,transpose,numpy.ndarray.transpose,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.transpose.html,,,,False
818,1167,ma.MaskedArray.unshare_mask,,,,unshare_mask,numpy.ma.MaskedArray.unshare_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.unshare_mask.html,,,,False
819,1168,ma.MaskedArray.var,,,,var,numpy.ma.MaskedArray.var,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
820,1169,ma.MaskedArray.var,,,,var,numpy.ma.MaskedArray.var,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
821,1170,ma.var,,,,var,numpy.ma.var,https://numpy.org/doc/stable/reference/generated/numpy.ma.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
822,1171,ma.var,,,,var,numpy.ma.var,https://numpy.org/doc/stable/reference/generated/numpy.ma.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
823,1172,matrix.var,,,,var,numpy.matrix.var,https://numpy.org/doc/stable/reference/generated/numpy.matrix.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
824,1173,matrix.var,,,,var,numpy.matrix.var,https://numpy.org/doc/stable/reference/generated/numpy.matrix.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
825,1174,ndarray.var,,,,var,numpy.ndarray.var,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
826,1175,ndarray.var,,,,var,numpy.ndarray.var,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
827,1176,var,,,,var,numpy.var,https://numpy.org/doc/stable/reference/generated/numpy.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
828,1177,var,,,,var,numpy.var,https://numpy.org/doc/stable/reference/generated/numpy.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
829,1178,ma.MaskType,,,,MaskType,numpy.ma.MaskType,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskType.html,,,,False
830,1179,ma.maximum_fill_value,,,,maximum_fill_value,numpy.ma.maximum_fill_value,https://numpy.org/doc/stable/reference/generated/numpy.ma.maximum_fill_value.html,,,,False
831,1180,ma.median,,,,median,numpy.ma.median,https://numpy.org/doc/stable/reference/generated/numpy.ma.median.html,,,,False
832,1181,median,,,,median,numpy.median,https://numpy.org/doc/stable/reference/generated/numpy.median.html,,,,False
833,1182,ma.minimum_fill_value,,,,minimum_fill_value,numpy.ma.minimum_fill_value,https://numpy.org/doc/stable/reference/generated/numpy.ma.minimum_fill_value.html,,,,False
834,1183,ma.mr_,,,,mr_,numpy.ma.mr_,https://numpy.org/doc/stable/reference/generated/numpy.ma.mr_.html,,,,False
835,1184,ma.ndenumerate,,,,ndenumerate,numpy.ma.ndenumerate,https://numpy.org/doc/stable/reference/generated/numpy.ma.ndenumerate.html,,,,False
836,1185,ndenumerate,,,,ndenumerate,numpy.ndenumerate,https://numpy.org/doc/stable/reference/generated/numpy.ndenumerate.html,,,,False
837,1186,ma.notmasked_contiguous,,,,notmasked_contiguous,numpy.ma.notmasked_contiguous,https://numpy.org/doc/stable/reference/generated/numpy.ma.notmasked_contiguous.html,,,,False
838,1187,ma.notmasked_edges,,,,notmasked_edges,numpy.ma.notmasked_edges,https://numpy.org/doc/stable/reference/generated/numpy.ma.notmasked_edges.html,,,,False
839,1188,ma.ones,,,,ones,numpy.ma.ones,https://numpy.org/doc/stable/reference/generated/numpy.ma.ones.html,arkouda.pdarraycreation.ones,pdarraycreation.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.ones,True
840,1189,ma.ones,,,,ones,numpy.ma.ones,https://numpy.org/doc/stable/reference/generated/numpy.ma.ones.html,arkouda.array_api._creation_functions.ones,array_api._creation_functions.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.ones,True
841,1190,matlib.ones,,,,ones,numpy.matlib.ones,https://numpy.org/doc/stable/reference/generated/numpy.matlib.ones.html,arkouda.pdarraycreation.ones,pdarraycreation.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.ones,True
842,1191,matlib.ones,,,,ones,numpy.matlib.ones,https://numpy.org/doc/stable/reference/generated/numpy.matlib.ones.html,arkouda.array_api._creation_functions.ones,array_api._creation_functions.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.ones,True
843,1192,ma.ones_like,,,,ones_like,numpy.ma.ones_like,https://numpy.org/doc/stable/reference/generated/numpy.ma.ones_like.html,arkouda.pdarraycreation.ones_like,pdarraycreation.ones_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.ones_like,True
844,1193,ma.ones_like,,,,ones_like,numpy.ma.ones_like,https://numpy.org/doc/stable/reference/generated/numpy.ma.ones_like.html,arkouda.array_api._creation_functions.ones_like,array_api._creation_functions.ones_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.ones_like,True
845,1194,ones_like,,,,ones_like,numpy.ones_like,https://numpy.org/doc/stable/reference/generated/numpy.ones_like.html,arkouda.pdarraycreation.ones_like,pdarraycreation.ones_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.ones_like,True
846,1195,ones_like,,,,ones_like,numpy.ones_like,https://numpy.org/doc/stable/reference/generated/numpy.ones_like.html,arkouda.array_api._creation_functions.ones_like,array_api._creation_functions.ones_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.ones_like,True
847,1196,ma.outer,,,,outer,numpy.ma.outer,https://numpy.org/doc/stable/reference/generated/numpy.ma.outer.html,,,,False
848,1197,ma.outerproduct,,,,outerproduct,numpy.ma.outerproduct,https://numpy.org/doc/stable/reference/generated/numpy.ma.outerproduct.html,,,,False
849,1198,ma.polyfit,,,,polyfit,numpy.ma.polyfit,https://numpy.org/doc/stable/reference/generated/numpy.ma.polyfit.html,,,,False
850,1199,polyfit,,,,polyfit,numpy.polyfit,https://numpy.org/doc/stable/reference/generated/numpy.polyfit.html,,,,False
851,1200,polynomial.polynomial.polyfit,,,,polyfit,numpy.polynomial.polynomial.polyfit,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyfit.html,,,,False
852,1201,ma.row_stack,,,,row_stack,numpy.ma.row_stack,https://numpy.org/doc/stable/reference/generated/numpy.ma.row_stack.html,,,,False
853,1202,ma.setdiff1d,,,,setdiff1d,numpy.ma.setdiff1d,https://numpy.org/doc/stable/reference/generated/numpy.ma.setdiff1d.html,arkouda.pdarraysetops.setdiff1d,pdarraysetops.setdiff1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.setdiff1d,True
854,1203,setdiff1d,,,,setdiff1d,numpy.setdiff1d,https://numpy.org/doc/stable/reference/generated/numpy.setdiff1d.html,arkouda.pdarraysetops.setdiff1d,pdarraysetops.setdiff1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.setdiff1d,True
855,1204,ma.setxor1d,,,,setxor1d,numpy.ma.setxor1d,https://numpy.org/doc/stable/reference/generated/numpy.ma.setxor1d.html,arkouda.pdarraysetops.setxor1d,pdarraysetops.setxor1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.setxor1d,True
856,1205,setxor1d,,,,setxor1d,numpy.setxor1d,https://numpy.org/doc/stable/reference/generated/numpy.setxor1d.html,arkouda.pdarraysetops.setxor1d,pdarraysetops.setxor1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.setxor1d,True
857,1206,ma.stack,,,,stack,numpy.ma.stack,https://numpy.org/doc/stable/reference/generated/numpy.ma.stack.html,arkouda.array_api._manipulation_functions.stack,array_api._manipulation_functions.stack,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.stack,True
858,1207,stack,,,,stack,numpy.stack,https://numpy.org/doc/stable/reference/generated/numpy.stack.html,arkouda.array_api._manipulation_functions.stack,array_api._manipulation_functions.stack,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.stack,True
859,1208,ma.union1d,,,,union1d,numpy.ma.union1d,https://numpy.org/doc/stable/reference/generated/numpy.ma.union1d.html,arkouda.pdarraysetops.union1d,pdarraysetops.union1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.union1d,True
860,1209,union1d,,,,union1d,numpy.union1d,https://numpy.org/doc/stable/reference/generated/numpy.union1d.html,arkouda.pdarraysetops.union1d,pdarraysetops.union1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.union1d,True
861,1210,ma.unique,,,,unique,numpy.ma.unique,https://numpy.org/doc/stable/reference/generated/numpy.ma.unique.html,arkouda.categorical.Categorical.unique,categorical.Categorical.unique,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.categorical.Categorical.unique,True
862,1211,ma.unique,,,,unique,numpy.ma.unique,https://numpy.org/doc/stable/reference/generated/numpy.ma.unique.html,arkouda.groupbyclass.unique,groupbyclass.unique,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.unique,True
863,1212,ma.vander,,,,vander,numpy.ma.vander,https://numpy.org/doc/stable/reference/generated/numpy.ma.vander.html,,,,False
864,1213,vander,,,,vander,numpy.vander,https://numpy.org/doc/stable/reference/generated/numpy.vander.html,,,,False
865,1214,ma.vstack,,,,vstack,numpy.ma.vstack,https://numpy.org/doc/stable/reference/generated/numpy.ma.vstack.html,,,,False
866,1215,vstack,,,,vstack,numpy.vstack,https://numpy.org/doc/stable/reference/generated/numpy.vstack.html,,,,False
867,1216,ma.where,,,,where,numpy.ma.where,https://numpy.org/doc/stable/reference/generated/numpy.ma.where.html,arkouda.numeric.where,numeric.where,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.where,True
868,1217,ma.where,,,,where,numpy.ma.where,https://numpy.org/doc/stable/reference/generated/numpy.ma.where.html,arkouda.array_api._searching_functions.where,array_api._searching_functions.where,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.where,True
869,1218,ma.zeros,,,,zeros,numpy.ma.zeros,https://numpy.org/doc/stable/reference/generated/numpy.ma.zeros.html,arkouda.pdarraycreation.zeros,pdarraycreation.zeros,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.zeros,True
870,1219,ma.zeros,,,,zeros,numpy.ma.zeros,https://numpy.org/doc/stable/reference/generated/numpy.ma.zeros.html,arkouda.array_api._creation_functions.zeros,array_api._creation_functions.zeros,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.zeros,True
871,1220,matlib.zeros,,,,zeros,numpy.matlib.zeros,https://numpy.org/doc/stable/reference/generated/numpy.matlib.zeros.html,arkouda.pdarraycreation.zeros,pdarraycreation.zeros,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.zeros,True
872,1221,matlib.zeros,,,,zeros,numpy.matlib.zeros,https://numpy.org/doc/stable/reference/generated/numpy.matlib.zeros.html,arkouda.array_api._creation_functions.zeros,array_api._creation_functions.zeros,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.zeros,True
873,1222,ma.zeros_like,,,,zeros_like,numpy.ma.zeros_like,https://numpy.org/doc/stable/reference/generated/numpy.ma.zeros_like.html,arkouda.pdarraycreation.zeros_like,pdarraycreation.zeros_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.zeros_like,True
874,1223,ma.zeros_like,,,,zeros_like,numpy.ma.zeros_like,https://numpy.org/doc/stable/reference/generated/numpy.ma.zeros_like.html,arkouda.array_api._creation_functions.zeros_like,array_api._creation_functions.zeros_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.zeros_like,True
875,1224,zeros_like,,,,zeros_like,numpy.zeros_like,https://numpy.org/doc/stable/reference/generated/numpy.zeros_like.html,arkouda.pdarraycreation.zeros_like,pdarraycreation.zeros_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.zeros_like,True
876,1225,zeros_like,,,,zeros_like,numpy.zeros_like,https://numpy.org/doc/stable/reference/generated/numpy.zeros_like.html,arkouda.array_api._creation_functions.zeros_like,array_api._creation_functions.zeros_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.zeros_like,True
877,1226,mask_indices,,,,mask_indices,numpy.mask_indices,https://numpy.org/doc/stable/reference/generated/numpy.mask_indices.html,,,,False
878,1227,mat,,,,mat,numpy.mat,https://numpy.org/doc/stable/reference/generated/numpy.mat.html,,,,False
879,1228,matlib.rand,,,,rand,numpy.matlib.rand,https://numpy.org/doc/stable/reference/generated/numpy.matlib.rand.html,,,,False
880,1229,random.RandomState.rand,,,,rand,numpy.random.RandomState.rand,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.rand.html,,,,False
881,1230,matlib.randn,,,,randn,numpy.matlib.randn,https://numpy.org/doc/stable/reference/generated/numpy.matlib.randn.html,,,,False
882,1231,random.randn,,,,randn,numpy.random.randn,https://numpy.org/doc/stable/reference/generated/numpy.random.randn.html,,,,False
883,1232,random.RandomState.randn,,,,randn,numpy.random.RandomState.randn,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.randn.html,,,,False
884,1233,matlib.repmat,,,,repmat,numpy.matlib.repmat,https://numpy.org/doc/stable/reference/generated/numpy.matlib.repmat.html,,,,False
885,1234,matmul,,,,matmul,numpy.matmul,https://numpy.org/doc/stable/reference/generated/numpy.matmul.html,arkouda.array_api.linalg.matmul,array_api.linalg.matmul,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api.linalg.matmul,True
886,1235,matrix,,,,matrix,numpy.matrix,https://numpy.org/doc/stable/reference/generated/numpy.matrix.html,,,,False
887,1236,matrix.astype,,,,astype,numpy.matrix.astype,https://numpy.org/doc/stable/reference/generated/numpy.matrix.astype.html,arkouda.array_api._data_type_functions.astype,array_api._data_type_functions.astype,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._data_type_functions.astype,True
888,1237,ndarray.astype,,,,astype,numpy.ndarray.astype,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.astype.html,arkouda.array_api._data_type_functions.astype,array_api._data_type_functions.astype,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._data_type_functions.astype,True
889,1238,matrix.byteswap,,,,byteswap,numpy.matrix.byteswap,https://numpy.org/doc/stable/reference/generated/numpy.matrix.byteswap.html,,,,False
890,1239,ndarray.byteswap,,,,byteswap,numpy.ndarray.byteswap,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.byteswap.html,,,,False
891,1240,matrix.dump,,,,dump,numpy.matrix.dump,https://numpy.org/doc/stable/reference/generated/numpy.matrix.dump.html,,,,False
892,1241,ndarray.dump,,,,dump,numpy.ndarray.dump,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.dump.html,,,,False
893,1242,matrix.dumps,,,,dumps,numpy.matrix.dumps,https://numpy.org/doc/stable/reference/generated/numpy.matrix.dumps.html,,,,False
894,1243,ndarray.dumps,,,,dumps,numpy.ndarray.dumps,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.dumps.html,,,,False
895,1244,matrix.fill,,,,fill,numpy.matrix.fill,https://numpy.org/doc/stable/reference/generated/numpy.matrix.fill.html,,,,False
896,1245,ndarray.fill,,,,fill,numpy.ndarray.fill,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.fill.html,,,,False
897,1246,matrix.getA,,,,getA,numpy.matrix.getA,https://numpy.org/doc/stable/reference/generated/numpy.matrix.getA.html,,,,False
898,1247,matrix.getA1,,,,getA1,numpy.matrix.getA1,https://numpy.org/doc/stable/reference/generated/numpy.matrix.getA1.html,,,,False
899,1248,matrix.getfield,,,,getfield,numpy.matrix.getfield,https://numpy.org/doc/stable/reference/generated/numpy.matrix.getfield.html,,,,False
900,1249,ndarray.getfield,,,,getfield,numpy.ndarray.getfield,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.getfield.html,,,,False
901,1250,matrix.getH,,,,getH,numpy.matrix.getH,https://numpy.org/doc/stable/reference/generated/numpy.matrix.getH.html,,,,False
902,1251,matrix.getI,,,,getI,numpy.matrix.getI,https://numpy.org/doc/stable/reference/generated/numpy.matrix.getI.html,,,,False
903,1252,matrix.getT,,,,getT,numpy.matrix.getT,https://numpy.org/doc/stable/reference/generated/numpy.matrix.getT.html,,,,False
904,1253,matrix.item,,,,item,numpy.matrix.item,https://numpy.org/doc/stable/reference/generated/numpy.matrix.item.html,,,,False
905,1254,ndarray.item,,,,item,numpy.ndarray.item,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.item.html,,,,False
906,1255,matrix.itemset,,,,itemset,numpy.matrix.itemset,https://numpy.org/doc/stable/reference/generated/numpy.matrix.itemset.html,,,,False
907,1256,ndarray.itemset,,,,itemset,numpy.ndarray.itemset,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.itemset.html,,,,False
908,1257,matrix.newbyteorder,,,,newbyteorder,numpy.matrix.newbyteorder,https://numpy.org/doc/stable/reference/generated/numpy.matrix.newbyteorder.html,,,,False
909,1258,ndarray.newbyteorder,,,,newbyteorder,numpy.ndarray.newbyteorder,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.newbyteorder.html,,,,False
910,1259,matrix.put,,,,put,numpy.matrix.put,https://numpy.org/doc/stable/reference/generated/numpy.matrix.put.html,,,,False
911,1260,ndarray.put,,,,put,numpy.ndarray.put,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.put.html,,,,False
912,1261,put,,,,put,numpy.put,https://numpy.org/doc/stable/reference/generated/numpy.put.html,,,,False
913,1262,matrix.repeat,,,,repeat,numpy.matrix.repeat,https://numpy.org/doc/stable/reference/generated/numpy.matrix.repeat.html,,,,False
914,1263,ndarray.repeat,,,,repeat,numpy.ndarray.repeat,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.repeat.html,,,,False
915,1264,matrix.searchsorted,,,,searchsorted,numpy.matrix.searchsorted,https://numpy.org/doc/stable/reference/generated/numpy.matrix.searchsorted.html,,,,False
916,1265,ndarray.searchsorted,,,,searchsorted,numpy.ndarray.searchsorted,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.searchsorted.html,,,,False
917,1266,searchsorted,,,,searchsorted,numpy.searchsorted,https://numpy.org/doc/stable/reference/generated/numpy.searchsorted.html,,,,False
918,1267,matrix.setfield,,,,setfield,numpy.matrix.setfield,https://numpy.org/doc/stable/reference/generated/numpy.matrix.setfield.html,,,,False
919,1268,ndarray.setfield,,,,setfield,numpy.ndarray.setfield,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.setfield.html,,,,False
