,index,function_np,total_np_calls,num_networkx_funs_used_by,used_by_networkx,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
315,664,ma.MaskedArray.clip,,,,clip,numpy.ma.MaskedArray.clip,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.clip.html,,,,False
316,665,matrix.clip,,,,clip,numpy.matrix.clip,https://numpy.org/doc/stable/reference/generated/numpy.matrix.clip.html,,,,False
317,666,ndarray.clip,,,,clip,numpy.ndarray.clip,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.clip.html,,,,False
318,667,clongdouble,,,,clongdouble,numpy.clongdouble,https://numpy.org/doc/stable/reference/generated/numpy.clongdouble.html,,,,False
319,668,clongfloat,,,,clongfloat,numpy.clongfloat,https://numpy.org/doc/stable/reference/generated/numpy.clongfloat.html,,,,False
320,669,ma.column_stack,,,,column_stack,numpy.ma.column_stack,https://numpy.org/doc/stable/reference/generated/numpy.ma.column_stack.html,,,,False
321,670,common_type,,,,common_type,numpy.common_type,https://numpy.org/doc/stable/reference/generated/numpy.common_type.html,,,,False
322,671,complex_,,,,complex_,numpy.complex_,https://numpy.org/doc/stable/reference/generated/numpy.complex_.html,,,,False
323,672,complex128,,,,complex128,numpy.complex128,https://numpy.org/doc/stable/reference/generated/numpy.complex128.html,arkouda.dtypes.complex128,dtypes.complex128,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.complex128,True
324,673,complex192,,,,complex192,numpy.complex192,https://numpy.org/doc/stable/reference/generated/numpy.complex192.html,,,,False
325,674,complex256,,,,complex256,numpy.complex256,https://numpy.org/doc/stable/reference/generated/numpy.complex256.html,,,,False
326,675,complex64,,,,complex64,numpy.complex64,https://numpy.org/doc/stable/reference/generated/numpy.complex64.html,arkouda.dtypes.complex64,dtypes.complex64,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.complex64,True
327,676,complexfloating,,,,complexfloating,numpy.complexfloating,https://numpy.org/doc/stable/reference/generated/numpy.complexfloating.html,,,,False
328,677,compress,,,,compress,numpy.compress,https://numpy.org/doc/stable/reference/generated/numpy.compress.html,,,,False
329,678,matrix.compress,,,,compress,numpy.matrix.compress,https://numpy.org/doc/stable/reference/generated/numpy.matrix.compress.html,,,,False
330,679,ndarray.compress,,,,compress,numpy.ndarray.compress,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.compress.html,,,,False
331,680,ma.concatenate,,,,concatenate,numpy.ma.concatenate,https://numpy.org/doc/stable/reference/generated/numpy.ma.concatenate.html,arkouda.util.concatenate,util.concatenate,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.util.concatenate,True
332,681,ma.concatenate,,,,concatenate,numpy.ma.concatenate,https://numpy.org/doc/stable/reference/generated/numpy.ma.concatenate.html,arkouda.pdarraysetops.concatenate,pdarraysetops.concatenate,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.concatenate,True
333,682,conj,,,,conj,numpy.conj,https://numpy.org/doc/stable/reference/generated/numpy.conj.html,arkouda.array_api._elementwise_functions.conj,array_api._elementwise_functions.conj,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.conj,True
334,683,matrix.conj,,,,conj,numpy.matrix.conj,https://numpy.org/doc/stable/reference/generated/numpy.matrix.conj.html,arkouda.array_api._elementwise_functions.conj,array_api._elementwise_functions.conj,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.conj,True
335,684,ndarray.conj,,,,conj,numpy.ndarray.conj,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.conj.html,arkouda.array_api._elementwise_functions.conj,array_api._elementwise_functions.conj,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.conj,True
336,685,conjugate,,,,conjugate,numpy.conjugate,https://numpy.org/doc/stable/reference/generated/numpy.conjugate.html,,,,False
337,686,ma.conjugate,,,,conjugate,numpy.ma.conjugate,https://numpy.org/doc/stable/reference/generated/numpy.ma.conjugate.html,,,,False
338,687,matrix.conjugate,,,,conjugate,numpy.matrix.conjugate,https://numpy.org/doc/stable/reference/generated/numpy.matrix.conjugate.html,,,,False
339,688,ndarray.conjugate,,,,conjugate,numpy.ndarray.conjugate,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.conjugate.html,,,,False
340,689,convolve,,,,convolve,numpy.convolve,https://numpy.org/doc/stable/reference/generated/numpy.convolve.html,,,,False
341,690,copy,,,,copy,numpy.copy,https://numpy.org/doc/stable/reference/generated/numpy.copy.html,,,,False
342,691,ma.copy,,,,copy,numpy.ma.copy,https://numpy.org/doc/stable/reference/generated/numpy.ma.copy.html,,,,False
343,692,ma.MaskedArray.copy,,,,copy,numpy.ma.MaskedArray.copy,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.copy.html,,,,False
344,693,matrix.copy,,,,copy,numpy.matrix.copy,https://numpy.org/doc/stable/reference/generated/numpy.matrix.copy.html,,,,False
345,694,ndarray.copy,,,,copy,numpy.ndarray.copy,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.copy.html,,,,False
346,695,copysign,,,,copysign,numpy.copysign,https://numpy.org/doc/stable/reference/generated/numpy.copysign.html,,,,False
347,696,copyto,,,,copyto,numpy.copyto,https://numpy.org/doc/stable/reference/generated/numpy.copyto.html,,,,False
348,697,core.records.fromarrays,,,,fromarrays,numpy.core.records.fromarrays,https://numpy.org/doc/stable/reference/generated/numpy.core.records.fromarrays.html,,,,False
349,698,core.records.fromfile,,,,fromfile,numpy.core.records.fromfile,https://numpy.org/doc/stable/reference/generated/numpy.core.records.fromfile.html,,,,False
350,699,fromfile,,,,fromfile,numpy.fromfile,https://numpy.org/doc/stable/reference/generated/numpy.fromfile.html,,,,False
351,700,core.records.fromrecords,,,,fromrecords,numpy.core.records.fromrecords,https://numpy.org/doc/stable/reference/generated/numpy.core.records.fromrecords.html,,,,False
352,701,core.records.fromstring,,,,fromstring,numpy.core.records.fromstring,https://numpy.org/doc/stable/reference/generated/numpy.core.records.fromstring.html,,,,False
353,702,fromstring,,,,fromstring,numpy.fromstring,https://numpy.org/doc/stable/reference/generated/numpy.fromstring.html,,,,False
354,703,corrcoef,,,,corrcoef,numpy.corrcoef,https://numpy.org/doc/stable/reference/generated/numpy.corrcoef.html,,,,False
355,704,ma.corrcoef,,,,corrcoef,numpy.ma.corrcoef,https://numpy.org/doc/stable/reference/generated/numpy.ma.corrcoef.html,,,,False
356,705,correlate,,,,correlate,numpy.correlate,https://numpy.org/doc/stable/reference/generated/numpy.correlate.html,,,,False
357,706,cosh,,,,cosh,numpy.cosh,https://numpy.org/doc/stable/reference/generated/numpy.cosh.html,arkouda.numeric.cosh,numeric.cosh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.cosh,True
358,707,cosh,,,,cosh,numpy.cosh,https://numpy.org/doc/stable/reference/generated/numpy.cosh.html,arkouda.array_api._elementwise_functions.cosh,array_api._elementwise_functions.cosh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.cosh,True
359,708,count_nonzero,,,,count_nonzero,numpy.count_nonzero,https://numpy.org/doc/stable/reference/generated/numpy.count_nonzero.html,,,,False
360,709,cov,,,,cov,numpy.cov,https://numpy.org/doc/stable/reference/generated/numpy.cov.html,arkouda.pdarrayclass.cov,pdarrayclass.cov,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.cov,True
361,710,ma.cov,,,,cov,numpy.ma.cov,https://numpy.org/doc/stable/reference/generated/numpy.ma.cov.html,arkouda.pdarrayclass.cov,pdarrayclass.cov,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.cov,True
