scipy_function,coverage,np_calls_count,partial_ak_coverage_sum,np_calls_array,function_ak_array
/__init__.py___dir__,1.0,0,0,[],[]
/__init__.py___getattr__,1.0,0,0,[],[]
/_build_utils/src/wrap_g77_abi_c.c_WRAP_F77,1.0,0,0,[],[]
/_build_utils/system_info.py_combine_dict,1.0,0,0,[],[]
/_build_utils/tempita.py_main,1.0,0,0,[],[]
/_build_utils/tempita.py_process_tempita,1.0,0,0,[],[]
/_lib/_array_api.py__asarray,1.0,0,0,[],[]
/_lib/_array_api.py__assert_matching_namespace,1.0,0,0,[],[]
/_lib/_array_api.py__check_finite,1.0,0,0,[],[]
/_lib/_array_api.py__check_scalar,1.0,0,0,[],[]
/_lib/_array_api.py__strict_check,1.0,0,0,[],[]
/_lib/_array_api.py_array_namespace,1.0,0,0,[],[]
/_lib/_array_api.py_atleast_nd,1.0,0,0,[],[]
/_lib/_array_api.py_compliance_scipy,0.0,8,0,"['issubdtype' 'number' 'bool_' 'matrix' 'ma.MaskedArray' 'ndarray'
 'generic' 'asanyarray']",[]
/_lib/_array_api.py_copy,0.0,1,0,['copy'],[]
/_lib/_array_api.py_cov,1.0,0,0,[],[]
/_lib/_array_api.py_is_complex,1.0,0,0,[],[]
/_lib/_array_api.py_is_cupy,1.0,0,0,[],[]
/_lib/_array_api.py_is_numpy,1.0,0,0,[],[]
/_lib/_array_api.py_is_torch,1.0,0,0,[],[]
/_lib/_array_api.py_xp_assert_close,0.0,1,0,['testing.assert_allclose'],[]
/_lib/_array_api.py_xp_assert_equal,0.0,1,0,['testing.assert_array_equal'],[]
/_lib/_array_api.py_xp_assert_less,0.0,1,0,['testing.assert_array_less'],[]
/_lib/_array_api.py_xp_unsupported_param_msg,1.0,0,0,[],[]
/_lib/_boost_utils.py__boost_dir,1.0,0,0,[],[]
/_lib/_bunch.py___getnewargs_ex__,1.0,0,0,[],[]
/_lib/_bunch.py___repr__,1.0,0,0,[],[]
/_lib/_bunch.py__asdict,1.0,0,0,[],[]
/_lib/_bunch.py__get,1.0,0,0,[],[]
/_lib/_bunch.py__make_tuple_bunch,1.0,0,0,[],[]
/_lib/_bunch.py__validate_names,1.0,0,0,[],[]
/_lib/_ccallback.py___getitem__,1.0,0,0,[],[]
/_lib/_ccallback.py___new__,1.0,0,0,[],[]
/_lib/_ccallback.py___repr__,1.0,0,0,[],[]
/_lib/_ccallback.py__get_cffi_data,1.0,0,0,[],[]
/_lib/_ccallback.py__get_cffi_func,1.0,0,0,[],[]
/_lib/_ccallback.py__get_ctypes_data,1.0,0,0,[],[]
/_lib/_ccallback.py__get_ctypes_func,1.0,0,0,[],[]
/_lib/_ccallback.py__import_cffi,1.0,0,0,[],[]
/_lib/_ccallback.py__parse_callback,1.0,0,0,[],[]
/_lib/_ccallback.py__typename_from_ctypes,1.0,0,0,[],[]
/_lib/_ccallback.py_from_cython,1.0,0,0,[],[]
/_lib/_ccallback.py_function,1.0,0,0,[],[]
/_lib/_ccallback.py_signature,1.0,0,0,[],[]
/_lib/_ccallback.py_user_data,1.0,0,0,[],[]
/_lib/_disjoint_set.py___contains__,1.0,0,0,[],[]
/_lib/_disjoint_set.py___getitem__,1.0,0,0,[],[]
/_lib/_disjoint_set.py___init__,1.0,0,0,[],[]
/_lib/_disjoint_set.py___iter__,1.0,0,0,[],[]
/_lib/_disjoint_set.py___len__,1.0,0,0,[],[]
/_lib/_disjoint_set.py_add,1.0,0,0,[],[]
/_lib/_disjoint_set.py_connected,1.0,0,0,[],[]
/_lib/_disjoint_set.py_merge,1.0,0,0,[],[]
/_lib/_disjoint_set.py_subset,1.0,0,0,[],[]
/_lib/_disjoint_set.py_subset_size,1.0,0,0,[],[]
/_lib/_disjoint_set.py_subsets,1.0,0,0,[],[]
/_lib/_docscrape.py___getitem__,1.0,0,0,[],[]
/_lib/_docscrape.py___init__,1.0,0,0,[],[]
/_lib/_docscrape.py___iter__,1.0,0,0,[],[]
/_lib/_docscrape.py___len__,1.0,0,0,[],[]
/_lib/_docscrape.py___setitem__,1.0,0,0,[],[]
/_lib/_docscrape.py___str__,1.0,0,0,[],[]
/_lib/_docscrape.py__error_location,1.0,0,0,[],[]
/_lib/_docscrape.py__is_at_section,1.0,0,0,[],[]
/_lib/_docscrape.py__is_show_member,1.0,0,0,[],[]
/_lib/_docscrape.py__parse,1.0,0,0,[],[]
/_lib/_docscrape.py__parse_index,1.0,0,0,[],[]
/_lib/_docscrape.py__parse_param_list,1.0,0,0,[],[]
/_lib/_docscrape.py__parse_see_also,1.0,0,0,[],[]
/_lib/_docscrape.py__parse_summary,1.0,0,0,[],[]
/_lib/_docscrape.py__read_sections,1.0,0,0,[],[]
/_lib/_docscrape.py__read_to_next_section,1.0,0,0,[],[]
/_lib/_docscrape.py__str_extended_summary,1.0,0,0,[],[]
/_lib/_docscrape.py__str_header,1.0,0,0,[],[]
/_lib/_docscrape.py__str_indent,1.0,0,0,[],[]
/_lib/_docscrape.py__str_index,1.0,0,0,[],[]
/_lib/_docscrape.py__str_param_list,1.0,0,0,[],[]
/_lib/_docscrape.py__str_section,1.0,0,0,[],[]
/_lib/_docscrape.py__str_see_also,1.0,0,0,[],[]
/_lib/_docscrape.py__str_signature,1.0,0,0,[],[]
/_lib/_docscrape.py__str_summary,1.0,0,0,[],[]
/_lib/_docscrape.py__strip,1.0,0,0,[],[]
/_lib/_docscrape.py_dedent_lines,1.0,0,0,[],[]
/_lib/_docscrape.py_eof,1.0,0,0,[],[]
/_lib/_docscrape.py_get_func,1.0,0,0,[],[]
/_lib/_docscrape.py_header,1.0,0,0,[],[]
/_lib/_docscrape.py_indent,1.0,0,0,[],[]
/_lib/_docscrape.py_is_empty,1.0,0,0,[],[]
/_lib/_docscrape.py_is_unindented,1.0,0,0,[],[]
/_lib/_docscrape.py_methods,1.0,0,0,[],[]
/_lib/_docscrape.py_parse_item_name,1.0,0,0,[],[]
/_lib/_docscrape.py_peek,1.0,0,0,[],[]
/_lib/_docscrape.py_properties,1.0,0,0,[],[]
/_lib/_docscrape.py_read,1.0,0,0,[],[]
/_lib/_docscrape.py_read_to_condition,1.0,0,0,[],[]
/_lib/_docscrape.py_read_to_next_empty_line,1.0,0,0,[],[]
/_lib/_docscrape.py_read_to_next_unindented_line,1.0,0,0,[],[]
/_lib/_docscrape.py_reset,1.0,0,0,[],[]
/_lib/_docscrape.py_seek_next_non_empty_line,1.0,0,0,[],[]
/_lib/_docscrape.py_splitlines_x,1.0,0,0,[],[]
/_lib/_docscrape.py_strip_blank_lines,1.0,0,0,[],[]
/_lib/_docscrape.py_strip_each_in,1.0,0,0,[],[]
/_lib/_finite_differences.py__central_diff_weights,1.0,0,0,[],[]
/_lib/_finite_differences.py__derivative,1.0,0,0,[],[]
/_lib/_fpumode.c_PyInit__fpumode,1.0,0,0,[],[]
/_lib/_fpumode.c_get_fpu_mode,1.0,0,0,[],[]
/_lib/_gcutils.py_assert_deallocated,1.0,0,0,[],[]
/_lib/_gcutils.py_gc_state,1.0,0,0,[],[]
/_lib/_gcutils.py_set_gc_state,1.0,0,0,[],[]
/_lib/_highs_utils.py__highs_dir,1.0,0,0,[],[]
/_lib/_pep440.py___eq__,1.0,0,0,[],[]
/_lib/_pep440.py___ge__,1.0,0,0,[],[]
/_lib/_pep440.py___gt__,1.0,0,0,[],[]
/_lib/_pep440.py___hash__,1.0,0,0,[],[]
/_lib/_pep440.py___init__,1.0,0,0,[],[]
/_lib/_pep440.py___le__,1.0,0,0,[],[]
/_lib/_pep440.py___lt__,1.0,0,0,[],[]
/_lib/_pep440.py___ne__,1.0,0,0,[],[]
/_lib/_pep440.py___neg__,1.0,0,0,[],[]
/_lib/_pep440.py___repr__,1.0,0,0,[],[]
/_lib/_pep440.py___str__,1.0,0,0,[],[]
/_lib/_pep440.py__compare,1.0,0,0,[],[]
/_lib/_pep440.py__legacy_cmpkey,1.0,0,0,[],[]
/_lib/_pep440.py__parse_letter_version,1.0,0,0,[],[]
/_lib/_pep440.py__parse_local_version,1.0,0,0,[],[]
/_lib/_pep440.py__parse_version_parts,1.0,0,0,[],[]
/_lib/_pep440.py_base_version,1.0,0,0,[],[]
/_lib/_pep440.py_is_postrelease,1.0,0,0,[],[]
/_lib/_pep440.py_is_prerelease,1.0,0,0,[],[]
/_lib/_pep440.py_local,1.0,0,0,[],[]
/_lib/_pep440.py_parse,1.0,0,0,[],[]
/_lib/_pep440.py_public,1.0,0,0,[],[]
/_lib/_testutils.py___call__,1.0,0,0,[],[]
/_lib/_testutils.py___init__,1.0,0,0,[],[]
/_lib/_testutils.py__get_mem_available,1.0,0,0,[],[]
/_lib/_testutils.py__parse_size,1.0,0,0,[],[]
/_lib/_testutils.py__pytest_has_xdist,1.0,0,0,[],[]
/_lib/_testutils.py_check_free_memory,1.0,0,0,[],[]
/_lib/_testutils.py_get_dtype,1.0,0,0,[],[]
/_lib/_testutils.py_get_max_dtype_list_length,1.0,0,0,[],[]
/_lib/_testutils.py_get_optional_args,1.0,0,0,[],[]
/_lib/_testutils.py_setup_method,1.0,0,0,[],[]
/_lib/_testutils.py_test_all_dtypes,1.0,0,0,[],[]
/_lib/_testutils.py_test_strided,0.0,1,0,['repeat'],[]
/_lib/_testutils.py_test_views,1.0,0,0,[],[]
/_lib/_threadsafety.py___enter__,1.0,0,0,[],[]
/_lib/_threadsafety.py___exit__,1.0,0,0,[],[]
/_lib/_threadsafety.py___init__,1.0,0,0,[],[]
/_lib/_threadsafety.py_caller,1.0,0,0,[],[]
/_lib/_threadsafety.py_decorate,1.0,0,0,[],[]
/_lib/_threadsafety.py_decorator,1.0,0,0,[],[]
/_lib/_threadsafety.py_non_reentrant,1.0,0,0,[],[]
/_lib/_tmpdirs.py_in_dir,1.0,0,0,[],[]
/_lib/_tmpdirs.py_in_tempdir,1.0,0,0,[],[]
/_lib/_tmpdirs.py_tempdir,1.0,0,0,[],[]
/_lib/_uarray/_backend.py___getitem__,1.0,0,0,[],[]
/_lib/_uarray/_backend.py___init__,1.0,0,0,[],[]
/_lib/_uarray/_backend.py___str__,1.0,0,0,[],[]
/_lib/_uarray/_backend.py___ua_convert__,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_all_of_type,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_clear_backends,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_create_multimethod,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_determine_backend,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_determine_backend_multi,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_get_defaults,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_get_state,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_inner,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_mark_as,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_outer,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_pickle_function,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_pickle_set_backend_context,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_pickle_skip_backend_context,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_pickle_state,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_register_backend,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_reset_state,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_set_backend,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_set_global_backend,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_set_state,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_skip_backend,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_unpickle_function,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_wrap_single_convertor,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_wrap_single_convertor_instance,1.0,0,0,[],[]
/_lib/_uarray/_backend.py_wrapper,1.0,0,0,[],[]
/_lib/_unuran_utils.py__unuran_dir,1.0,0,0,[],[]
/_lib/_util.py_Generator,1.0,0,0,[],[]
/_lib/_util.py___call__,1.0,0,0,[],[]
/_lib/_util.py___enter__,1.0,0,0,[],[]
/_lib/_util.py___exit__,1.0,0,0,[],[]
/_lib/_util.py___init__,1.0,0,0,[],[]
/_lib/_util.py__aligned_zeros,0.83,6,5,['empty' 'zeros' 'uint8' 'ndarray' 'dtype' 'zeros'],"['array_api._creation_functions.empty'
 'array_api._creation_functions.zeros' 'dtypes.uint8' 'dtypes.dtype'
 'pdarraycreation.zeros']"
/_lib/_util.py__argmin,1.0,3,3,['argmin' 'expand_dims' 'argmin'],"['array_api._searching_functions.argmin'
 'array_api._manipulation_functions.expand_dims' 'pdarrayclass.argmin']"
/_lib/_util.py__asarray_validated,0.43,7,3,"['ma.isMaskedArray' 'issubdtype' 'float64' 'asarray_chkfinite' 'asarray'
 'inexact' 'dtype']",['dtypes.float64' 'array_api._creation_functions.asarray' 'dtypes.dtype']
/_lib/_util.py__contains_nan,0.44,9,4,"['issubdtype' 'errstate' 'sum' 'ndarray' 'isnan' 'number' 'isnan'
 'inexact' 'sum']","['array_api._statistical_functions.sum'
 'array_api._elementwise_functions.isnan' 'numeric.isnan'
 'pdarrayclass.sum']"
/_lib/_util.py__first_nonnan,0.75,4,3,['take_along_axis' 'isnan' 'array' 'isnan'],"['array_api._elementwise_functions.isnan' 'pdarraycreation.array'
 'numeric.isnan']"
/_lib/_util.py__get_nan,0.8,5,4,['float64' 'asarray' 'half' 'array' 'result_type'],"['dtypes.float64' 'array_api._creation_functions.asarray'
 'pdarraycreation.array' 'array_api._data_type_functions.result_type']"
/_lib/_util.py__lazywhere,1.0,1,1,['array'],['pdarraycreation.array']
/_lib/_util.py__nan_allsame,1.0,4,4,['full' 'isnan' 'full' 'isnan'],"['array_api._creation_functions.full'
 'array_api._elementwise_functions.isnan' 'pdarraycreation.full'
 'numeric.isnan']"
/_lib/_util.py__prune_array,1.0,0,0,[],[]
/_lib/_util.py__rename_parameter,1.0,0,0,[],[]
/_lib/_util.py__rng_html_rewrite,0.0,1,0,['random.default_rng'],[]
/_lib/_util.py__rng_spawn,0.0,1,0,['random.Generator'],[]
/_lib/_util.py__validate_int,1.0,0,0,[],[]
/_lib/_util.py__wrapped,0.0,1,0,['random.default_rng'],[]
/_lib/_util.py_check_random_state,0.0,5,0,"['random.Generator' 'random.mtrand._rand' 'random' 'integer'
 'random.RandomState']",[]
/_lib/_util.py_close,1.0,0,0,[],[]
/_lib/_util.py_decorator,1.0,0,0,[],[]
/_lib/_util.py_float_factorial,0.0,1,0,['inf'],[]
/_lib/_util.py_getfullargspec_no_self,1.0,0,0,[],[]
/_lib/_util.py_join,1.0,0,0,[],[]
/_lib/_util.py_normalize_axis_index,1.0,0,0,[],[]
/_lib/_util.py_rng_integers,0.0,3,0,['random.RandomState' 'random.Generator' 'random.mtrand._rand'],[]
/_lib/_util.py_terminate,1.0,0,0,[],[]
/_lib/_util.py_wrapper,1.0,0,0,[],[]
/_lib/decorator.py___call__,1.0,0,0,[],[]
/_lib/decorator.py___init__,1.0,0,0,[],[]
/_lib/decorator.py__dispatch,1.0,0,0,[],[]
/_lib/decorator.py_ancestors,1.0,0,0,[],[]
/_lib/decorator.py_append,1.0,0,0,[],[]
/_lib/decorator.py_check,1.0,0,0,[],[]
/_lib/decorator.py_create,1.0,0,0,[],[]
/_lib/decorator.py_dec,1.0,0,0,[],[]
/_lib/decorator.py_decorate,1.0,0,0,[],[]
/_lib/decorator.py_dispatch_info,1.0,0,0,[],[]
/_lib/decorator.py_dispatch_on,1.0,0,0,[],[]
/_lib/decorator.py_gen_func_dec,1.0,0,0,[],[]
/_lib/decorator.py_get_init,1.0,0,0,[],[]
/_lib/decorator.py_getargspec,1.0,0,0,[],[]
/_lib/decorator.py_make,1.0,0,0,[],[]
/_lib/decorator.py_register,1.0,0,0,[],[]
/_lib/decorator.py_update,1.0,0,0,[],[]
/_lib/decorator.py_vancestors,1.0,0,0,[],[]
/_lib/deprecation.py___eq__,1.0,0,0,[],[]
/_lib/deprecation.py___hash__,1.0,0,0,[],[]
/_lib/deprecation.py___init__,1.0,0,0,[],[]
/_lib/deprecation.py__deprecate_positional_args,1.0,0,0,[],[]
/_lib/deprecation.py__deprecated,1.0,0,0,[],[]
/_lib/deprecation.py__inner_deprecate_positional_args,1.0,0,0,[],[]
/_lib/deprecation.py__sub_module_deprecation,1.0,0,0,[],[]
/_lib/deprecation.py_call,1.0,0,0,[],[]
/_lib/deprecation.py_deprecate_cython_api,1.0,0,0,[],[]
/_lib/deprecation.py_inner_f,1.0,0,0,[],[]
/_lib/deprecation.py_wrap,1.0,0,0,[],[]
/_lib/doccer.py__doc,1.0,0,0,[],[]
/_lib/doccer.py_decorate,1.0,0,0,[],[]
/_lib/doccer.py_doc_replace,1.0,0,0,[],[]
/_lib/doccer.py_docformat,1.0,0,0,[],[]
/_lib/doccer.py_extend_notes_in_docstring,1.0,0,0,[],[]
/_lib/doccer.py_filldoc,1.0,0,0,[],[]
/_lib/doccer.py_indentcount_lines,1.0,0,0,[],[]
/_lib/doccer.py_inherit_docstring_from,1.0,0,0,[],[]
/_lib/doccer.py_inner,1.0,0,0,[],[]
/_lib/doccer.py_replace_notes_in_docstring,1.0,0,0,[],[]
/_lib/doccer.py_unindent_dict,1.0,0,0,[],[]
/_lib/doccer.py_unindent_string,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_PyInit__test_ccallback,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_data_capsule_destructor,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_library_call_nodata,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_library_call_nonlocal,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_library_call_simple,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_test_call_nodata,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_test_call_nonlocal,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_test_call_simple,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_test_get_data_capsule,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_test_get_plus1_capsule,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_test_get_plus1b_capsule,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_test_get_plus1bc_capsule,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_test_plus1_callback,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_test_plus1b_callback,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_test_plus1bc_callback,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_test_thunk_nodata,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_test_thunk_nonlocal,1.0,0,0,[],[]
/_lib/src/_test_ccallback.c_test_thunk_simple,1.0,0,0,[],[]
/_lib/tests/test__gcutils.py_C,1.0,0,0,[],[]
/_lib/tests/test__gcutils.py___init__,1.0,0,0,[],[]
/_lib/tests/test__gcutils.py_test_assert_deallocated,1.0,0,0,[],[]
/_lib/tests/test__gcutils.py_test_assert_deallocated_circular,1.0,0,0,[],[]
/_lib/tests/test__gcutils.py_test_assert_deallocated_circular2,1.0,0,0,[],[]
/_lib/tests/test__gcutils.py_test_assert_deallocated_nodel,1.0,0,0,[],[]
/_lib/tests/test__gcutils.py_test_gc_state,1.0,0,0,[],[]
/_lib/tests/test__gcutils.py_test_set_gc_state,1.0,0,0,[],[]
/_lib/tests/test__pep440.py_test_alpha_beta_rc,1.0,0,0,[],[]
/_lib/tests/test__pep440.py_test_dev0_a_b_rc_mixed,1.0,0,0,[],[]
/_lib/tests/test__pep440.py_test_dev0_version,1.0,0,0,[],[]
/_lib/tests/test__pep440.py_test_dev_a_b_rc_mixed,1.0,0,0,[],[]
/_lib/tests/test__pep440.py_test_dev_version,1.0,0,0,[],[]
/_lib/tests/test__pep440.py_test_legacy_version,1.0,0,0,[],[]
/_lib/tests/test__pep440.py_test_main_versions,1.0,0,0,[],[]
/_lib/tests/test__pep440.py_test_raises,1.0,0,0,[],[]
/_lib/tests/test__pep440.py_test_version_1_point_10,1.0,0,0,[],[]
/_lib/tests/test__testutils.py_test__mem_available,1.0,0,0,[],[]
/_lib/tests/test__testutils.py_test__parse_size,1.0,0,0,[],[]
/_lib/tests/test__threadsafety.py_func,1.0,0,0,[],[]
/_lib/tests/test__threadsafety.py_test_parallel_threads,1.0,0,0,[],[]
/_lib/tests/test__threadsafety.py_test_reentering,1.0,0,0,[],[]
/_lib/tests/test__util.py__rv_generic,1.0,0,0,[],[]
/_lib/tests/test__util.py__rvs,1.0,0,0,[],[]
/_lib/tests/test__util.py_check,1.0,1,1,['dtype'],['dtypes.dtype']
/_lib/tests/test__util.py_f,1.0,0,0,[],[]
/_lib/tests/test__util.py_f2,1.0,0,0,[],[]
/_lib/tests/test__util.py_mock_str,0.0,1,0,['random.default_rng'],[]
/_lib/tests/test__util.py_old_keyword_deprecated,1.0,0,0,[],[]
/_lib/tests/test__util.py_old_keyword_still_accepted,1.0,0,0,[],[]
/_lib/tests/test__util.py_test__aligned_zeros,1.0,0,0,[],[]
/_lib/tests/test__util.py_test__rng_html_rewrite,1.0,0,0,[],[]
/_lib/tests/test__util.py_test_basic,1.0,0,0,[],[]
/_lib/tests/test__util.py_test_check_random_state,0.0,3,0,['random.PCG64' 'random.Generator' 'random.RandomState'],[]
/_lib/tests/test__util.py_test_contains_nan_1d,1.0,1,1,['array'],['pdarraycreation.array']
/_lib/tests/test__util.py_test_contains_nan_2d,1.0,1,1,['array'],['pdarraycreation.array']
/_lib/tests/test__util.py_test_getfullargspec_no_self,1.0,0,0,[],[]
/_lib/tests/test__util.py_test_mapwrapper_parallel,1.0,4,4,['arange' 'arange' 'sin' 'sin'],"['pdarraycreation.arange' 'array_api._creation_functions.arange'
 'numeric.sin' 'array_api._elementwise_functions.sin']"
/_lib/tests/test__util.py_test_mapwrapper_serial,1.0,4,4,['sin' 'arange' 'arange' 'sin'],"['array_api._elementwise_functions.sin'
 'array_api._creation_functions.arange' 'pdarraycreation.arange'
 'numeric.sin']"
/_lib/tests/test__util.py_test_old_keyword_deprecated,1.0,0,0,[],[]
/_lib/tests/test__util.py_test_old_keyword_still_accepted,1.0,0,0,[],[]
/_lib/tests/test__util.py_test_policy,1.0,1,1,['array'],['pdarraycreation.array']
/_lib/tests/test__util.py_test_pool,1.0,0,0,[],[]
/_lib/tests/test__util.py_test_rng_integers,0.67,6,4,['random.default_rng' 'min' 'max' 'max' 'random.RandomState' 'min'],"['array_api._statistical_functions.min' 'pdarrayclass.max'
 'array_api._statistical_functions.max' 'pdarrayclass.min']"
/_lib/tests/test__util.py_test_validate_int,1.0,0,0,[],[]
/_lib/tests/test__util.py_test_validate_int_bad,1.0,0,0,[],[]
/_lib/tests/test__util.py_test_validate_int_below_min,1.0,0,0,[],[]
/_lib/tests/test_array_api.py_test_array_likes,1.0,0,0,[],[]
/_lib/tests/test_array_api.py_test_array_namespace,1.0,1,1,['array'],['pdarraycreation.array']
/_lib/tests/test_array_api.py_test_asarray,1.0,2,2,['arange' 'arange'],['array_api._creation_functions.arange' 'pdarraycreation.arange']
/_lib/tests/test_array_api.py_test_check_scalar,1.0,0,0,[],[]
/_lib/tests/test_array_api.py_test_copy,1.0,0,0,[],[]
/_lib/tests/test_array_api.py_test_raises,0.67,3,2,['matrix' 'array' 'ma.array'],['pdarraycreation.array' 'pdarraycreation.array']
/_lib/tests/test_array_api.py_test_strict_checks,1.0,0,0,[],[]
/_lib/tests/test_boost_build.cpp_test,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_setup_method,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_at_least_one_field_name_required,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_attribute_access,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_constructor_incorrect_parameter,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_constructor_missing_parameter,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_explicit_module,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_extra_field_names_is_optional,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_extra_fields_per_instance,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_hash,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_identifiers_not_allowed,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_indexing,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_keyword_not_allowed_in_fields,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_leading_underscore_not_allowed,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_len,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_module,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_pickle,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_read_only_existing,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_read_only_new,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_repeated_field_names,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_repr,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_slice,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_tuple_like,1.0,0,0,[],[]
/_lib/tests/test_bunch.py_test_unpacking,1.0,0,0,[],[]
/_lib/tests/test_ccallback.py__get_cffi_func,1.0,0,0,[],[]
/_lib/tests/test_ccallback.py__get_ctypes_data,1.0,0,0,[],[]
/_lib/tests/test_ccallback.py_callback_python,1.0,0,0,[],[]
/_lib/tests/test_ccallback.py_check,1.0,0,0,[],[]
/_lib/tests/test_ccallback.py_func2,1.0,0,0,[],[]
/_lib/tests/test_ccallback.py_test_bad_callbacks,1.0,0,0,[],[]
/_lib/tests/test_ccallback.py_test_callbacks,1.0,0,0,[],[]
/_lib/tests/test_ccallback.py_test_signature_override,1.0,0,0,[],[]
/_lib/tests/test_ccallback.py_test_threadsafety,1.0,0,0,[],[]
/_lib/tests/test_deprecation.py_test_cython_api_deprecation,1.0,0,0,[],[]
/_lib/tests/test_import_cycles.py_test_public_modules_importable,1.0,0,0,[],[]
/_lib/tests/test_public_api.py_check_importable,1.0,0,0,[],[]
/_lib/tests/test_public_api.py_find_unexpected_members,1.0,0,0,[],[]
/_lib/tests/test_public_api.py_ignore_errors,1.0,0,0,[],[]
/_lib/tests/test_public_api.py_is_unexpected,1.0,0,0,[],[]
/_lib/tests/test_public_api.py_test_all_modules_are_expected,1.0,0,0,[],[]
/_lib/tests/test_public_api.py_test_all_modules_are_expected_2,1.0,0,0,[],[]
/_lib/tests/test_public_api.py_test_api_importable,1.0,0,0,[],[]
/_lib/tests/test_public_api.py_test_dir_testing,1.0,0,0,[],[]
/_lib/tests/test_public_api.py_test_misc_doccer_deprecation,1.0,0,0,[],[]
/_lib/tests/test_public_api.py_test_private_but_present_deprecation,1.0,0,0,[],[]
/_lib/tests/test_scipy_version.py_test_valid_scipy_version,1.0,0,0,[],[]
/_lib/tests/test_tmpdirs.py_test_given_directory,1.0,0,0,[],[]
/_lib/tests/test_tmpdirs.py_test_in_tempdir,1.0,0,0,[],[]
/_lib/tests/test_tmpdirs.py_test_tempdir,1.0,0,0,[],[]
/_lib/tests/test_warnings.py___init__,1.0,0,0,[],[]
/_lib/tests/test_warnings.py_test_warning_calls_filters,0.0,1,0,['matrix'],[]
/_lib/tests/test_warnings.py_test_warning_calls_stacklevels,1.0,0,0,[],[]
/_lib/tests/test_warnings.py_visit_Attribute,1.0,0,0,[],[]
/_lib/tests/test_warnings.py_visit_Call,1.0,0,0,[],[]
/_lib/tests/test_warnings.py_visit_Name,1.0,0,0,[],[]
/_lib/tests/test_warnings.py_warning_calls,1.0,0,0,[],[]
/cluster/hierarchy.py___eq__,1.0,0,0,[],[]
