,index,function_np,total_np_calls,num_pandas_funs_used_by,used_by_pandas,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
1188,1537,polynomial.laguerre.lagmulx,,,,lagmulx,numpy.polynomial.laguerre.lagmulx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagmulx.html,,,,False
1189,1538,polynomial.laguerre.lagone,,,,lagone,numpy.polynomial.laguerre.lagone,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagone.html,,,,False
1190,1539,polynomial.laguerre.lagpow,,,,lagpow,numpy.polynomial.laguerre.lagpow,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagpow.html,,,,False
1191,1540,polynomial.laguerre.lagroots,,,,lagroots,numpy.polynomial.laguerre.lagroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagroots.html,,,,False
1192,1541,polynomial.laguerre.lagsub,,,,lagsub,numpy.polynomial.laguerre.lagsub,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagsub.html,,,,False
1193,1542,polynomial.laguerre.lagtrim,,,,lagtrim,numpy.polynomial.laguerre.lagtrim,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagtrim.html,,,,False
1194,1543,polynomial.laguerre.Laguerre,,,,Laguerre,numpy.polynomial.laguerre.Laguerre,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.Laguerre.html,,,,False
1195,1544,polynomial.laguerre.lagval,,,,lagval,numpy.polynomial.laguerre.lagval,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagval.html,,,,False
1196,1545,polynomial.laguerre.lagval2d,,,,lagval2d,numpy.polynomial.laguerre.lagval2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagval2d.html,,,,False
1197,1546,polynomial.laguerre.lagval3d,,,,lagval3d,numpy.polynomial.laguerre.lagval3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagval3d.html,,,,False
1198,1547,polynomial.laguerre.lagvander,,,,lagvander,numpy.polynomial.laguerre.lagvander,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagvander.html,,,,False
1199,1548,polynomial.laguerre.lagvander2d,,,,lagvander2d,numpy.polynomial.laguerre.lagvander2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagvander2d.html,,,,False
1200,1549,polynomial.laguerre.lagvander3d,,,,lagvander3d,numpy.polynomial.laguerre.lagvander3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagvander3d.html,,,,False
1201,1550,polynomial.laguerre.lagweight,,,,lagweight,numpy.polynomial.laguerre.lagweight,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagweight.html,,,,False
1202,1551,polynomial.laguerre.lagx,,,,lagx,numpy.polynomial.laguerre.lagx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagx.html,,,,False
1203,1552,polynomial.laguerre.lagzero,,,,lagzero,numpy.polynomial.laguerre.lagzero,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.lagzero.html,,,,False
1204,1553,polynomial.laguerre.poly2lag,,,,poly2lag,numpy.polynomial.laguerre.poly2lag,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.laguerre.poly2lag.html,,,,False
1205,1554,polynomial.legendre.leg2poly,,,,leg2poly,numpy.polynomial.legendre.leg2poly,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.leg2poly.html,,,,False
1206,1555,polynomial.legendre.legadd,,,,legadd,numpy.polynomial.legendre.legadd,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legadd.html,,,,False
1207,1556,polynomial.legendre.legcompanion,,,,legcompanion,numpy.polynomial.legendre.legcompanion,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legcompanion.html,,,,False
1208,1557,polynomial.legendre.legder,,,,legder,numpy.polynomial.legendre.legder,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legder.html,,,,False
1209,1558,polynomial.legendre.legdiv,,,,legdiv,numpy.polynomial.legendre.legdiv,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legdiv.html,,,,False
1210,1559,polynomial.legendre.legdomain,,,,legdomain,numpy.polynomial.legendre.legdomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legdomain.html,,,,False
1211,1560,polynomial.legendre.Legendre,,,,Legendre,numpy.polynomial.legendre.Legendre,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.Legendre.html,,,,False
1212,1561,polynomial.legendre.legfit,,,,legfit,numpy.polynomial.legendre.legfit,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legfit.html,,,,False
1213,1562,polynomial.legendre.legfromroots,,,,legfromroots,numpy.polynomial.legendre.legfromroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legfromroots.html,,,,False
1214,1563,polynomial.legendre.leggauss,,,,leggauss,numpy.polynomial.legendre.leggauss,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.leggauss.html,,,,False
1215,1564,polynomial.legendre.leggrid2d,,,,leggrid2d,numpy.polynomial.legendre.leggrid2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.leggrid2d.html,,,,False
1216,1565,polynomial.legendre.leggrid3d,,,,leggrid3d,numpy.polynomial.legendre.leggrid3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.leggrid3d.html,,,,False
1217,1566,polynomial.legendre.legint,,,,legint,numpy.polynomial.legendre.legint,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legint.html,,,,False
1218,1567,polynomial.legendre.legline,,,,legline,numpy.polynomial.legendre.legline,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legline.html,,,,False
1219,1568,polynomial.legendre.legmul,,,,legmul,numpy.polynomial.legendre.legmul,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legmul.html,,,,False
1220,1569,polynomial.legendre.legmulx,,,,legmulx,numpy.polynomial.legendre.legmulx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legmulx.html,,,,False
1221,1570,polynomial.legendre.legone,,,,legone,numpy.polynomial.legendre.legone,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legone.html,,,,False
1222,1571,polynomial.legendre.legpow,,,,legpow,numpy.polynomial.legendre.legpow,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legpow.html,,,,False
1223,1572,polynomial.legendre.legroots,,,,legroots,numpy.polynomial.legendre.legroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legroots.html,,,,False
1224,1573,polynomial.legendre.legsub,,,,legsub,numpy.polynomial.legendre.legsub,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legsub.html,,,,False
1225,1574,polynomial.legendre.legtrim,,,,legtrim,numpy.polynomial.legendre.legtrim,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legtrim.html,,,,False
1226,1575,polynomial.legendre.legval,,,,legval,numpy.polynomial.legendre.legval,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legval.html,,,,False
1227,1576,polynomial.legendre.legval2d,,,,legval2d,numpy.polynomial.legendre.legval2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legval2d.html,,,,False
1228,1577,polynomial.legendre.legval3d,,,,legval3d,numpy.polynomial.legendre.legval3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legval3d.html,,,,False
1229,1578,polynomial.legendre.legvander,,,,legvander,numpy.polynomial.legendre.legvander,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legvander.html,,,,False
1230,1579,polynomial.legendre.legvander2d,,,,legvander2d,numpy.polynomial.legendre.legvander2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legvander2d.html,,,,False
1231,1580,polynomial.legendre.legvander3d,,,,legvander3d,numpy.polynomial.legendre.legvander3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legvander3d.html,,,,False
1232,1581,polynomial.legendre.legweight,,,,legweight,numpy.polynomial.legendre.legweight,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legweight.html,,,,False
1233,1582,polynomial.legendre.legx,,,,legx,numpy.polynomial.legendre.legx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legx.html,,,,False
1234,1583,polynomial.legendre.legzero,,,,legzero,numpy.polynomial.legendre.legzero,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legzero.html,,,,False
1235,1584,polynomial.legendre.poly2leg,,,,poly2leg,numpy.polynomial.legendre.poly2leg,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.poly2leg.html,,,,False
1236,1585,polynomial.polynomial.polycompanion,,,,polycompanion,numpy.polynomial.polynomial.polycompanion,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polycompanion.html,,,,False
1237,1586,polynomial.polynomial.polydomain,,,,polydomain,numpy.polynomial.polynomial.polydomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polydomain.html,,,,False
1238,1587,polynomial.polynomial.polyfromroots,,,,polyfromroots,numpy.polynomial.polynomial.polyfromroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyfromroots.html,,,,False
1239,1588,polynomial.polynomial.polygrid2d,,,,polygrid2d,numpy.polynomial.polynomial.polygrid2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polygrid2d.html,,,,False
1240,1589,polynomial.polynomial.polygrid3d,,,,polygrid3d,numpy.polynomial.polynomial.polygrid3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polygrid3d.html,,,,False
1241,1590,polynomial.polynomial.polyline,,,,polyline,numpy.polynomial.polynomial.polyline,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyline.html,,,,False
1242,1591,polynomial.polynomial.polymulx,,,,polymulx,numpy.polynomial.polynomial.polymulx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polymulx.html,,,,False
1243,1592,polynomial.polynomial.Polynomial,,,,Polynomial,numpy.polynomial.polynomial.Polynomial,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.Polynomial.html,,,,False
1244,1593,polynomial.polynomial.polyone,,,,polyone,numpy.polynomial.polynomial.polyone,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyone.html,,,,False
1245,1594,polynomial.polynomial.polypow,,,,polypow,numpy.polynomial.polynomial.polypow,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polypow.html,,,,False
1246,1595,polynomial.polynomial.polyroots,,,,polyroots,numpy.polynomial.polynomial.polyroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyroots.html,,,,False
1247,1596,polynomial.polynomial.polysub,,,,polysub,numpy.polynomial.polynomial.polysub,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polysub.html,,,,False
1248,1597,polysub,,,,polysub,numpy.polysub,https://numpy.org/doc/stable/reference/generated/numpy.polysub.html,,,,False
1249,1598,polynomial.polynomial.polytrim,,,,polytrim,numpy.polynomial.polynomial.polytrim,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polytrim.html,,,,False
1250,1599,polynomial.polynomial.polyval,,,,polyval,numpy.polynomial.polynomial.polyval,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyval.html,,,,False
1251,1600,polyval,,,,polyval,numpy.polyval,https://numpy.org/doc/stable/reference/generated/numpy.polyval.html,,,,False
1252,1601,polynomial.polynomial.polyval2d,,,,polyval2d,numpy.polynomial.polynomial.polyval2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyval2d.html,,,,False
1253,1602,polynomial.polynomial.polyval3d,,,,polyval3d,numpy.polynomial.polynomial.polyval3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyval3d.html,,,,False
1254,1603,polynomial.polynomial.polyvalfromroots,,,,polyvalfromroots,numpy.polynomial.polynomial.polyvalfromroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvalfromroots.html,,,,False
1255,1604,polynomial.polynomial.polyvander,,,,polyvander,numpy.polynomial.polynomial.polyvander,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvander.html,,,,False
1256,1605,polynomial.polynomial.polyvander2d,,,,polyvander2d,numpy.polynomial.polynomial.polyvander2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvander2d.html,,,,False
1257,1606,polynomial.polynomial.polyvander3d,,,,polyvander3d,numpy.polynomial.polynomial.polyvander3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvander3d.html,,,,False
1258,1607,polynomial.polynomial.polyx,,,,polyx,numpy.polynomial.polynomial.polyx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyx.html,,,,False
1259,1608,polynomial.polynomial.polyzero,,,,polyzero,numpy.polynomial.polynomial.polyzero,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyzero.html,,,,False
1260,1609,polynomial.polyutils.as_series,,,,as_series,numpy.polynomial.polyutils.as_series,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.as_series.html,,,,False
1261,1610,polynomial.polyutils.getdomain,,,,getdomain,numpy.polynomial.polyutils.getdomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.getdomain.html,,,,False
1262,1611,polynomial.polyutils.mapdomain,,,,mapdomain,numpy.polynomial.polyutils.mapdomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.mapdomain.html,,,,False
1263,1612,polynomial.polyutils.mapparms,,,,mapparms,numpy.polynomial.polyutils.mapparms,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.mapparms.html,,,,False
1264,1613,polynomial.polyutils.RankWarning,,,,RankWarning,numpy.polynomial.polyutils.RankWarning,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.RankWarning.html,,,,False
1265,1614,RankWarning,,,,RankWarning,numpy.RankWarning,https://numpy.org/doc/stable/reference/generated/numpy.RankWarning.html,,,,False
1266,1615,polynomial.polyutils.trimcoef,,,,trimcoef,numpy.polynomial.polyutils.trimcoef,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.trimcoef.html,,,,False
1267,1616,polynomial.polyutils.trimseq,,,,trimseq,numpy.polynomial.polyutils.trimseq,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.trimseq.html,,,,False
1268,1617,printoptions,,,,printoptions,numpy.printoptions,https://numpy.org/doc/stable/reference/generated/numpy.printoptions.html,,,,False
1269,1618,put_along_axis,,,,put_along_axis,numpy.put_along_axis,https://numpy.org/doc/stable/reference/generated/numpy.put_along_axis.html,,,,False
1270,1619,rad2deg,,,,rad2deg,numpy.rad2deg,https://numpy.org/doc/stable/reference/generated/numpy.rad2deg.html,arkouda.numeric.rad2deg,numeric.rad2deg,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.rad2deg,True
1271,1620,radians,,,,radians,numpy.radians,https://numpy.org/doc/stable/reference/generated/numpy.radians.html,,,,False
1272,1621,random.Generator.random,,,,random,numpy.random.Generator.random,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.random.html,,,,False
1273,1622,random.random,,,,random,numpy.random.random,https://numpy.org/doc/stable/reference/generated/numpy.random.random.html,,,,False
1274,1623,random.beta,,,,beta,numpy.random.beta,https://numpy.org/doc/stable/reference/generated/numpy.random.beta.html,,,,False
1275,1624,random.Generator.beta,,,,beta,numpy.random.Generator.beta,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.beta.html,,,,False
1276,1625,random.RandomState.beta,,,,beta,numpy.random.RandomState.beta,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.beta.html,,,,False
1277,1626,random.binomial,,,,binomial,numpy.random.binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.binomial.html,,,,False
1278,1627,random.Generator.binomial,,,,binomial,numpy.random.Generator.binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.binomial.html,,,,False
1279,1628,random.RandomState.binomial,,,,binomial,numpy.random.RandomState.binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.binomial.html,,,,False
1280,1629,random.bytes,,,,bytes,numpy.random.bytes,https://numpy.org/doc/stable/reference/generated/numpy.random.bytes.html,,,,False
1281,1630,random.Generator.bytes,,,,bytes,numpy.random.Generator.bytes,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.bytes.html,,,,False
1282,1631,random.RandomState.bytes,,,,bytes,numpy.random.RandomState.bytes,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.bytes.html,,,,False
1283,1632,random.chisquare,,,,chisquare,numpy.random.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.chisquare.html,arkouda.akscipy.chisquare,akscipy.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy.chisquare,True
1284,1633,random.chisquare,,,,chisquare,numpy.random.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.chisquare.html,arkouda.akscipy._stats_py.chisquare,akscipy._stats_py.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy._stats_py.chisquare,True
1285,1634,random.Generator.chisquare,,,,chisquare,numpy.random.Generator.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.chisquare.html,arkouda.akscipy.chisquare,akscipy.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy.chisquare,True
1286,1635,random.Generator.chisquare,,,,chisquare,numpy.random.Generator.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.chisquare.html,arkouda.akscipy._stats_py.chisquare,akscipy._stats_py.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy._stats_py.chisquare,True
1287,1636,random.RandomState.chisquare,,,,chisquare,numpy.random.RandomState.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.chisquare.html,arkouda.akscipy.chisquare,akscipy.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy.chisquare,True
1288,1637,random.RandomState.chisquare,,,,chisquare,numpy.random.RandomState.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.chisquare.html,arkouda.akscipy._stats_py.chisquare,akscipy._stats_py.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy._stats_py.chisquare,True
1289,1638,random.choice,,,,choice,numpy.random.choice,https://numpy.org/doc/stable/reference/generated/numpy.random.choice.html,,,,False
1290,1639,random.Generator.choice,,,,choice,numpy.random.Generator.choice,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.choice.html,,,,False
1291,1640,random.RandomState.choice,,,,choice,numpy.random.RandomState.choice,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.choice.html,,,,False
1292,1641,random.dirichlet,,,,dirichlet,numpy.random.dirichlet,https://numpy.org/doc/stable/reference/generated/numpy.random.dirichlet.html,,,,False
1293,1642,random.Generator.dirichlet,,,,dirichlet,numpy.random.Generator.dirichlet,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.dirichlet.html,,,,False
1294,1643,random.RandomState.dirichlet,,,,dirichlet,numpy.random.RandomState.dirichlet,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.dirichlet.html,,,,False
1295,1644,random.exponential,,,,exponential,numpy.random.exponential,https://numpy.org/doc/stable/reference/generated/numpy.random.exponential.html,,,,False
1296,1645,random.Generator.exponential,,,,exponential,numpy.random.Generator.exponential,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.exponential.html,,,,False
1297,1646,random.RandomState.exponential,,,,exponential,numpy.random.RandomState.exponential,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.exponential.html,,,,False
1298,1647,random.f,,,,f,numpy.random.f,https://numpy.org/doc/stable/reference/generated/numpy.random.f.html,,,,False
1299,1648,random.Generator.f,,,,f,numpy.random.Generator.f,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.f.html,,,,False
1300,1649,random.RandomState.f,,,,f,numpy.random.RandomState.f,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.f.html,,,,False
1301,1650,random.gamma,,,,gamma,numpy.random.gamma,https://numpy.org/doc/stable/reference/generated/numpy.random.gamma.html,,,,False
1302,1651,random.Generator.gamma,,,,gamma,numpy.random.Generator.gamma,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.gamma.html,,,,False
1303,1652,random.RandomState.gamma,,,,gamma,numpy.random.RandomState.gamma,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.gamma.html,,,,False
1304,1653,random.Generator.bit_generator,,,,bit_generator,numpy.random.Generator.bit_generator,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.bit_generator.html,,,,False
1305,1654,random.Generator.geometric,,,,geometric,numpy.random.Generator.geometric,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.geometric.html,,,,False
1306,1655,random.geometric,,,,geometric,numpy.random.geometric,https://numpy.org/doc/stable/reference/generated/numpy.random.geometric.html,,,,False
1307,1656,random.RandomState.geometric,,,,geometric,numpy.random.RandomState.geometric,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.geometric.html,,,,False
1308,1657,random.Generator.gumbel,,,,gumbel,numpy.random.Generator.gumbel,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.gumbel.html,,,,False
1309,1658,random.gumbel,,,,gumbel,numpy.random.gumbel,https://numpy.org/doc/stable/reference/generated/numpy.random.gumbel.html,,,,False
1310,1659,random.RandomState.gumbel,,,,gumbel,numpy.random.RandomState.gumbel,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.gumbel.html,,,,False
1311,1660,random.Generator.hypergeometric,,,,hypergeometric,numpy.random.Generator.hypergeometric,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.hypergeometric.html,,,,False
1312,1661,random.hypergeometric,,,,hypergeometric,numpy.random.hypergeometric,https://numpy.org/doc/stable/reference/generated/numpy.random.hypergeometric.html,,,,False
1313,1662,random.RandomState.hypergeometric,,,,hypergeometric,numpy.random.RandomState.hypergeometric,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.hypergeometric.html,,,,False
1314,1663,random.Generator.integers,,,,integers,numpy.random.Generator.integers,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.integers.html,,,,False
1315,1664,random.Generator.laplace,,,,laplace,numpy.random.Generator.laplace,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.laplace.html,,,,False
1316,1665,random.laplace,,,,laplace,numpy.random.laplace,https://numpy.org/doc/stable/reference/generated/numpy.random.laplace.html,,,,False
1317,1666,random.RandomState.laplace,,,,laplace,numpy.random.RandomState.laplace,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.laplace.html,,,,False
1318,1667,random.Generator.logistic,,,,logistic,numpy.random.Generator.logistic,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.logistic.html,,,,False
1319,1668,random.logistic,,,,logistic,numpy.random.logistic,https://numpy.org/doc/stable/reference/generated/numpy.random.logistic.html,,,,False
1320,1669,random.RandomState.logistic,,,,logistic,numpy.random.RandomState.logistic,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.logistic.html,,,,False
1321,1670,random.Generator.lognormal,,,,lognormal,numpy.random.Generator.lognormal,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.lognormal.html,,,,False
1322,1671,random.lognormal,,,,lognormal,numpy.random.lognormal,https://numpy.org/doc/stable/reference/generated/numpy.random.lognormal.html,,,,False
1323,1672,random.RandomState.lognormal,,,,lognormal,numpy.random.RandomState.lognormal,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.lognormal.html,,,,False
1324,1673,random.Generator.logseries,,,,logseries,numpy.random.Generator.logseries,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.logseries.html,,,,False
1325,1674,random.logseries,,,,logseries,numpy.random.logseries,https://numpy.org/doc/stable/reference/generated/numpy.random.logseries.html,,,,False
1326,1675,random.RandomState.logseries,,,,logseries,numpy.random.RandomState.logseries,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.logseries.html,,,,False
1327,1676,random.Generator.multinomial,,,,multinomial,numpy.random.Generator.multinomial,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.multinomial.html,,,,False
1328,1677,random.multinomial,,,,multinomial,numpy.random.multinomial,https://numpy.org/doc/stable/reference/generated/numpy.random.multinomial.html,,,,False
1329,1678,random.RandomState.multinomial,,,,multinomial,numpy.random.RandomState.multinomial,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.multinomial.html,,,,False
1330,1679,random.Generator.multivariate_hypergeometric,,,,multivariate_hypergeometric,numpy.random.Generator.multivariate_hypergeometric,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.multivariate_hypergeometric.html,,,,False
1331,1680,random.Generator.multivariate_normal,,,,multivariate_normal,numpy.random.Generator.multivariate_normal,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.multivariate_normal.html,,,,False
1332,1681,random.multivariate_normal,,,,multivariate_normal,numpy.random.multivariate_normal,https://numpy.org/doc/stable/reference/generated/numpy.random.multivariate_normal.html,,,,False
1333,1682,random.RandomState.multivariate_normal,,,,multivariate_normal,numpy.random.RandomState.multivariate_normal,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.multivariate_normal.html,,,,False
1334,1683,random.Generator.negative_binomial,,,,negative_binomial,numpy.random.Generator.negative_binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.negative_binomial.html,,,,False
1335,1684,random.negative_binomial,,,,negative_binomial,numpy.random.negative_binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.negative_binomial.html,,,,False
1336,1685,random.RandomState.negative_binomial,,,,negative_binomial,numpy.random.RandomState.negative_binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.negative_binomial.html,,,,False
1337,1686,random.Generator.noncentral_chisquare,,,,noncentral_chisquare,numpy.random.Generator.noncentral_chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.noncentral_chisquare.html,,,,False
1338,1687,random.noncentral_chisquare,,,,noncentral_chisquare,numpy.random.noncentral_chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.noncentral_chisquare.html,,,,False
1339,1688,random.RandomState.noncentral_chisquare,,,,noncentral_chisquare,numpy.random.RandomState.noncentral_chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.noncentral_chisquare.html,,,,False
1340,1689,random.Generator.noncentral_f,,,,noncentral_f,numpy.random.Generator.noncentral_f,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.noncentral_f.html,,,,False
1341,1690,random.noncentral_f,,,,noncentral_f,numpy.random.noncentral_f,https://numpy.org/doc/stable/reference/generated/numpy.random.noncentral_f.html,,,,False
1342,1691,random.RandomState.noncentral_f,,,,noncentral_f,numpy.random.RandomState.noncentral_f,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.noncentral_f.html,,,,False
1343,1692,random.Generator.normal,,,,normal,numpy.random.Generator.normal,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.normal.html,,,,False
