,index,function_np,total_np_calls,num_pandas_funs_used_by,used_by_pandas,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
0,0,nan,5318.0,1999.0,True,nan,numpy.nan,https://numpy.org/doc/stable/reference/generated/numpy.nan.html,,,,False
1,350,array,3615.0,1816.0,True,array,numpy.array,https://numpy.org/doc/stable/reference/generated/numpy.array.html,arkouda.pdarraycreation.array,pdarraycreation.array,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.array,True
2,351,random.default_rng,1923.0,1383.0,True,default_rng,numpy.random.default_rng,https://numpy.org/doc/stable/reference/generated/numpy.random.default_rng.html,,,,False
3,352,arange,1393.0,1012.0,True,arange,numpy.arange,https://numpy.org/doc/stable/reference/generated/numpy.arange.html,arkouda.pdarraycreation.arange,pdarraycreation.arange,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.arange,True
4,353,arange,1393.0,1012.0,True,arange,numpy.arange,https://numpy.org/doc/stable/reference/generated/numpy.arange.html,arkouda.array_api._creation_functions.arange,array_api._creation_functions.arange,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.arange,True
5,354,ndarray,852.0,593.0,True,ndarray,numpy.ndarray,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.html,,,,False
6,355,int64,671.0,444.0,True,int64,numpy.int64,https://numpy.org/doc/stable/reference/generated/numpy.int64.html,arkouda.dtypes.int64,dtypes.int64,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.int64,True
7,356,float64,551.0,410.0,True,float64,numpy.float64,https://numpy.org/doc/stable/reference/generated/numpy.float64.html,arkouda.dtypes.float64,dtypes.float64,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.float64,True
8,357,dtype,681.0,367.0,True,dtype,numpy.dtype,https://numpy.org/doc/stable/reference/generated/numpy.dtype.html,arkouda.dtypes.dtype,dtypes.dtype,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.dtype,True
9,358,intp,486.0,290.0,True,intp,numpy.intp,https://numpy.org/doc/stable/reference/generated/numpy.intp.html,,,,False
10,359,asarray,343.0,232.0,True,asarray,numpy.asarray,https://numpy.org/doc/stable/reference/generated/numpy.asarray.html,arkouda.array_api._creation_functions.asarray,array_api._creation_functions.asarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.asarray,True
11,360,shares_memory,527.0,231.0,True,shares_memory,numpy.shares_memory,https://numpy.org/doc/stable/reference/generated/numpy.shares_memory.html,,,,False
12,361,bool_,286.0,229.0,True,bool_,numpy.bool_,https://numpy.org/doc/stable/reference/generated/numpy.bool_.html,,,,False
13,362,datetime64,262.0,177.0,True,,,,,,,
14,363,timedelta64,291.0,167.0,True,,,,,,,
15,364,zeros,192.0,150.0,True,zeros,numpy.zeros,https://numpy.org/doc/stable/reference/generated/numpy.zeros.html,arkouda.pdarraycreation.zeros,pdarraycreation.zeros,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.zeros,True
16,365,zeros,192.0,150.0,True,zeros,numpy.zeros,https://numpy.org/doc/stable/reference/generated/numpy.zeros.html,arkouda.array_api._creation_functions.zeros,array_api._creation_functions.zeros,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.zeros,True
17,366,ones,187.0,149.0,True,ones,numpy.ones,https://numpy.org/doc/stable/reference/generated/numpy.ones.html,arkouda.pdarraycreation.ones,pdarraycreation.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.ones,True
18,367,ones,187.0,149.0,True,ones,numpy.ones,https://numpy.org/doc/stable/reference/generated/numpy.ones.html,arkouda.array_api._creation_functions.ones,array_api._creation_functions.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.ones,True
19,368,object_,171.0,114.0,True,,,,,,,
20,369,isnan,181.0,111.0,True,isnan,numpy.isnan,https://numpy.org/doc/stable/reference/generated/numpy.isnan.html,arkouda.numeric.isnan,numeric.isnan,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.isnan,True
21,370,isnan,181.0,111.0,True,isnan,numpy.isnan,https://numpy.org/doc/stable/reference/generated/numpy.isnan.html,arkouda.array_api._elementwise_functions.isnan,array_api._elementwise_functions.isnan,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.isnan,True
22,371,int32,250.0,108.0,True,int32,numpy.int32,https://numpy.org/doc/stable/reference/generated/numpy.int32.html,arkouda.dtypes.int32,dtypes.int32,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.int32,True
23,372,empty,89.0,68.0,True,empty,numpy.empty,https://numpy.org/doc/stable/reference/generated/numpy.empty.html,arkouda.array_api._creation_functions.empty,array_api._creation_functions.empty,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.empty,True
24,373,inf,133.0,63.0,True,inf,numpy.inf,https://numpy.org/doc/stable/reference/generated/numpy.inf.html,,,,False
25,374,repeat,92.0,63.0,True,repeat,numpy.repeat,https://numpy.org/doc/stable/reference/generated/numpy.repeat.html,,,,False
26,375,uint64,86.0,60.0,True,uint64,numpy.uint64,https://numpy.org/doc/stable/reference/generated/numpy.uint64.html,arkouda.dtypes.uint64,dtypes.uint64,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.uint64,True
27,376,float32,87.0,55.0,True,float32,numpy.float32,https://numpy.org/doc/stable/reference/generated/numpy.float32.html,arkouda.dtypes.float32,dtypes.float32,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.float32,True
28,377,errstate,61.0,55.0,True,errstate,numpy.errstate,https://numpy.org/doc/stable/reference/generated/numpy.errstate.html,,,,False
29,378,tile,57.0,49.0,True,tile,numpy.tile,https://numpy.org/doc/stable/reference/generated/numpy.tile.html,,,,False
30,379,concatenate,59.0,45.0,True,concatenate,numpy.concatenate,https://numpy.org/doc/stable/reference/generated/numpy.concatenate.html,arkouda.util.concatenate,util.concatenate,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.util.concatenate,True
31,380,concatenate,59.0,45.0,True,concatenate,numpy.concatenate,https://numpy.org/doc/stable/reference/generated/numpy.concatenate.html,arkouda.pdarraysetops.concatenate,pdarraysetops.concatenate,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.concatenate,True
32,381,int8,73.0,43.0,True,int8,numpy.int8,https://numpy.org/doc/stable/reference/generated/numpy.int8.html,arkouda.dtypes.int8,dtypes.int8,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.int8,True
33,382,mean,53.0,37.0,True,mean,numpy.mean,https://numpy.org/doc/stable/reference/generated/numpy.mean.html,arkouda.pdarrayclass.mean,pdarrayclass.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.mean,True
34,383,mean,53.0,37.0,True,mean,numpy.mean,https://numpy.org/doc/stable/reference/generated/numpy.mean.html,arkouda.array_api._statistical_functions.mean,array_api._statistical_functions.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.mean,True
35,384,where,52.0,37.0,True,where,numpy.where,https://numpy.org/doc/stable/reference/generated/numpy.where.html,arkouda.numeric.where,numeric.where,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.where,True
36,385,where,52.0,37.0,True,where,numpy.where,https://numpy.org/doc/stable/reference/generated/numpy.where.html,arkouda.array_api._searching_functions.where,array_api._searching_functions.where,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.where,True
37,386,linspace,42.0,36.0,True,linspace,numpy.linspace,https://numpy.org/doc/stable/reference/generated/numpy.linspace.html,arkouda.pdarraycreation.linspace,pdarraycreation.linspace,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.linspace,True
38,387,linspace,42.0,36.0,True,linspace,numpy.linspace,https://numpy.org/doc/stable/reference/generated/numpy.linspace.html,arkouda.array_api._creation_functions.linspace,array_api._creation_functions.linspace,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.linspace,True
39,388,iinfo,41.0,36.0,True,iinfo,numpy.iinfo,https://numpy.org/doc/stable/reference/generated/numpy.iinfo.html,,,,False
40,389,sum,45.0,31.0,True,sum,numpy.sum,https://numpy.org/doc/stable/reference/generated/numpy.sum.html,arkouda.pdarrayclass.sum,pdarrayclass.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sum,True
41,390,sum,45.0,31.0,True,sum,numpy.sum,https://numpy.org/doc/stable/reference/generated/numpy.sum.html,arkouda.array_api._statistical_functions.sum,array_api._statistical_functions.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.sum,True
42,391,int16,40.0,28.0,True,int16,numpy.int16,https://numpy.org/doc/stable/reference/generated/numpy.int16.html,arkouda.dtypes.int16,dtypes.int16,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.int16,True
43,392,abs,45.0,27.0,True,,,,,,,
44,393,integer,28.0,24.0,True,integer,numpy.integer,https://numpy.org/doc/stable/reference/generated/numpy.integer.html,,,,False
45,394,all,37.0,23.0,True,all,numpy.all,https://numpy.org/doc/stable/reference/generated/numpy.all.html,arkouda.pdarrayclass.all,pdarrayclass.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.all,True
46,395,all,37.0,23.0,True,all,numpy.all,https://numpy.org/doc/stable/reference/generated/numpy.all.html,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all,True
47,396,complex128,29.0,23.0,True,complex128,numpy.complex128,https://numpy.org/doc/stable/reference/generated/numpy.complex128.html,arkouda.dtypes.complex128,dtypes.complex128,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.complex128,True
48,397,uint8,25.0,22.0,True,uint8,numpy.uint8,https://numpy.org/doc/stable/reference/generated/numpy.uint8.html,arkouda.dtypes.uint8,dtypes.uint8,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.uint8,True
49,398,sort,31.0,21.0,True,sort,numpy.sort,https://numpy.org/doc/stable/reference/generated/numpy.sort.html,arkouda.sorting.sort,sorting.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.sort,True
50,399,sort,31.0,21.0,True,sort,numpy.sort,https://numpy.org/doc/stable/reference/generated/numpy.sort.html,arkouda.array_api._sorting_functions.sort,array_api._sorting_functions.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.sort,True
51,400,vstack,31.0,20.0,True,vstack,numpy.vstack,https://numpy.org/doc/stable/reference/generated/numpy.vstack.html,,,,False
52,401,number,23.0,18.0,True,number,numpy.number,https://numpy.org/doc/stable/reference/generated/numpy.number.html,,,,False
53,402,full,18.0,15.0,True,full,numpy.full,https://numpy.org/doc/stable/reference/generated/numpy.full.html,arkouda.pdarraycreation.full,pdarraycreation.full,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.full,True
54,403,full,18.0,15.0,True,full,numpy.full,https://numpy.org/doc/stable/reference/generated/numpy.full.html,arkouda.array_api._creation_functions.full,array_api._creation_functions.full,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.full,True
55,404,ufunc,15.0,15.0,True,,,,,,,
56,405,argsort,28.0,14.0,True,argsort,numpy.argsort,https://numpy.org/doc/stable/reference/generated/numpy.argsort.html,arkouda.sorting.argsort,sorting.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.argsort,True
57,406,argsort,28.0,14.0,True,argsort,numpy.argsort,https://numpy.org/doc/stable/reference/generated/numpy.argsort.html,arkouda.array_api._sorting_functions.argsort,array_api._sorting_functions.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.argsort,True
58,407,sqrt,26.0,14.0,True,sqrt,numpy.sqrt,https://numpy.org/doc/stable/reference/generated/numpy.sqrt.html,arkouda.pdarrayclass.sqrt,pdarrayclass.sqrt,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sqrt,True
59,408,sqrt,26.0,14.0,True,sqrt,numpy.sqrt,https://numpy.org/doc/stable/reference/generated/numpy.sqrt.html,arkouda.array_api._elementwise_functions.sqrt,array_api._elementwise_functions.sqrt,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.sqrt,True
60,409,any,20.0,14.0,True,any,numpy.any,https://numpy.org/doc/stable/reference/generated/numpy.any.html,arkouda.pdarrayclass.any,pdarrayclass.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.any,True
61,410,any,20.0,14.0,True,any,numpy.any,https://numpy.org/doc/stable/reference/generated/numpy.any.html,arkouda.array_api._utility_functions.any,array_api._utility_functions.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.any,True
62,411,str_,18.0,14.0,True,,,,,,,
63,412,percentile,22.0,13.0,True,percentile,numpy.percentile,https://numpy.org/doc/stable/reference/generated/numpy.percentile.html,,,,False
64,413,putmask,18.0,13.0,True,putmask,numpy.putmask,https://numpy.org/doc/stable/reference/generated/numpy.putmask.html,,,,False
65,414,unique,17.0,13.0,True,unique,numpy.unique,https://numpy.org/doc/stable/reference/generated/numpy.unique.html,arkouda.categorical.Categorical.unique,categorical.Categorical.unique,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.categorical.Categorical.unique,True
66,415,unique,17.0,13.0,True,unique,numpy.unique,https://numpy.org/doc/stable/reference/generated/numpy.unique.html,arkouda.groupbyclass.unique,groupbyclass.unique,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.unique,True
67,416,prod,13.0,13.0,True,prod,numpy.prod,https://numpy.org/doc/stable/reference/generated/numpy.prod.html,arkouda.pdarrayclass.prod,pdarrayclass.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.prod,True
68,417,prod,13.0,13.0,True,prod,numpy.prod,https://numpy.org/doc/stable/reference/generated/numpy.prod.html,arkouda.array_api._statistical_functions.prod,array_api._statistical_functions.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.prod,True
69,418,add,29.0,12.0,True,add,numpy.add,https://numpy.org/doc/stable/reference/generated/numpy.add.html,arkouda.array_api._elementwise_functions.add,array_api._elementwise_functions.add,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.add,True
70,419,delete,15.0,12.0,True,delete,numpy.delete,https://numpy.org/doc/stable/reference/generated/numpy.delete.html,,,,False
71,420,uint32,15.0,12.0,True,uint32,numpy.uint32,https://numpy.org/doc/stable/reference/generated/numpy.uint32.html,arkouda.dtypes.uint32,dtypes.uint32,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.uint32,True
72,421,eye,13.0,12.0,True,eye,numpy.eye,https://numpy.org/doc/stable/reference/generated/numpy.eye.html,arkouda.array_api._creation_functions.eye,array_api._creation_functions.eye,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.eye,True
73,422,allclose,14.0,11.0,True,allclose,numpy.allclose,https://numpy.org/doc/stable/reference/generated/numpy.allclose.html,,,,False
74,423,floating,14.0,11.0,True,floating,numpy.floating,https://numpy.org/doc/stable/reference/generated/numpy.floating.html,,,,False
75,424,newaxis,14.0,11.0,True,newaxis,numpy.newaxis,https://numpy.org/doc/stable/reference/generated/numpy.newaxis.html,,,,False
76,425,isfinite,12.0,11.0,True,isfinite,numpy.isfinite,https://numpy.org/doc/stable/reference/generated/numpy.isfinite.html,arkouda.numeric.isfinite,numeric.isfinite,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.isfinite,True
77,426,isfinite,12.0,11.0,True,isfinite,numpy.isfinite,https://numpy.org/doc/stable/reference/generated/numpy.isfinite.html,arkouda.array_api._elementwise_functions.isfinite,array_api._elementwise_functions.isfinite,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.isfinite,True
78,427,finfo,17.0,10.0,True,finfo,numpy.finfo,https://numpy.org/doc/stable/reference/generated/numpy.finfo.html,,,,False
79,428,max,16.0,10.0,True,max,numpy.max,https://numpy.org/doc/stable/reference/generated/numpy.max.html,arkouda.pdarrayclass.max,pdarrayclass.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.max,True
80,429,max,16.0,10.0,True,max,numpy.max,https://numpy.org/doc/stable/reference/generated/numpy.max.html,arkouda.array_api._statistical_functions.max,array_api._statistical_functions.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.max,True
81,430,min,16.0,10.0,True,min,numpy.min,https://numpy.org/doc/stable/reference/generated/numpy.min.html,arkouda.pdarrayclass.min,pdarrayclass.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.min,True
82,431,min,16.0,10.0,True,min,numpy.min,https://numpy.org/doc/stable/reference/generated/numpy.min.html,arkouda.array_api._statistical_functions.min,array_api._statistical_functions.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.min,True
83,432,isinf,13.0,10.0,True,isinf,numpy.isinf,https://numpy.org/doc/stable/reference/generated/numpy.isinf.html,arkouda.numeric.isinf,numeric.isinf,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.isinf,True
84,433,isinf,13.0,10.0,True,isinf,numpy.isinf,https://numpy.org/doc/stable/reference/generated/numpy.isinf.html,arkouda.array_api._elementwise_functions.isinf,array_api._elementwise_functions.isinf,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.isinf,True
85,434,cumsum,11.0,10.0,True,cumsum,numpy.cumsum,https://numpy.org/doc/stable/reference/generated/numpy.cumsum.html,arkouda.numeric.cumsum,numeric.cumsum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.cumsum,True
86,435,float16,11.0,10.0,True,float16,numpy.float16,https://numpy.org/doc/stable/reference/generated/numpy.float16.html,,,,False
87,436,sin,18.0,9.0,True,sin,numpy.sin,https://numpy.org/doc/stable/reference/generated/numpy.sin.html,arkouda.numeric.sin,numeric.sin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.sin,True
88,437,sin,18.0,9.0,True,sin,numpy.sin,https://numpy.org/doc/stable/reference/generated/numpy.sin.html,arkouda.array_api._elementwise_functions.sin,array_api._elementwise_functions.sin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.sin,True
89,438,result_type,16.0,9.0,True,result_type,numpy.result_type,https://numpy.org/doc/stable/reference/generated/numpy.result_type.html,arkouda.array_api._data_type_functions.result_type,array_api._data_type_functions.result_type,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._data_type_functions.result_type,True
90,439,append,13.0,9.0,True,append,numpy.append,https://numpy.org/doc/stable/reference/generated/numpy.append.html,,,,False
91,440,round,13.0,9.0,True,round,numpy.round,https://numpy.org/doc/stable/reference/generated/numpy.round.html,arkouda.numeric.round,numeric.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.round,True
92,441,round,13.0,9.0,True,round,numpy.round,https://numpy.org/doc/stable/reference/generated/numpy.round.html,arkouda.array_api._elementwise_functions.round,array_api._elementwise_functions.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.round,True
93,442,insert,12.0,9.0,True,insert,numpy.insert,https://numpy.org/doc/stable/reference/generated/numpy.insert.html,,,,False
94,443,complex64,11.0,9.0,True,complex64,numpy.complex64,https://numpy.org/doc/stable/reference/generated/numpy.complex64.html,arkouda.dtypes.complex64,dtypes.complex64,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.complex64,True
95,444,std,11.0,9.0,True,std,numpy.std,https://numpy.org/doc/stable/reference/generated/numpy.std.html,arkouda.pdarrayclass.std,pdarrayclass.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.std,True
96,445,std,11.0,9.0,True,std,numpy.std,https://numpy.org/doc/stable/reference/generated/numpy.std.html,arkouda.array_api._statistical_functions.std,array_api._statistical_functions.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.std,True
97,446,array_equal,10.0,9.0,True,array_equal,numpy.array_equal,https://numpy.org/doc/stable/reference/generated/numpy.array_equal.html,,,,False
98,447,datetime_data,9.0,9.0,True,datetime_data,numpy.datetime_data,https://numpy.org/doc/stable/reference/generated/numpy.datetime_data.html,,,,False
99,448,issubdtype,9.0,9.0,True,issubdtype,numpy.issubdtype,https://numpy.org/doc/stable/reference/generated/numpy.issubdtype.html,,,,False
100,449,argmin,15.0,8.0,True,argmin,numpy.argmin,https://numpy.org/doc/stable/reference/generated/numpy.argmin.html,arkouda.pdarrayclass.argmin,pdarrayclass.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmin,True
101,450,argmin,15.0,8.0,True,argmin,numpy.argmin,https://numpy.org/doc/stable/reference/generated/numpy.argmin.html,arkouda.array_api._searching_functions.argmin,array_api._searching_functions.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmin,True
102,451,argmax,14.0,8.0,True,argmax,numpy.argmax,https://numpy.org/doc/stable/reference/generated/numpy.argmax.html,arkouda.pdarrayclass.argmax,pdarrayclass.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmax,True
103,452,argmax,14.0,8.0,True,argmax,numpy.argmax,https://numpy.org/doc/stable/reference/generated/numpy.argmax.html,arkouda.array_api._searching_functions.argmax,array_api._searching_functions.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmax,True
104,453,r_,14.0,8.0,True,r_,numpy.r_,https://numpy.org/doc/stable/reference/generated/numpy.r_.html,,,,False
105,454,modf,12.0,8.0,True,modf,numpy.modf,https://numpy.org/doc/stable/reference/generated/numpy.modf.html,,,,False
106,455,take,11.0,8.0,True,take,numpy.take,https://numpy.org/doc/stable/reference/generated/numpy.take.html,arkouda.array_api._indexing_functions.take,array_api._indexing_functions.take,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._indexing_functions.take,True
107,456,hstack,10.0,8.0,True,hstack,numpy.hstack,https://numpy.org/doc/stable/reference/generated/numpy.hstack.html,,,,False
108,457,bincount,9.0,8.0,True,bincount,numpy.bincount,https://numpy.org/doc/stable/reference/generated/numpy.bincount.html,,,,False
109,458,isnat,9.0,8.0,True,isnat,numpy.isnat,https://numpy.org/doc/stable/reference/generated/numpy.isnat.html,,,,False
110,459,corrcoef,13.0,6.0,True,corrcoef,numpy.corrcoef,https://numpy.org/doc/stable/reference/generated/numpy.corrcoef.html,,,,False
111,460,lexsort,8.0,6.0,True,lexsort,numpy.lexsort,https://numpy.org/doc/stable/reference/generated/numpy.lexsort.html,,,,False
112,461,uint16,8.0,6.0,True,uint16,numpy.uint16,https://numpy.org/doc/stable/reference/generated/numpy.uint16.html,arkouda.dtypes.uint16,dtypes.uint16,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.uint16,True
113,462,zeros_like,8.0,6.0,True,zeros_like,numpy.zeros_like,https://numpy.org/doc/stable/reference/generated/numpy.zeros_like.html,arkouda.pdarraycreation.zeros_like,pdarraycreation.zeros_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.zeros_like,True
114,463,zeros_like,8.0,6.0,True,zeros_like,numpy.zeros_like,https://numpy.org/doc/stable/reference/generated/numpy.zeros_like.html,arkouda.array_api._creation_functions.zeros_like,array_api._creation_functions.zeros_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.zeros_like,True
115,464,log,7.0,6.0,True,log,numpy.log,https://numpy.org/doc/stable/reference/generated/numpy.log.html,arkouda.numeric.log,numeric.log,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.log,True
116,465,log,7.0,6.0,True,log,numpy.log,https://numpy.org/doc/stable/reference/generated/numpy.log.html,arkouda.array_api._elementwise_functions.log,array_api._elementwise_functions.log,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.log,True
117,466,median,7.0,6.0,True,median,numpy.median,https://numpy.org/doc/stable/reference/generated/numpy.median.html,,,,False
118,467,nonzero,7.0,6.0,True,nonzero,numpy.nonzero,https://numpy.org/doc/stable/reference/generated/numpy.nonzero.html,arkouda.array_api._searching_functions.nonzero,array_api._searching_functions.nonzero,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.nonzero,True
119,468,diff,6.0,6.0,True,diff,numpy.diff,https://numpy.org/doc/stable/reference/generated/numpy.diff.html,,,,False
120,469,ndim,6.0,6.0,True,,,,,,,
121,470,ones_like,6.0,6.0,True,ones_like,numpy.ones_like,https://numpy.org/doc/stable/reference/generated/numpy.ones_like.html,arkouda.pdarraycreation.ones_like,pdarraycreation.ones_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.ones_like,True
