,index,function_np,total_np_calls,num_statsmodels_funs_used_by,used_by_statsmodels,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
316,665,fft.ifft,1.0,1.0,True,ifft,numpy.fft.ifft,https://numpy.org/doc/stable/reference/generated/numpy.fft.ifft.html,,,,False
317,666,fft.irfft,1.0,1.0,True,irfft,numpy.fft.irfft,https://numpy.org/doc/stable/reference/generated/numpy.fft.irfft.html,,,,False
318,667,fft.rfft,1.0,1.0,True,rfft,numpy.fft.rfft,https://numpy.org/doc/stable/reference/generated/numpy.fft.rfft.html,,,,False
319,668,flipud,1.0,1.0,True,flipud,numpy.flipud,https://numpy.org/doc/stable/reference/generated/numpy.flipud.html,,,,False
320,669,float,1.0,1.0,True,,,,,,,
321,670,float_,1.0,1.0,True,float_,numpy.float_,https://numpy.org/doc/stable/reference/generated/numpy.float_.html,,,,False
322,671,floating,1.0,1.0,True,floating,numpy.floating,https://numpy.org/doc/stable/reference/generated/numpy.floating.html,,,,False
323,672,hsplit,1.0,1.0,True,hsplit,numpy.hsplit,https://numpy.org/doc/stable/reference/generated/numpy.hsplit.html,,,,False
324,673,indices,1.0,1.0,True,indices,numpy.indices,https://numpy.org/doc/stable/reference/generated/numpy.indices.html,,,,False
325,674,iscomplexobj,1.0,1.0,True,iscomplexobj,numpy.iscomplexobj,https://numpy.org/doc/stable/reference/generated/numpy.iscomplexobj.html,,,,False
326,675,isnumber,1.0,1.0,True,,,,,,,
327,676,isreal,1.0,1.0,True,isreal,numpy.isreal,https://numpy.org/doc/stable/reference/generated/numpy.isreal.html,,,,False
328,677,linalg.matrix_power,1.0,1.0,True,matrix_power,numpy.linalg.matrix_power,https://numpy.org/doc/stable/reference/generated/numpy.linalg.matrix_power.html,,,,False
329,678,logspace,1.0,1.0,True,logspace,numpy.logspace,https://numpy.org/doc/stable/reference/generated/numpy.logspace.html,,,,False
330,679,ma.allclose,1.0,1.0,True,allclose,numpy.ma.allclose,https://numpy.org/doc/stable/reference/generated/numpy.ma.allclose.html,,,,False
331,680,ma.core.MaskedArray,1.0,1.0,True,,,,,,,
332,681,maximum.reduce,1.0,1.0,True,,,,,,,
333,682,minimum.accumulate,1.0,1.0,True,,,,,,,
334,683,mod,1.0,1.0,True,mod,numpy.mod,https://numpy.org/doc/stable/reference/generated/numpy.mod.html,arkouda.pdarrayclass.mod,pdarrayclass.mod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.mod,True
335,684,nanmax,1.0,1.0,True,nanmax,numpy.nanmax,https://numpy.org/doc/stable/reference/generated/numpy.nanmax.html,,,,False
336,685,nanmin,1.0,1.0,True,nanmin,numpy.nanmin,https://numpy.org/doc/stable/reference/generated/numpy.nanmin.html,,,,False
337,686,nanvar,1.0,1.0,True,nanvar,numpy.nanvar,https://numpy.org/doc/stable/reference/generated/numpy.nanvar.html,,,,False
338,687,ndindex,1.0,1.0,True,ndindex,numpy.ndindex,https://numpy.org/doc/stable/reference/generated/numpy.ndindex.html,,,,False
339,688,object_,1.0,1.0,True,,,,,,,
340,689,partition,1.0,1.0,True,partition,numpy.partition,https://numpy.org/doc/stable/reference/generated/numpy.partition.html,,,,False
341,690,polynomial.Polynomial.fromroots,1.0,1.0,True,,,,,,,
342,691,random.chisquare,1.0,1.0,True,chisquare,numpy.random.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.chisquare.html,arkouda.akscipy.chisquare,akscipy.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy.chisquare,True
343,692,random.chisquare,1.0,1.0,True,chisquare,numpy.random.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.chisquare.html,arkouda.akscipy._stats_py.chisquare,akscipy._stats_py.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy._stats_py.chisquare,True
344,693,random.multinomial,1.0,1.0,True,multinomial,numpy.random.multinomial,https://numpy.org/doc/stable/reference/generated/numpy.random.multinomial.html,,,,False
345,694,random.negative_binomial,1.0,1.0,True,negative_binomial,numpy.random.negative_binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.negative_binomial.html,,,,False
346,695,random.set_state,1.0,1.0,True,set_state,numpy.random.set_state,https://numpy.org/doc/stable/reference/generated/numpy.random.set_state.html,,,,False
347,696,rec.recarray,1.0,1.0,True,,,,,,,
348,697,resid,1.0,1.0,True,,,,,,,
349,698,resize,1.0,1.0,True,resize,numpy.resize,https://numpy.org/doc/stable/reference/generated/numpy.resize.html,,,,False
350,699,savez,1.0,1.0,True,savez,numpy.savez,https://numpy.org/doc/stable/reference/generated/numpy.savez.html,,,,False
351,700,seasonal,1.0,1.0,True,,,,,,,
352,701,swapaxes,1.0,1.0,True,swapaxes,numpy.swapaxes,https://numpy.org/doc/stable/reference/generated/numpy.swapaxes.html,,,,False
353,702,trend,1.0,1.0,True,,,,,,,
354,703,tril,1.0,1.0,True,tril,numpy.tril,https://numpy.org/doc/stable/reference/generated/numpy.tril.html,arkouda.array_api._creation_functions.tril,array_api._creation_functions.tril,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.tril,True
355,704,triu,1.0,1.0,True,triu,numpy.triu,https://numpy.org/doc/stable/reference/generated/numpy.triu.html,arkouda.array_api._creation_functions.triu,array_api._creation_functions.triu,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.triu,True
356,705,union1d,1.0,1.0,True,union1d,numpy.union1d,https://numpy.org/doc/stable/reference/generated/numpy.union1d.html,arkouda.pdarraysetops.union1d,pdarraysetops.union1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.union1d,True
357,706,vectorize,1.0,1.0,True,vectorize,numpy.vectorize,https://numpy.org/doc/stable/reference/generated/numpy.vectorize.html,,,,False
358,707,void,1.0,1.0,True,,,,,,,
359,708,char.add,,,,add,numpy.char.add,https://numpy.org/doc/stable/reference/generated/numpy.char.add.html,arkouda.array_api._elementwise_functions.add,array_api._elementwise_functions.add,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.add,True
360,709,ma.all,,,,all,numpy.ma.all,https://numpy.org/doc/stable/reference/generated/numpy.ma.all.html,arkouda.pdarrayclass.all,pdarrayclass.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.all,True
361,710,ma.all,,,,all,numpy.ma.all,https://numpy.org/doc/stable/reference/generated/numpy.ma.all.html,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all,True
362,711,ma.MaskedArray.all,,,,all,numpy.ma.MaskedArray.all,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.all.html,arkouda.pdarrayclass.all,pdarrayclass.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.all,True
363,712,ma.MaskedArray.all,,,,all,numpy.ma.MaskedArray.all,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.all.html,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all,True
364,713,matrix.all,,,,all,numpy.matrix.all,https://numpy.org/doc/stable/reference/generated/numpy.matrix.all.html,arkouda.pdarrayclass.all,pdarrayclass.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.all,True
365,714,matrix.all,,,,all,numpy.matrix.all,https://numpy.org/doc/stable/reference/generated/numpy.matrix.all.html,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all,True
366,715,ndarray.all,,,,all,numpy.ndarray.all,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.all.html,arkouda.pdarrayclass.all,pdarrayclass.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.all,True
367,716,ndarray.all,,,,all,numpy.ndarray.all,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.all.html,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all,True
368,717,amax,,,,amax,numpy.amax,https://numpy.org/doc/stable/reference/generated/numpy.amax.html,,,,False
369,718,amin,,,,amin,numpy.amin,https://numpy.org/doc/stable/reference/generated/numpy.amin.html,,,,False
370,719,angle,,,,angle,numpy.angle,https://numpy.org/doc/stable/reference/generated/numpy.angle.html,,,,False
371,720,ma.any,,,,any,numpy.ma.any,https://numpy.org/doc/stable/reference/generated/numpy.ma.any.html,arkouda.pdarrayclass.any,pdarrayclass.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.any,True
372,721,ma.any,,,,any,numpy.ma.any,https://numpy.org/doc/stable/reference/generated/numpy.ma.any.html,arkouda.array_api._utility_functions.any,array_api._utility_functions.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.any,True
373,722,ma.MaskedArray.any,,,,any,numpy.ma.MaskedArray.any,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.any.html,arkouda.pdarrayclass.any,pdarrayclass.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.any,True
374,723,ma.MaskedArray.any,,,,any,numpy.ma.MaskedArray.any,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.any.html,arkouda.array_api._utility_functions.any,array_api._utility_functions.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.any,True
375,724,matrix.any,,,,any,numpy.matrix.any,https://numpy.org/doc/stable/reference/generated/numpy.matrix.any.html,arkouda.pdarrayclass.any,pdarrayclass.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.any,True
376,725,matrix.any,,,,any,numpy.matrix.any,https://numpy.org/doc/stable/reference/generated/numpy.matrix.any.html,arkouda.array_api._utility_functions.any,array_api._utility_functions.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.any,True
377,726,ndarray.any,,,,any,numpy.ndarray.any,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.any.html,arkouda.pdarrayclass.any,pdarrayclass.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.any,True
378,727,ndarray.any,,,,any,numpy.ndarray.any,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.any.html,arkouda.array_api._utility_functions.any,array_api._utility_functions.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.any,True
379,728,ma.append,,,,append,numpy.ma.append,https://numpy.org/doc/stable/reference/generated/numpy.ma.append.html,,,,False
380,729,ma.apply_along_axis,,,,apply_along_axis,numpy.ma.apply_along_axis,https://numpy.org/doc/stable/reference/generated/numpy.ma.apply_along_axis.html,,,,False
381,730,ma.apply_over_axes,,,,apply_over_axes,numpy.ma.apply_over_axes,https://numpy.org/doc/stable/reference/generated/numpy.ma.apply_over_axes.html,,,,False
382,731,ma.arange,,,,arange,numpy.ma.arange,https://numpy.org/doc/stable/reference/generated/numpy.ma.arange.html,arkouda.pdarraycreation.arange,pdarraycreation.arange,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.arange,True
383,732,ma.arange,,,,arange,numpy.ma.arange,https://numpy.org/doc/stable/reference/generated/numpy.ma.arange.html,arkouda.array_api._creation_functions.arange,array_api._creation_functions.arange,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.arange,True
384,733,emath.arccos,,,,arccos,numpy.emath.arccos,https://numpy.org/doc/stable/reference/generated/numpy.emath.arccos.html,arkouda.numeric.arccos,numeric.arccos,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arccos,True
385,734,arccosh,,,,arccosh,numpy.arccosh,https://numpy.org/doc/stable/reference/generated/numpy.arccosh.html,arkouda.numeric.arccosh,numeric.arccosh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arccosh,True
386,735,emath.arcsin,,,,arcsin,numpy.emath.arcsin,https://numpy.org/doc/stable/reference/generated/numpy.emath.arcsin.html,arkouda.numeric.arcsin,numeric.arcsin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arcsin,True
387,736,arcsinh,,,,arcsinh,numpy.arcsinh,https://numpy.org/doc/stable/reference/generated/numpy.arcsinh.html,arkouda.numeric.arcsinh,numeric.arcsinh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arcsinh,True
388,737,emath.arctanh,,,,arctanh,numpy.emath.arctanh,https://numpy.org/doc/stable/reference/generated/numpy.emath.arctanh.html,arkouda.numeric.arctanh,numeric.arctanh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arctanh,True
389,738,ma.argmax,,,,argmax,numpy.ma.argmax,https://numpy.org/doc/stable/reference/generated/numpy.ma.argmax.html,arkouda.pdarrayclass.argmax,pdarrayclass.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmax,True
390,739,ma.argmax,,,,argmax,numpy.ma.argmax,https://numpy.org/doc/stable/reference/generated/numpy.ma.argmax.html,arkouda.array_api._searching_functions.argmax,array_api._searching_functions.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmax,True
391,740,ma.MaskedArray.argmax,,,,argmax,numpy.ma.MaskedArray.argmax,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.argmax.html,arkouda.pdarrayclass.argmax,pdarrayclass.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmax,True
392,741,ma.MaskedArray.argmax,,,,argmax,numpy.ma.MaskedArray.argmax,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.argmax.html,arkouda.array_api._searching_functions.argmax,array_api._searching_functions.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmax,True
393,742,matrix.argmax,,,,argmax,numpy.matrix.argmax,https://numpy.org/doc/stable/reference/generated/numpy.matrix.argmax.html,arkouda.pdarrayclass.argmax,pdarrayclass.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmax,True
394,743,matrix.argmax,,,,argmax,numpy.matrix.argmax,https://numpy.org/doc/stable/reference/generated/numpy.matrix.argmax.html,arkouda.array_api._searching_functions.argmax,array_api._searching_functions.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmax,True
395,744,ndarray.argmax,,,,argmax,numpy.ndarray.argmax,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argmax.html,arkouda.pdarrayclass.argmax,pdarrayclass.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmax,True
396,745,ndarray.argmax,,,,argmax,numpy.ndarray.argmax,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argmax.html,arkouda.array_api._searching_functions.argmax,array_api._searching_functions.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmax,True
397,746,ma.argmin,,,,argmin,numpy.ma.argmin,https://numpy.org/doc/stable/reference/generated/numpy.ma.argmin.html,arkouda.pdarrayclass.argmin,pdarrayclass.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmin,True
398,747,ma.argmin,,,,argmin,numpy.ma.argmin,https://numpy.org/doc/stable/reference/generated/numpy.ma.argmin.html,arkouda.array_api._searching_functions.argmin,array_api._searching_functions.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmin,True
399,748,ma.MaskedArray.argmin,,,,argmin,numpy.ma.MaskedArray.argmin,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.argmin.html,arkouda.pdarrayclass.argmin,pdarrayclass.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmin,True
400,749,ma.MaskedArray.argmin,,,,argmin,numpy.ma.MaskedArray.argmin,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.argmin.html,arkouda.array_api._searching_functions.argmin,array_api._searching_functions.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmin,True
401,750,matrix.argmin,,,,argmin,numpy.matrix.argmin,https://numpy.org/doc/stable/reference/generated/numpy.matrix.argmin.html,arkouda.pdarrayclass.argmin,pdarrayclass.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmin,True
402,751,matrix.argmin,,,,argmin,numpy.matrix.argmin,https://numpy.org/doc/stable/reference/generated/numpy.matrix.argmin.html,arkouda.array_api._searching_functions.argmin,array_api._searching_functions.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmin,True
403,752,ndarray.argmin,,,,argmin,numpy.ndarray.argmin,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argmin.html,arkouda.pdarrayclass.argmin,pdarrayclass.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmin,True
404,753,ndarray.argmin,,,,argmin,numpy.ndarray.argmin,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.argmin.html,arkouda.array_api._searching_functions.argmin,array_api._searching_functions.argmin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmin,True
