,index,function_np,total_np_calls,num_scipy_funs_used_by,used_by_scipy,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
838,1187,ma.fix_invalid,,,,fix_invalid,numpy.ma.fix_invalid,https://numpy.org/doc/stable/reference/generated/numpy.ma.fix_invalid.html,,,,False
839,1188,ma.flatnotmasked_contiguous,,,,flatnotmasked_contiguous,numpy.ma.flatnotmasked_contiguous,https://numpy.org/doc/stable/reference/generated/numpy.ma.flatnotmasked_contiguous.html,,,,False
840,1189,ma.flatnotmasked_edges,,,,flatnotmasked_edges,numpy.ma.flatnotmasked_edges,https://numpy.org/doc/stable/reference/generated/numpy.ma.flatnotmasked_edges.html,,,,False
841,1190,ma.getdata,,,,getdata,numpy.ma.getdata,https://numpy.org/doc/stable/reference/generated/numpy.ma.getdata.html,,,,False
842,1191,ma.harden_mask,,,,harden_mask,numpy.ma.harden_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.harden_mask.html,,,,False
843,1192,ma.MaskedArray.harden_mask,,,,harden_mask,numpy.ma.MaskedArray.harden_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.harden_mask.html,,,,False
844,1193,ma.innerproduct,,,,innerproduct,numpy.ma.innerproduct,https://numpy.org/doc/stable/reference/generated/numpy.ma.innerproduct.html,,,,False
845,1194,ma.is_mask,,,,is_mask,numpy.ma.is_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.is_mask.html,,,,False
846,1195,ma.isarray,,,,isarray,numpy.ma.isarray,https://numpy.org/doc/stable/reference/generated/numpy.ma.isarray.html,,,,False
847,1196,ma.isMA,,,,isMA,numpy.ma.isMA,https://numpy.org/doc/stable/reference/generated/numpy.ma.isMA.html,,,,False
848,1197,ma.make_mask,,,,make_mask,numpy.ma.make_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.make_mask.html,,,,False
849,1198,ma.make_mask_descr,,,,make_mask_descr,numpy.ma.make_mask_descr,https://numpy.org/doc/stable/reference/generated/numpy.ma.make_mask_descr.html,,,,False
850,1199,ma.make_mask_none,,,,make_mask_none,numpy.ma.make_mask_none,https://numpy.org/doc/stable/reference/generated/numpy.ma.make_mask_none.html,,,,False
851,1200,ma.mask_cols,,,,mask_cols,numpy.ma.mask_cols,https://numpy.org/doc/stable/reference/generated/numpy.ma.mask_cols.html,,,,False
852,1201,ma.mask_or,,,,mask_or,numpy.ma.mask_or,https://numpy.org/doc/stable/reference/generated/numpy.ma.mask_or.html,,,,False
853,1202,ma.mask_rowcols,,,,mask_rowcols,numpy.ma.mask_rowcols,https://numpy.org/doc/stable/reference/generated/numpy.ma.mask_rowcols.html,,,,False
854,1203,ma.mask_rows,,,,mask_rows,numpy.ma.mask_rows,https://numpy.org/doc/stable/reference/generated/numpy.ma.mask_rows.html,,,,False
855,1204,ma.masked_all_like,,,,masked_all_like,numpy.ma.masked_all_like,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_all_like.html,,,,False
856,1205,ma.masked_array.mask,,,,mask,numpy.ma.masked_array.mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_array.mask.html,,,,False
857,1206,ma.masked_greater_equal,,,,masked_greater_equal,numpy.ma.masked_greater_equal,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_greater_equal.html,,,,False
858,1207,ma.masked_inside,,,,masked_inside,numpy.ma.masked_inside,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_inside.html,,,,False
859,1208,ma.masked_less,,,,masked_less,numpy.ma.masked_less,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_less.html,,,,False
860,1209,ma.masked_less_equal,,,,masked_less_equal,numpy.ma.masked_less_equal,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_less_equal.html,,,,False
861,1210,ma.masked_not_equal,,,,masked_not_equal,numpy.ma.masked_not_equal,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_not_equal.html,,,,False
862,1211,ma.masked_object,,,,masked_object,numpy.ma.masked_object,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_object.html,,,,False
863,1212,ma.masked_outside,,,,masked_outside,numpy.ma.masked_outside,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_outside.html,,,,False
864,1213,ma.masked_values,,,,masked_values,numpy.ma.masked_values,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_values.html,,,,False
865,1214,ma.MaskedArray.flatten,,,,flatten,numpy.ma.MaskedArray.flatten,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.flatten.html,,,,False
866,1215,matrix.flatten,,,,flatten,numpy.matrix.flatten,https://numpy.org/doc/stable/reference/generated/numpy.matrix.flatten.html,,,,False
867,1216,ndarray.flatten,,,,flatten,numpy.ndarray.flatten,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.flatten.html,,,,False
868,1217,ma.MaskedArray.get_fill_value,,,,get_fill_value,numpy.ma.MaskedArray.get_fill_value,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.get_fill_value.html,,,,False
869,1218,ma.MaskedArray.max,,,,max,numpy.ma.MaskedArray.max,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.max.html,arkouda.pdarrayclass.max,pdarrayclass.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.max,True
870,1219,ma.MaskedArray.max,,,,max,numpy.ma.MaskedArray.max,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.max.html,arkouda.array_api._statistical_functions.max,array_api._statistical_functions.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.max,True
871,1220,ma.max,,,,max,numpy.ma.max,https://numpy.org/doc/stable/reference/generated/numpy.ma.max.html,arkouda.pdarrayclass.max,pdarrayclass.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.max,True
872,1221,ma.max,,,,max,numpy.ma.max,https://numpy.org/doc/stable/reference/generated/numpy.ma.max.html,arkouda.array_api._statistical_functions.max,array_api._statistical_functions.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.max,True
873,1222,matrix.max,,,,max,numpy.matrix.max,https://numpy.org/doc/stable/reference/generated/numpy.matrix.max.html,arkouda.pdarrayclass.max,pdarrayclass.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.max,True
874,1223,matrix.max,,,,max,numpy.matrix.max,https://numpy.org/doc/stable/reference/generated/numpy.matrix.max.html,arkouda.array_api._statistical_functions.max,array_api._statistical_functions.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.max,True
875,1224,ndarray.max,,,,max,numpy.ndarray.max,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.max.html,arkouda.pdarrayclass.max,pdarrayclass.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.max,True
876,1225,ndarray.max,,,,max,numpy.ndarray.max,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.max.html,arkouda.array_api._statistical_functions.max,array_api._statistical_functions.max,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.max,True
877,1226,ma.MaskedArray.mean,,,,mean,numpy.ma.MaskedArray.mean,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.mean.html,arkouda.pdarrayclass.mean,pdarrayclass.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.mean,True
878,1227,ma.MaskedArray.mean,,,,mean,numpy.ma.MaskedArray.mean,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.mean.html,arkouda.array_api._statistical_functions.mean,array_api._statistical_functions.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.mean,True
879,1228,ma.mean,,,,mean,numpy.ma.mean,https://numpy.org/doc/stable/reference/generated/numpy.ma.mean.html,arkouda.pdarrayclass.mean,pdarrayclass.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.mean,True
880,1229,ma.mean,,,,mean,numpy.ma.mean,https://numpy.org/doc/stable/reference/generated/numpy.ma.mean.html,arkouda.array_api._statistical_functions.mean,array_api._statistical_functions.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.mean,True
881,1230,matrix.mean,,,,mean,numpy.matrix.mean,https://numpy.org/doc/stable/reference/generated/numpy.matrix.mean.html,arkouda.pdarrayclass.mean,pdarrayclass.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.mean,True
882,1231,matrix.mean,,,,mean,numpy.matrix.mean,https://numpy.org/doc/stable/reference/generated/numpy.matrix.mean.html,arkouda.array_api._statistical_functions.mean,array_api._statistical_functions.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.mean,True
883,1232,ndarray.mean,,,,mean,numpy.ndarray.mean,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.mean.html,arkouda.pdarrayclass.mean,pdarrayclass.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.mean,True
884,1233,ndarray.mean,,,,mean,numpy.ndarray.mean,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.mean.html,arkouda.array_api._statistical_functions.mean,array_api._statistical_functions.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.mean,True
885,1234,ma.MaskedArray.min,,,,min,numpy.ma.MaskedArray.min,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.min.html,arkouda.pdarrayclass.min,pdarrayclass.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.min,True
886,1235,ma.MaskedArray.min,,,,min,numpy.ma.MaskedArray.min,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.min.html,arkouda.array_api._statistical_functions.min,array_api._statistical_functions.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.min,True
887,1236,ma.min,,,,min,numpy.ma.min,https://numpy.org/doc/stable/reference/generated/numpy.ma.min.html,arkouda.pdarrayclass.min,pdarrayclass.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.min,True
888,1237,ma.min,,,,min,numpy.ma.min,https://numpy.org/doc/stable/reference/generated/numpy.ma.min.html,arkouda.array_api._statistical_functions.min,array_api._statistical_functions.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.min,True
889,1238,matrix.min,,,,min,numpy.matrix.min,https://numpy.org/doc/stable/reference/generated/numpy.matrix.min.html,arkouda.pdarrayclass.min,pdarrayclass.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.min,True
890,1239,matrix.min,,,,min,numpy.matrix.min,https://numpy.org/doc/stable/reference/generated/numpy.matrix.min.html,arkouda.array_api._statistical_functions.min,array_api._statistical_functions.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.min,True
891,1240,ndarray.min,,,,min,numpy.ndarray.min,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.min.html,arkouda.pdarrayclass.min,pdarrayclass.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.min,True
892,1241,ndarray.min,,,,min,numpy.ndarray.min,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.min.html,arkouda.array_api._statistical_functions.min,array_api._statistical_functions.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.min,True
893,1242,ma.MaskedArray.nonzero,,,,nonzero,numpy.ma.MaskedArray.nonzero,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.nonzero.html,arkouda.array_api._searching_functions.nonzero,array_api._searching_functions.nonzero,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.nonzero,True
894,1243,matrix.nonzero,,,,nonzero,numpy.matrix.nonzero,https://numpy.org/doc/stable/reference/generated/numpy.matrix.nonzero.html,arkouda.array_api._searching_functions.nonzero,array_api._searching_functions.nonzero,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.nonzero,True
895,1244,ndarray.nonzero,,,,nonzero,numpy.ndarray.nonzero,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.nonzero.html,arkouda.array_api._searching_functions.nonzero,array_api._searching_functions.nonzero,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.nonzero,True
896,1245,ma.MaskedArray.prod,,,,prod,numpy.ma.MaskedArray.prod,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.prod.html,arkouda.pdarrayclass.prod,pdarrayclass.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.prod,True
897,1246,ma.MaskedArray.prod,,,,prod,numpy.ma.MaskedArray.prod,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.prod.html,arkouda.array_api._statistical_functions.prod,array_api._statistical_functions.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.prod,True
898,1247,ma.prod,,,,prod,numpy.ma.prod,https://numpy.org/doc/stable/reference/generated/numpy.ma.prod.html,arkouda.pdarrayclass.prod,pdarrayclass.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.prod,True
899,1248,ma.prod,,,,prod,numpy.ma.prod,https://numpy.org/doc/stable/reference/generated/numpy.ma.prod.html,arkouda.array_api._statistical_functions.prod,array_api._statistical_functions.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.prod,True
900,1249,matrix.prod,,,,prod,numpy.matrix.prod,https://numpy.org/doc/stable/reference/generated/numpy.matrix.prod.html,arkouda.pdarrayclass.prod,pdarrayclass.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.prod,True
901,1250,matrix.prod,,,,prod,numpy.matrix.prod,https://numpy.org/doc/stable/reference/generated/numpy.matrix.prod.html,arkouda.array_api._statistical_functions.prod,array_api._statistical_functions.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.prod,True
902,1251,ndarray.prod,,,,prod,numpy.ndarray.prod,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.prod.html,arkouda.pdarrayclass.prod,pdarrayclass.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.prod,True
903,1252,ndarray.prod,,,,prod,numpy.ndarray.prod,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.prod.html,arkouda.array_api._statistical_functions.prod,array_api._statistical_functions.prod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.prod,True
904,1253,ma.MaskedArray.ptp,,,,ptp,numpy.ma.MaskedArray.ptp,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.ptp.html,,,,False
905,1254,ma.ptp,,,,ptp,numpy.ma.ptp,https://numpy.org/doc/stable/reference/generated/numpy.ma.ptp.html,,,,False
906,1255,matrix.ptp,,,,ptp,numpy.matrix.ptp,https://numpy.org/doc/stable/reference/generated/numpy.matrix.ptp.html,,,,False
907,1256,ndarray.ptp,,,,ptp,numpy.ndarray.ptp,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.ptp.html,,,,False
908,1257,ma.MaskedArray.ravel,,,,ravel,numpy.ma.MaskedArray.ravel,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.ravel.html,,,,False
909,1258,ma.ravel,,,,ravel,numpy.ma.ravel,https://numpy.org/doc/stable/reference/generated/numpy.ma.ravel.html,,,,False
910,1259,matrix.ravel,,,,ravel,numpy.matrix.ravel,https://numpy.org/doc/stable/reference/generated/numpy.matrix.ravel.html,,,,False
911,1260,ndarray.ravel,,,,ravel,numpy.ndarray.ravel,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.ravel.html,,,,False
912,1261,ma.MaskedArray.reshape,,,,reshape,numpy.ma.MaskedArray.reshape,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.reshape.html,arkouda.array_api._manipulation_functions.reshape,array_api._manipulation_functions.reshape,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.reshape,True
913,1262,ma.reshape,,,,reshape,numpy.ma.reshape,https://numpy.org/doc/stable/reference/generated/numpy.ma.reshape.html,arkouda.array_api._manipulation_functions.reshape,array_api._manipulation_functions.reshape,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.reshape,True
914,1263,matrix.reshape,,,,reshape,numpy.matrix.reshape,https://numpy.org/doc/stable/reference/generated/numpy.matrix.reshape.html,arkouda.array_api._manipulation_functions.reshape,array_api._manipulation_functions.reshape,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.reshape,True
915,1264,ndarray.reshape,,,,reshape,numpy.ndarray.reshape,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.reshape.html,arkouda.array_api._manipulation_functions.reshape,array_api._manipulation_functions.reshape,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.reshape,True
916,1265,ma.MaskedArray.resize,,,,resize,numpy.ma.MaskedArray.resize,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.resize.html,,,,False
917,1266,ma.resize,,,,resize,numpy.ma.resize,https://numpy.org/doc/stable/reference/generated/numpy.ma.resize.html,,,,False
918,1267,matrix.resize,,,,resize,numpy.matrix.resize,https://numpy.org/doc/stable/reference/generated/numpy.matrix.resize.html,,,,False
919,1268,ndarray.resize,,,,resize,numpy.ndarray.resize,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.resize.html,,,,False
920,1269,ma.MaskedArray.round,,,,round,numpy.ma.MaskedArray.round,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.round.html,arkouda.numeric.round,numeric.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.round,True
921,1270,ma.MaskedArray.round,,,,round,numpy.ma.MaskedArray.round,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.round.html,arkouda.array_api._elementwise_functions.round,array_api._elementwise_functions.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.round,True
922,1271,ma.round,,,,round,numpy.ma.round,https://numpy.org/doc/stable/reference/generated/numpy.ma.round.html,arkouda.numeric.round,numeric.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.round,True
923,1272,ma.round,,,,round,numpy.ma.round,https://numpy.org/doc/stable/reference/generated/numpy.ma.round.html,arkouda.array_api._elementwise_functions.round,array_api._elementwise_functions.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.round,True
924,1273,matrix.round,,,,round,numpy.matrix.round,https://numpy.org/doc/stable/reference/generated/numpy.matrix.round.html,arkouda.numeric.round,numeric.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.round,True
925,1274,matrix.round,,,,round,numpy.matrix.round,https://numpy.org/doc/stable/reference/generated/numpy.matrix.round.html,arkouda.array_api._elementwise_functions.round,array_api._elementwise_functions.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.round,True
926,1275,ndarray.round,,,,round,numpy.ndarray.round,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.round.html,arkouda.numeric.round,numeric.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.round,True
927,1276,ndarray.round,,,,round,numpy.ndarray.round,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.round.html,arkouda.array_api._elementwise_functions.round,array_api._elementwise_functions.round,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.round,True
928,1277,ma.MaskedArray.set_fill_value,,,,set_fill_value,numpy.ma.MaskedArray.set_fill_value,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.set_fill_value.html,,,,False
929,1278,ma.set_fill_value,,,,set_fill_value,numpy.ma.set_fill_value,https://numpy.org/doc/stable/reference/generated/numpy.ma.set_fill_value.html,,,,False
930,1279,ma.MaskedArray.shrink_mask,,,,shrink_mask,numpy.ma.MaskedArray.shrink_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.shrink_mask.html,,,,False
931,1280,ma.MaskedArray.soften_mask,,,,soften_mask,numpy.ma.MaskedArray.soften_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.soften_mask.html,,,,False
932,1281,ma.soften_mask,,,,soften_mask,numpy.ma.soften_mask,https://numpy.org/doc/stable/reference/generated/numpy.ma.soften_mask.html,,,,False
933,1282,ma.MaskedArray.sort,,,,sort,numpy.ma.MaskedArray.sort,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.sort.html,arkouda.sorting.sort,sorting.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.sort,True
934,1283,ma.MaskedArray.sort,,,,sort,numpy.ma.MaskedArray.sort,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.sort.html,arkouda.array_api._sorting_functions.sort,array_api._sorting_functions.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.sort,True
935,1284,ma.sort,,,,sort,numpy.ma.sort,https://numpy.org/doc/stable/reference/generated/numpy.ma.sort.html,arkouda.sorting.sort,sorting.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.sort,True
936,1285,ma.sort,,,,sort,numpy.ma.sort,https://numpy.org/doc/stable/reference/generated/numpy.ma.sort.html,arkouda.array_api._sorting_functions.sort,array_api._sorting_functions.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.sort,True
937,1286,matrix.sort,,,,sort,numpy.matrix.sort,https://numpy.org/doc/stable/reference/generated/numpy.matrix.sort.html,arkouda.sorting.sort,sorting.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.sort,True
938,1287,matrix.sort,,,,sort,numpy.matrix.sort,https://numpy.org/doc/stable/reference/generated/numpy.matrix.sort.html,arkouda.array_api._sorting_functions.sort,array_api._sorting_functions.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.sort,True
939,1288,ndarray.sort,,,,sort,numpy.ndarray.sort,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.sort.html,arkouda.sorting.sort,sorting.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.sort,True
940,1289,ndarray.sort,,,,sort,numpy.ndarray.sort,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.sort.html,arkouda.array_api._sorting_functions.sort,array_api._sorting_functions.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.sort,True
941,1290,ma.MaskedArray.squeeze,,,,squeeze,numpy.ma.MaskedArray.squeeze,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.squeeze.html,arkouda.array_api._manipulation_functions.squeeze,array_api._manipulation_functions.squeeze,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.squeeze,True
942,1291,ma.squeeze,,,,squeeze,numpy.ma.squeeze,https://numpy.org/doc/stable/reference/generated/numpy.ma.squeeze.html,arkouda.array_api._manipulation_functions.squeeze,array_api._manipulation_functions.squeeze,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.squeeze,True
943,1292,matrix.squeeze,,,,squeeze,numpy.matrix.squeeze,https://numpy.org/doc/stable/reference/generated/numpy.matrix.squeeze.html,arkouda.array_api._manipulation_functions.squeeze,array_api._manipulation_functions.squeeze,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.squeeze,True
944,1293,ndarray.squeeze,,,,squeeze,numpy.ndarray.squeeze,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.squeeze.html,arkouda.array_api._manipulation_functions.squeeze,array_api._manipulation_functions.squeeze,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.squeeze,True
945,1294,ma.MaskedArray.std,,,,std,numpy.ma.MaskedArray.std,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.std.html,arkouda.pdarrayclass.std,pdarrayclass.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.std,True
946,1295,ma.MaskedArray.std,,,,std,numpy.ma.MaskedArray.std,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.std.html,arkouda.array_api._statistical_functions.std,array_api._statistical_functions.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.std,True
947,1296,ma.std,,,,std,numpy.ma.std,https://numpy.org/doc/stable/reference/generated/numpy.ma.std.html,arkouda.pdarrayclass.std,pdarrayclass.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.std,True
948,1297,ma.std,,,,std,numpy.ma.std,https://numpy.org/doc/stable/reference/generated/numpy.ma.std.html,arkouda.array_api._statistical_functions.std,array_api._statistical_functions.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.std,True
949,1298,matrix.std,,,,std,numpy.matrix.std,https://numpy.org/doc/stable/reference/generated/numpy.matrix.std.html,arkouda.pdarrayclass.std,pdarrayclass.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.std,True
950,1299,matrix.std,,,,std,numpy.matrix.std,https://numpy.org/doc/stable/reference/generated/numpy.matrix.std.html,arkouda.array_api._statistical_functions.std,array_api._statistical_functions.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.std,True
