,index,function_np,total_np_calls,num_scipy_funs_used_by,used_by_scipy,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
274,623,split,11.0,6.0,True,split,numpy.split,https://numpy.org/doc/stable/reference/generated/numpy.split.html,,,,False
275,624,cumprod,9.0,6.0,True,cumprod,numpy.cumprod,https://numpy.org/doc/stable/reference/generated/numpy.cumprod.html,arkouda.numeric.cumprod,numeric.cumprod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.cumprod,True
276,625,kron,9.0,6.0,True,kron,numpy.kron,https://numpy.org/doc/stable/reference/generated/numpy.kron.html,,,,False
277,626,random.permutation,8.0,6.0,True,permutation,numpy.random.permutation,https://numpy.org/doc/stable/reference/generated/numpy.random.permutation.html,,,,False
278,627,around,7.0,6.0,True,around,numpy.around,https://numpy.org/doc/stable/reference/generated/numpy.around.html,,,,False
279,628,arccos,6.0,6.0,True,arccos,numpy.arccos,https://numpy.org/doc/stable/reference/generated/numpy.arccos.html,arkouda.numeric.arccos,numeric.arccos,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arccos,True
280,629,interp,6.0,6.0,True,interp,numpy.interp,https://numpy.org/doc/stable/reference/generated/numpy.interp.html,,,,False
281,630,arcsinh,10.0,5.0,True,arcsinh,numpy.arcsinh,https://numpy.org/doc/stable/reference/generated/numpy.arcsinh.html,arkouda.numeric.arcsinh,numeric.arcsinh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arcsinh,True
282,631,trace,10.0,5.0,True,trace,numpy.trace,https://numpy.org/doc/stable/reference/generated/numpy.trace.html,,,,False
283,632,loadtxt,8.0,5.0,True,loadtxt,numpy.loadtxt,https://numpy.org/doc/stable/reference/generated/numpy.loadtxt.html,,,,False
284,633,place,8.0,5.0,True,place,numpy.place,https://numpy.org/doc/stable/reference/generated/numpy.place.html,,,,False
285,634,polymul,8.0,5.0,True,polymul,numpy.polymul,https://numpy.org/doc/stable/reference/generated/numpy.polymul.html,,,,False
286,635,testing.assert_array_less,8.0,5.0,True,assert_array_less,numpy.testing.assert_array_less,https://numpy.org/doc/stable/reference/generated/numpy.testing.assert_array_less.html,,,,False
287,636,may_share_memory,7.0,5.0,True,may_share_memory,numpy.may_share_memory,https://numpy.org/doc/stable/reference/generated/numpy.may_share_memory.html,,,,False
288,637,trim_zeros,7.0,5.0,True,trim_zeros,numpy.trim_zeros,https://numpy.org/doc/stable/reference/generated/numpy.trim_zeros.html,,,,False
289,638,greater,6.0,5.0,True,greater,numpy.greater,https://numpy.org/doc/stable/reference/generated/numpy.greater.html,arkouda.array_api._elementwise_functions.greater,array_api._elementwise_functions.greater,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.greater,True
290,639,ix_,5.0,5.0,True,ix_,numpy.ix_,https://numpy.org/doc/stable/reference/generated/numpy.ix_.html,,,,False
291,640,random.choice,5.0,5.0,True,choice,numpy.random.choice,https://numpy.org/doc/stable/reference/generated/numpy.random.choice.html,,,,False
292,641,poly,15.0,4.0,True,poly,numpy.poly,https://numpy.org/doc/stable/reference/generated/numpy.poly.html,,,,False
293,642,s_,10.0,4.0,True,s_,numpy.s_,https://numpy.org/doc/stable/reference/generated/numpy.s_.html,,,,False
294,643,diagonal,8.0,4.0,True,diagonal,numpy.diagonal,https://numpy.org/doc/stable/reference/generated/numpy.diagonal.html,,,,False
295,644,typecodes,8.0,4.0,True,,,,,,,
296,645,arccosh,7.0,4.0,True,arccosh,numpy.arccosh,https://numpy.org/doc/stable/reference/generated/numpy.arccosh.html,arkouda.numeric.arccosh,numeric.arccosh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arccosh,True
297,646,tanh,7.0,4.0,True,tanh,numpy.tanh,https://numpy.org/doc/stable/reference/generated/numpy.tanh.html,arkouda.numeric.tanh,numeric.tanh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.tanh,True
298,647,tanh,7.0,4.0,True,tanh,numpy.tanh,https://numpy.org/doc/stable/reference/generated/numpy.tanh.html,arkouda.array_api._elementwise_functions.tanh,array_api._elementwise_functions.tanh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.tanh,True
299,648,block,6.0,4.0,True,block,numpy.block,https://numpy.org/doc/stable/reference/generated/numpy.block.html,,,,False
300,649,divide,6.0,4.0,True,divide,numpy.divide,https://numpy.org/doc/stable/reference/generated/numpy.divide.html,arkouda.array_api._elementwise_functions.divide,array_api._elementwise_functions.divide,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.divide,True
301,650,less_equal,6.0,4.0,True,less_equal,numpy.less_equal,https://numpy.org/doc/stable/reference/generated/numpy.less_equal.html,arkouda.array_api._elementwise_functions.less_equal,array_api._elementwise_functions.less_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.less_equal,True
302,651,lexsort,6.0,4.0,True,lexsort,numpy.lexsort,https://numpy.org/doc/stable/reference/generated/numpy.lexsort.html,,,,False
303,652,vander,6.0,4.0,True,vander,numpy.vander,https://numpy.org/doc/stable/reference/generated/numpy.vander.html,,,,False
304,653,arctanh,5.0,4.0,True,arctanh,numpy.arctanh,https://numpy.org/doc/stable/reference/generated/numpy.arctanh.html,arkouda.numeric.arctanh,numeric.arctanh,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arctanh,True
305,654,fabs,5.0,4.0,True,fabs,numpy.fabs,https://numpy.org/doc/stable/reference/generated/numpy.fabs.html,,,,False
306,655,flipud,5.0,4.0,True,flipud,numpy.flipud,https://numpy.org/doc/stable/reference/generated/numpy.flipud.html,,,,False
307,656,float128,5.0,4.0,True,float128,numpy.float128,https://numpy.org/doc/stable/reference/generated/numpy.float128.html,,,,False
308,657,linalg.qr,5.0,4.0,True,qr,numpy.linalg.qr,https://numpy.org/doc/stable/reference/generated/numpy.linalg.qr.html,,,,False
309,658,ma.masked_where,5.0,4.0,True,masked_where,numpy.ma.masked_where,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_where.html,,,,False
310,659,nanmax,5.0,4.0,True,nanmax,numpy.nanmax,https://numpy.org/doc/stable/reference/generated/numpy.nanmax.html,,,,False
311,660,nanmin,5.0,4.0,True,nanmin,numpy.nanmin,https://numpy.org/doc/stable/reference/generated/numpy.nanmin.html,,,,False
312,661,random.exponential,5.0,4.0,True,exponential,numpy.random.exponential,https://numpy.org/doc/stable/reference/generated/numpy.random.exponential.html,,,,False
313,662,signedinteger,5.0,4.0,True,signedinteger,numpy.signedinteger,https://numpy.org/doc/stable/reference/generated/numpy.signedinteger.html,,,,False
314,663,cdouble,4.0,4.0,True,cdouble,numpy.cdouble,https://numpy.org/doc/stable/reference/generated/numpy.cdouble.html,,,,False
315,664,exp2,4.0,4.0,True,exp2,numpy.exp2,https://numpy.org/doc/stable/reference/generated/numpy.exp2.html,,,,False
316,665,flatnonzero,4.0,4.0,True,flatnonzero,numpy.flatnonzero,https://numpy.org/doc/stable/reference/generated/numpy.flatnonzero.html,,,,False
317,666,ma.isMaskedArray,4.0,4.0,True,isMaskedArray,numpy.ma.isMaskedArray,https://numpy.org/doc/stable/reference/generated/numpy.ma.isMaskedArray.html,,,,False
318,667,mod,4.0,4.0,True,mod,numpy.mod,https://numpy.org/doc/stable/reference/generated/numpy.mod.html,arkouda.pdarrayclass.mod,pdarrayclass.mod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.mod,True
319,668,printoptions,4.0,4.0,True,printoptions,numpy.printoptions,https://numpy.org/doc/stable/reference/generated/numpy.printoptions.html,,,,False
320,669,rec.fromarrays,4.0,4.0,True,,,,,,,
321,670,vdot,4.0,4.0,True,vdot,numpy.vdot,https://numpy.org/doc/stable/reference/generated/numpy.vdot.html,,,,False
322,671,choose,11.0,3.0,True,choose,numpy.choose,https://numpy.org/doc/stable/reference/generated/numpy.choose.html,,,,False
323,672,iscomplex,11.0,3.0,True,iscomplex,numpy.iscomplex,https://numpy.org/doc/stable/reference/generated/numpy.iscomplex.html,,,,False
324,673,polynomial.Polynomial,10.0,3.0,True,,,,,,,
325,674,random.chisquare,7.0,3.0,True,chisquare,numpy.random.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.chisquare.html,arkouda.akscipy.chisquare,akscipy.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy.chisquare,True
326,675,random.chisquare,7.0,3.0,True,chisquare,numpy.random.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.chisquare.html,arkouda.akscipy._stats_py.chisquare,akscipy._stats_py.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy._stats_py.chisquare,True
327,676,random.pareto,7.0,3.0,True,pareto,numpy.random.pareto,https://numpy.org/doc/stable/reference/generated/numpy.random.pareto.html,,,,False
328,677,cross,5.0,3.0,True,cross,numpy.cross,https://numpy.org/doc/stable/reference/generated/numpy.cross.html,,,,False
329,678,fft.fft,5.0,3.0,True,fft,numpy.fft.fft,https://numpy.org/doc/stable/reference/generated/numpy.fft.fft.html,,,,False
330,679,ma.MaskedArray,5.0,3.0,True,,,,,,,
331,680,add,4.0,3.0,True,add,numpy.add,https://numpy.org/doc/stable/reference/generated/numpy.add.html,arkouda.array_api._elementwise_functions.add,array_api._elementwise_functions.add,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.add,True
332,681,corrcoef,4.0,3.0,True,corrcoef,numpy.corrcoef,https://numpy.org/doc/stable/reference/generated/numpy.corrcoef.html,,,,False
333,682,correlate,4.0,3.0,True,correlate,numpy.correlate,https://numpy.org/doc/stable/reference/generated/numpy.correlate.html,,,,False
334,683,deg2rad,4.0,3.0,True,deg2rad,numpy.deg2rad,https://numpy.org/doc/stable/reference/generated/numpy.deg2rad.html,arkouda.numeric.deg2rad,numeric.deg2rad,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.deg2rad,True
335,684,fft.fftfreq,4.0,3.0,True,fftfreq,numpy.fft.fftfreq,https://numpy.org/doc/stable/reference/generated/numpy.fft.fftfreq.html,,,,False
336,685,indices,4.0,3.0,True,indices,numpy.indices,https://numpy.org/doc/stable/reference/generated/numpy.indices.html,,,,False
337,686,linalg.cond,4.0,3.0,True,cond,numpy.linalg.cond,https://numpy.org/doc/stable/reference/generated/numpy.linalg.cond.html,,,,False
338,687,ndarray.tolist,4.0,3.0,True,tolist,numpy.ndarray.tolist,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.tolist.html,,,,False
339,688,polydiv,4.0,3.0,True,polydiv,numpy.polydiv,https://numpy.org/doc/stable/reference/generated/numpy.polydiv.html,,,,False
340,689,random.multivariate_normal,4.0,3.0,True,multivariate_normal,numpy.random.multivariate_normal,https://numpy.org/doc/stable/reference/generated/numpy.random.multivariate_normal.html,,,,False
341,690,ravel_multi_index,4.0,3.0,True,ravel_multi_index,numpy.ravel_multi_index,https://numpy.org/doc/stable/reference/generated/numpy.ravel_multi_index.html,,,,False
342,691,rot90,4.0,3.0,True,rot90,numpy.rot90,https://numpy.org/doc/stable/reference/generated/numpy.rot90.html,,,,False
343,692,savetxt,4.0,3.0,True,savetxt,numpy.savetxt,https://numpy.org/doc/stable/reference/generated/numpy.savetxt.html,,,,False
344,693,seterr,4.0,3.0,True,seterr,numpy.seterr,https://numpy.org/doc/stable/reference/generated/numpy.seterr.html,,,,False
345,694,,3.0,3.0,True,,,,,,,
346,695,add.reduce,3.0,3.0,True,,,,,,,
347,696,broadcast,3.0,3.0,True,broadcast,numpy.broadcast,https://numpy.org/doc/stable/reference/generated/numpy.broadcast.html,arkouda.groupbyclass.broadcast,groupbyclass.broadcast,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.broadcast,True
348,697,bytes_,3.0,3.0,True,,,,,,,
349,698,common_type,3.0,3.0,True,common_type,numpy.common_type,https://numpy.org/doc/stable/reference/generated/numpy.common_type.html,,,,False
350,699,conjugate,3.0,3.0,True,conjugate,numpy.conjugate,https://numpy.org/doc/stable/reference/generated/numpy.conjugate.html,,,,False
351,700,diag_indices,3.0,3.0,True,diag_indices,numpy.diag_indices,https://numpy.org/doc/stable/reference/generated/numpy.diag_indices.html,,,,False
352,701,fft.irfft,3.0,3.0,True,irfft,numpy.fft.irfft,https://numpy.org/doc/stable/reference/generated/numpy.fft.irfft.html,,,,False
353,702,generic,3.0,3.0,True,,,,,,,
354,703,interval,3.0,3.0,True,,,,,,,
355,704,ldexp,3.0,3.0,True,ldexp,numpy.ldexp,https://numpy.org/doc/stable/reference/generated/numpy.ldexp.html,,,,False
356,705,linalg.eigh,3.0,3.0,True,eigh,numpy.linalg.eigh,https://numpy.org/doc/stable/reference/generated/numpy.linalg.eigh.html,,,,False
357,706,ndenumerate,3.0,3.0,True,ndenumerate,numpy.ndenumerate,https://numpy.org/doc/stable/reference/generated/numpy.ndenumerate.html,,,,False
358,707,ndnarray,3.0,3.0,True,,,,,,,
359,708,partition,3.0,3.0,True,partition,numpy.partition,https://numpy.org/doc/stable/reference/generated/numpy.partition.html,,,,False
360,709,polyfit,3.0,3.0,True,polyfit,numpy.polyfit,https://numpy.org/doc/stable/reference/generated/numpy.polyfit.html,,,,False
361,710,random.dirichlet,3.0,3.0,True,dirichlet,numpy.random.dirichlet,https://numpy.org/doc/stable/reference/generated/numpy.random.dirichlet.html,,,,False
362,711,euler_gamma,8.0,2.0,True,euler_gamma,numpy.euler_gamma,https://numpy.org/doc/stable/reference/generated/numpy.euler_gamma.html,,,,False
363,712,isin,6.0,2.0,True,isin,numpy.isin,https://numpy.org/doc/stable/reference/generated/numpy.isin.html,,,,False
364,713,true_divide,6.0,2.0,True,true_divide,numpy.true_divide,https://numpy.org/doc/stable/reference/generated/numpy.true_divide.html,,,,False
365,714,union1d,5.0,2.0,True,union1d,numpy.union1d,https://numpy.org/doc/stable/reference/generated/numpy.union1d.html,arkouda.pdarraysetops.union1d,pdarraysetops.union1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.union1d,True
366,715,complex256,4.0,2.0,True,complex256,numpy.complex256,https://numpy.org/doc/stable/reference/generated/numpy.complex256.html,,,,False
367,716,fft.fftshift,4.0,2.0,True,fftshift,numpy.fft.fftshift,https://numpy.org/doc/stable/reference/generated/numpy.fft.fftshift.html,,,,False
368,717,fromiter,4.0,2.0,True,fromiter,numpy.fromiter,https://numpy.org/doc/stable/reference/generated/numpy.fromiter.html,,,,False
369,718,fromstring,4.0,2.0,True,fromstring,numpy.fromstring,https://numpy.org/doc/stable/reference/generated/numpy.fromstring.html,,,,False
370,719,signbit,4.0,2.0,True,signbit,numpy.signbit,https://numpy.org/doc/stable/reference/generated/numpy.signbit.html,,,,False
371,720,arcsin,3.0,2.0,True,arcsin,numpy.arcsin,https://numpy.org/doc/stable/reference/generated/numpy.arcsin.html,arkouda.numeric.arcsin,numeric.arcsin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arcsin,True
372,721,datetime64,3.0,2.0,True,,,,,,,
373,722,min_scalar_type,3.0,2.0,True,min_scalar_type,numpy.min_scalar_type,https://numpy.org/doc/stable/reference/generated/numpy.min_scalar_type.html,,,,False
374,723,ndindex,3.0,2.0,True,ndindex,numpy.ndindex,https://numpy.org/doc/stable/reference/generated/numpy.ndindex.html,,,,False
375,724,not_equal,3.0,2.0,True,not_equal,numpy.not_equal,https://numpy.org/doc/stable/reference/generated/numpy.not_equal.html,arkouda.array_api._elementwise_functions.not_equal,array_api._elementwise_functions.not_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.not_equal,True
376,725,rad2deg,3.0,2.0,True,rad2deg,numpy.rad2deg,https://numpy.org/doc/stable/reference/generated/numpy.rad2deg.html,arkouda.numeric.rad2deg,numeric.rad2deg,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.rad2deg,True
377,726,random.binomial,3.0,2.0,True,binomial,numpy.random.binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.binomial.html,,,,False
378,727,sinc,3.0,2.0,True,sinc,numpy.sinc,https://numpy.org/doc/stable/reference/generated/numpy.sinc.html,,,,False
379,728,typing.ArrayLike,3.0,2.0,True,,,,,,,
380,729,ufunc,3.0,2.0,True,,,,,,,
381,730,copysign,2.0,2.0,True,copysign,numpy.copysign,https://numpy.org/doc/stable/reference/generated/numpy.copysign.html,,,,False
382,731,diag_indices_from,2.0,2.0,True,diag_indices_from,numpy.diag_indices_from,https://numpy.org/doc/stable/reference/generated/numpy.diag_indices_from.html,,,,False
383,732,fmax,2.0,2.0,True,fmax,numpy.fmax,https://numpy.org/doc/stable/reference/generated/numpy.fmax.html,,,,False
384,733,frexp,2.0,2.0,True,frexp,numpy.frexp,https://numpy.org/doc/stable/reference/generated/numpy.frexp.html,,,,False
385,734,histogram2d,2.0,2.0,True,histogram2d,numpy.histogram2d,https://numpy.org/doc/stable/reference/generated/numpy.histogram2d.html,arkouda.numeric.histogram2d,numeric.histogram2d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.histogram2d,True
386,735,histogramdd,2.0,2.0,True,histogramdd,numpy.histogramdd,https://numpy.org/doc/stable/reference/generated/numpy.histogramdd.html,arkouda.numeric.histogramdd,numeric.histogramdd,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.histogramdd,True
387,736,lib.stride_tricks.as_strided,2.0,2.0,True,as_strided,numpy.lib.stride_tricks.as_strided,https://numpy.org/doc/stable/reference/generated/numpy.lib.stride_tricks.as_strided.html,,,,False
388,737,ma.asarray,2.0,2.0,True,asarray,numpy.ma.asarray,https://numpy.org/doc/stable/reference/generated/numpy.ma.asarray.html,arkouda.array_api._creation_functions.asarray,array_api._creation_functions.asarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.asarray,True
389,738,ma.getmask,2.0,2.0,True,getmask,numpy.ma.getmask,https://numpy.org/doc/stable/reference/generated/numpy.ma.getmask.html,,,,False
390,739,ma.masked_greater,2.0,2.0,True,masked_greater,numpy.ma.masked_greater,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_greater.html,,,,False
391,740,ma.masked_invalid,2.0,2.0,True,masked_invalid,numpy.ma.masked_invalid,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_invalid.html,,,,False
392,741,ma.nomask,2.0,2.0,True,,,,,,,
393,742,ma.nonzero,2.0,2.0,True,nonzero,numpy.ma.nonzero,https://numpy.org/doc/stable/reference/generated/numpy.ma.nonzero.html,arkouda.array_api._searching_functions.nonzero,array_api._searching_functions.nonzero,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.nonzero,True
394,743,nan_to_num,2.0,2.0,True,nan_to_num,numpy.nan_to_num,https://numpy.org/doc/stable/reference/generated/numpy.nan_to_num.html,,,,False
395,744,ogrid,2.0,2.0,True,ogrid,numpy.ogrid,https://numpy.org/doc/stable/reference/generated/numpy.ogrid.html,,,,False
396,745,polyadd,2.0,2.0,True,polyadd,numpy.polyadd,https://numpy.org/doc/stable/reference/generated/numpy.polyadd.html,,,,False
397,746,put_along_axis,2.0,2.0,True,put_along_axis,numpy.put_along_axis,https://numpy.org/doc/stable/reference/generated/numpy.put_along_axis.html,,,,False
398,747,random.mtrand._rand,2.0,2.0,True,,,,,,,
399,748,rec.recarray,2.0,2.0,True,,,,,,,
400,749,savez_compressed,2.0,2.0,True,savez_compressed,numpy.savez_compressed,https://numpy.org/doc/stable/reference/generated/numpy.savez_compressed.html,,,,False
401,750,select,2.0,2.0,True,select,numpy.select,https://numpy.org/doc/stable/reference/generated/numpy.select.html,,,,False
402,751,str_,2.0,2.0,True,,,,,,,
403,752,tensordot,2.0,2.0,True,tensordot,numpy.tensordot,https://numpy.org/doc/stable/reference/generated/numpy.tensordot.html,arkouda.array_api.linalg.tensordot,array_api.linalg.tensordot,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api.linalg.tensordot,True
404,753,triu_indices_from,2.0,2.0,True,triu_indices_from,numpy.triu_indices_from,https://numpy.org/doc/stable/reference/generated/numpy.triu_indices_from.html,,,,False
405,754,unsignedinteger,2.0,2.0,True,,,,,,,
406,755,void,2.0,2.0,True,,,,,,,
407,756,array_repr,4.0,1.0,True,array_repr,numpy.array_repr,https://numpy.org/doc/stable/reference/generated/numpy.array_repr.html,,,,False
408,757,float96,4.0,1.0,True,float96,numpy.float96,https://numpy.org/doc/stable/reference/generated/numpy.float96.html,,,,False
409,758,fmod,4.0,1.0,True,fmod,numpy.fmod,https://numpy.org/doc/stable/reference/generated/numpy.fmod.html,arkouda.pdarrayclass.fmod,pdarrayclass.fmod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.fmod,True
410,759,isfortran,4.0,1.0,True,isfortran,numpy.isfortran,https://numpy.org/doc/stable/reference/generated/numpy.isfortran.html,,,,False
411,760,radians,4.0,1.0,True,radians,numpy.radians,https://numpy.org/doc/stable/reference/generated/numpy.radians.html,,,,False
412,761,cbrt,3.0,1.0,True,cbrt,numpy.cbrt,https://numpy.org/doc/stable/reference/generated/numpy.cbrt.html,,,,False
413,762,diagflat,3.0,1.0,True,diagflat,numpy.diagflat,https://numpy.org/doc/stable/reference/generated/numpy.diagflat.html,,,,False
414,763,inner,3.0,1.0,True,inner,numpy.inner,https://numpy.org/doc/stable/reference/generated/numpy.inner.html,,,,False
415,764,ma.masked_all,3.0,1.0,True,masked_all,numpy.ma.masked_all,https://numpy.org/doc/stable/reference/generated/numpy.ma.masked_all.html,,,,False
416,765,npy_intp,3.0,1.0,True,,,,,,,
417,766,PyUFuncGenericFunction,2.0,1.0,True,,,,,,,
418,767,compress,2.0,1.0,True,compress,numpy.compress,https://numpy.org/doc/stable/reference/generated/numpy.compress.html,,,,False
419,768,fft.ifftshift,2.0,1.0,True,ifftshift,numpy.fft.ifftshift,https://numpy.org/doc/stable/reference/generated/numpy.fft.ifftshift.html,,,,False
420,769,int_,2.0,1.0,True,int_,numpy.int_,https://numpy.org/doc/stable/reference/generated/numpy.int_.html,,,,False
421,770,ma.is_masked,2.0,1.0,True,is_masked,numpy.ma.is_masked,https://numpy.org/doc/stable/reference/generated/numpy.ma.is_masked.html,,,,False
422,771,ma.var,2.0,1.0,True,var,numpy.ma.var,https://numpy.org/doc/stable/reference/generated/numpy.ma.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
423,772,ma.var,2.0,1.0,True,var,numpy.ma.var,https://numpy.org/doc/stable/reference/generated/numpy.ma.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
424,773,random.MT19937,2.0,1.0,True,MT19937,numpy.random.MT19937,https://numpy.org/doc/stable/reference/generated/numpy.random.MT19937.html,,,,False
425,774,require,2.0,1.0,True,require,numpy.require,https://numpy.org/doc/stable/reference/generated/numpy.require.html,,,,False
426,775,uint,2.0,1.0,True,uint,numpy.uint,https://numpy.org/doc/stable/reference/generated/numpy.uint.html,,,,False
427,776,PyUFunc_FromFuncAndData,1.0,1.0,True,,,,,,,
428,777,__version__,1.0,1.0,True,,,,,,,
429,778,__version__.startswith,1.0,1.0,True,,,,,,,
430,779,add.at,1.0,1.0,True,,,,,,,
431,780,add.reduceat,1.0,1.0,True,,,,,,,
432,781,apply_over_axes,1.0,1.0,True,apply_over_axes,numpy.apply_over_axes,https://numpy.org/doc/stable/reference/generated/numpy.apply_over_axes.html,,,,False
433,782,argwhere,1.0,1.0,True,argwhere,numpy.argwhere,https://numpy.org/doc/stable/reference/generated/numpy.argwhere.html,,,,False
434,783,array2string,1.0,1.0,True,array2string,numpy.array2string,https://numpy.org/doc/stable/reference/generated/numpy.array2string.html,,,,False
435,784,atleast_3d,1.0,1.0,True,atleast_3d,numpy.atleast_3d,https://numpy.org/doc/stable/reference/generated/numpy.atleast_3d.html,,,,False
436,785,bitwise_and,1.0,1.0,True,bitwise_and,numpy.bitwise_and,https://numpy.org/doc/stable/reference/generated/numpy.bitwise_and.html,arkouda.array_api._elementwise_functions.bitwise_and,array_api._elementwise_functions.bitwise_and,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.bitwise_and,True
437,786,bitwise_or,1.0,1.0,True,bitwise_or,numpy.bitwise_or,https://numpy.org/doc/stable/reference/generated/numpy.bitwise_or.html,arkouda.array_api._elementwise_functions.bitwise_or,array_api._elementwise_functions.bitwise_or,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.bitwise_or,True
438,787,broadcast_shapes,1.0,1.0,True,broadcast_shapes,numpy.broadcast_shapes,https://numpy.org/doc/stable/reference/generated/numpy.broadcast_shapes.html,,,,False
439,788,digitize,1.0,1.0,True,digitize,numpy.digitize,https://numpy.org/doc/stable/reference/generated/numpy.digitize.html,,,,False
440,789,divmod,1.0,1.0,True,divmod,numpy.divmod,https://numpy.org/doc/stable/reference/generated/numpy.divmod.html,arkouda.pdarrayclass.divmod,pdarrayclass.divmod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.divmod,True
441,790,double,1.0,1.0,True,double,numpy.double,https://numpy.org/doc/stable/reference/generated/numpy.double.html,,,,False
442,791,fft,1.0,1.0,True,,,,,,,
443,792,fft.ifft,1.0,1.0,True,ifft,numpy.fft.ifft,https://numpy.org/doc/stable/reference/generated/numpy.fft.ifft.html,,,,False
444,793,fft.rfft,1.0,1.0,True,rfft,numpy.fft.rfft,https://numpy.org/doc/stable/reference/generated/numpy.fft.rfft.html,,,,False
445,794,fft.rfftfreq,1.0,1.0,True,rfftfreq,numpy.fft.rfftfreq,https://numpy.org/doc/stable/reference/generated/numpy.fft.rfftfreq.html,,,,False
446,795,fliplr,1.0,1.0,True,fliplr,numpy.fliplr,https://numpy.org/doc/stable/reference/generated/numpy.fliplr.html,,,,False
447,796,float,1.0,1.0,True,,,,,,,
448,797,fmin,1.0,1.0,True,fmin,numpy.fmin,https://numpy.org/doc/stable/reference/generated/numpy.fmin.html,,,,False
449,798,format_float_scientific,1.0,1.0,True,format_float_scientific,numpy.format_float_scientific,https://numpy.org/doc/stable/reference/generated/numpy.format_float_scientific.html,,,,False
450,799,fromfile,1.0,1.0,True,fromfile,numpy.fromfile,https://numpy.org/doc/stable/reference/generated/numpy.fromfile.html,,,,False
451,800,genfromtxt,1.0,1.0,True,genfromtxt,numpy.genfromtxt,https://numpy.org/doc/stable/reference/generated/numpy.genfromtxt.html,,,,False
452,801,geomspace,1.0,1.0,True,geomspace,numpy.geomspace,https://numpy.org/doc/stable/reference/generated/numpy.geomspace.html,,,,False
