,index,function_np,total_np_calls,num_nltk_funs_used_by,used_by_nltk,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
1165,1514,polynomial.legendre.legvander2d,,,,legvander2d,numpy.polynomial.legendre.legvander2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legvander2d.html,,,,False
1166,1515,polynomial.legendre.legvander3d,,,,legvander3d,numpy.polynomial.legendre.legvander3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legvander3d.html,,,,False
1167,1516,polynomial.legendre.legweight,,,,legweight,numpy.polynomial.legendre.legweight,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legweight.html,,,,False
1168,1517,polynomial.legendre.legx,,,,legx,numpy.polynomial.legendre.legx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legx.html,,,,False
1169,1518,polynomial.legendre.legzero,,,,legzero,numpy.polynomial.legendre.legzero,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.legzero.html,,,,False
1170,1519,polynomial.legendre.poly2leg,,,,poly2leg,numpy.polynomial.legendre.poly2leg,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.legendre.poly2leg.html,,,,False
1171,1520,polynomial.polynomial.polycompanion,,,,polycompanion,numpy.polynomial.polynomial.polycompanion,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polycompanion.html,,,,False
1172,1521,polynomial.polynomial.polydomain,,,,polydomain,numpy.polynomial.polynomial.polydomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polydomain.html,,,,False
1173,1522,polynomial.polynomial.polyfromroots,,,,polyfromroots,numpy.polynomial.polynomial.polyfromroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyfromroots.html,,,,False
1174,1523,polynomial.polynomial.polygrid2d,,,,polygrid2d,numpy.polynomial.polynomial.polygrid2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polygrid2d.html,,,,False
1175,1524,polynomial.polynomial.polygrid3d,,,,polygrid3d,numpy.polynomial.polynomial.polygrid3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polygrid3d.html,,,,False
1176,1525,polynomial.polynomial.polyline,,,,polyline,numpy.polynomial.polynomial.polyline,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyline.html,,,,False
1177,1526,polynomial.polynomial.polymulx,,,,polymulx,numpy.polynomial.polynomial.polymulx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polymulx.html,,,,False
1178,1527,polynomial.polynomial.Polynomial,,,,Polynomial,numpy.polynomial.polynomial.Polynomial,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.Polynomial.html,,,,False
1179,1528,polynomial.polynomial.polyone,,,,polyone,numpy.polynomial.polynomial.polyone,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyone.html,,,,False
1180,1529,polynomial.polynomial.polypow,,,,polypow,numpy.polynomial.polynomial.polypow,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polypow.html,,,,False
1181,1530,polynomial.polynomial.polyroots,,,,polyroots,numpy.polynomial.polynomial.polyroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyroots.html,,,,False
1182,1531,polynomial.polynomial.polysub,,,,polysub,numpy.polynomial.polynomial.polysub,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polysub.html,,,,False
1183,1532,polysub,,,,polysub,numpy.polysub,https://numpy.org/doc/stable/reference/generated/numpy.polysub.html,,,,False
1184,1533,polynomial.polynomial.polytrim,,,,polytrim,numpy.polynomial.polynomial.polytrim,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polytrim.html,,,,False
1185,1534,polynomial.polynomial.polyval,,,,polyval,numpy.polynomial.polynomial.polyval,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyval.html,,,,False
1186,1535,polyval,,,,polyval,numpy.polyval,https://numpy.org/doc/stable/reference/generated/numpy.polyval.html,,,,False
1187,1536,polynomial.polynomial.polyval2d,,,,polyval2d,numpy.polynomial.polynomial.polyval2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyval2d.html,,,,False
1188,1537,polynomial.polynomial.polyval3d,,,,polyval3d,numpy.polynomial.polynomial.polyval3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyval3d.html,,,,False
1189,1538,polynomial.polynomial.polyvalfromroots,,,,polyvalfromroots,numpy.polynomial.polynomial.polyvalfromroots,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvalfromroots.html,,,,False
1190,1539,polynomial.polynomial.polyvander,,,,polyvander,numpy.polynomial.polynomial.polyvander,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvander.html,,,,False
1191,1540,polynomial.polynomial.polyvander2d,,,,polyvander2d,numpy.polynomial.polynomial.polyvander2d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvander2d.html,,,,False
1192,1541,polynomial.polynomial.polyvander3d,,,,polyvander3d,numpy.polynomial.polynomial.polyvander3d,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvander3d.html,,,,False
1193,1542,polynomial.polynomial.polyx,,,,polyx,numpy.polynomial.polynomial.polyx,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyx.html,,,,False
1194,1543,polynomial.polynomial.polyzero,,,,polyzero,numpy.polynomial.polynomial.polyzero,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyzero.html,,,,False
1195,1544,polynomial.polyutils.as_series,,,,as_series,numpy.polynomial.polyutils.as_series,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.as_series.html,,,,False
1196,1545,polynomial.polyutils.getdomain,,,,getdomain,numpy.polynomial.polyutils.getdomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.getdomain.html,,,,False
1197,1546,polynomial.polyutils.mapdomain,,,,mapdomain,numpy.polynomial.polyutils.mapdomain,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.mapdomain.html,,,,False
1198,1547,polynomial.polyutils.mapparms,,,,mapparms,numpy.polynomial.polyutils.mapparms,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.mapparms.html,,,,False
1199,1548,polynomial.polyutils.RankWarning,,,,RankWarning,numpy.polynomial.polyutils.RankWarning,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.RankWarning.html,,,,False
1200,1549,RankWarning,,,,RankWarning,numpy.RankWarning,https://numpy.org/doc/stable/reference/generated/numpy.RankWarning.html,,,,False
1201,1550,polynomial.polyutils.trimcoef,,,,trimcoef,numpy.polynomial.polyutils.trimcoef,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.trimcoef.html,,,,False
1202,1551,polynomial.polyutils.trimseq,,,,trimseq,numpy.polynomial.polyutils.trimseq,https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.trimseq.html,,,,False
1203,1552,positive,,,,positive,numpy.positive,https://numpy.org/doc/stable/reference/generated/numpy.positive.html,arkouda.array_api._elementwise_functions.positive,array_api._elementwise_functions.positive,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.positive,True
1204,1553,printoptions,,,,printoptions,numpy.printoptions,https://numpy.org/doc/stable/reference/generated/numpy.printoptions.html,,,,False
1205,1554,promote_types,,,,promote_types,numpy.promote_types,https://numpy.org/doc/stable/reference/generated/numpy.promote_types.html,,,,False
1206,1555,put_along_axis,,,,put_along_axis,numpy.put_along_axis,https://numpy.org/doc/stable/reference/generated/numpy.put_along_axis.html,,,,False
1207,1556,putmask,,,,putmask,numpy.putmask,https://numpy.org/doc/stable/reference/generated/numpy.putmask.html,,,,False
1208,1557,quantile,,,,quantile,numpy.quantile,https://numpy.org/doc/stable/reference/generated/numpy.quantile.html,,,,False
1209,1558,r_,,,,r_,numpy.r_,https://numpy.org/doc/stable/reference/generated/numpy.r_.html,,,,False
1210,1559,rad2deg,,,,rad2deg,numpy.rad2deg,https://numpy.org/doc/stable/reference/generated/numpy.rad2deg.html,arkouda.numeric.rad2deg,numeric.rad2deg,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.rad2deg,True
1211,1560,radians,,,,radians,numpy.radians,https://numpy.org/doc/stable/reference/generated/numpy.radians.html,,,,False
1212,1561,random,,,,random,numpy.random,https://numpy.org/doc/stable/reference/generated/numpy.random.html,,,,False
1213,1562,random.Generator.random,,,,random,numpy.random.Generator.random,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.random.html,,,,False
1214,1563,random.random,,,,random,numpy.random.random,https://numpy.org/doc/stable/reference/generated/numpy.random.random.html,,,,False
1215,1564,random.beta,,,,beta,numpy.random.beta,https://numpy.org/doc/stable/reference/generated/numpy.random.beta.html,,,,False
1216,1565,random.Generator.beta,,,,beta,numpy.random.Generator.beta,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.beta.html,,,,False
1217,1566,random.RandomState.beta,,,,beta,numpy.random.RandomState.beta,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.beta.html,,,,False
1218,1567,random.binomial,,,,binomial,numpy.random.binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.binomial.html,,,,False
1219,1568,random.Generator.binomial,,,,binomial,numpy.random.Generator.binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.binomial.html,,,,False
1220,1569,random.RandomState.binomial,,,,binomial,numpy.random.RandomState.binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.binomial.html,,,,False
1221,1570,random.BitGenerator,,,,BitGenerator,numpy.random.BitGenerator,https://numpy.org/doc/stable/reference/generated/numpy.random.BitGenerator.html,,,,False
1222,1571,random.bytes,,,,bytes,numpy.random.bytes,https://numpy.org/doc/stable/reference/generated/numpy.random.bytes.html,,,,False
1223,1572,random.Generator.bytes,,,,bytes,numpy.random.Generator.bytes,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.bytes.html,,,,False
1224,1573,random.RandomState.bytes,,,,bytes,numpy.random.RandomState.bytes,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.bytes.html,,,,False
1225,1574,random.chisquare,,,,chisquare,numpy.random.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.chisquare.html,arkouda.akscipy.chisquare,akscipy.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy.chisquare,True
1226,1575,random.chisquare,,,,chisquare,numpy.random.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.chisquare.html,arkouda.akscipy._stats_py.chisquare,akscipy._stats_py.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy._stats_py.chisquare,True
1227,1576,random.Generator.chisquare,,,,chisquare,numpy.random.Generator.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.chisquare.html,arkouda.akscipy.chisquare,akscipy.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy.chisquare,True
1228,1577,random.Generator.chisquare,,,,chisquare,numpy.random.Generator.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.chisquare.html,arkouda.akscipy._stats_py.chisquare,akscipy._stats_py.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy._stats_py.chisquare,True
1229,1578,random.RandomState.chisquare,,,,chisquare,numpy.random.RandomState.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.chisquare.html,arkouda.akscipy.chisquare,akscipy.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy.chisquare,True
1230,1579,random.RandomState.chisquare,,,,chisquare,numpy.random.RandomState.chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.chisquare.html,arkouda.akscipy._stats_py.chisquare,akscipy._stats_py.chisquare,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.akscipy._stats_py.chisquare,True
1231,1580,random.choice,,,,choice,numpy.random.choice,https://numpy.org/doc/stable/reference/generated/numpy.random.choice.html,,,,False
1232,1581,random.Generator.choice,,,,choice,numpy.random.Generator.choice,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.choice.html,,,,False
1233,1582,random.RandomState.choice,,,,choice,numpy.random.RandomState.choice,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.choice.html,,,,False
1234,1583,random.default_rng,,,,default_rng,numpy.random.default_rng,https://numpy.org/doc/stable/reference/generated/numpy.random.default_rng.html,,,,False
1235,1584,random.dirichlet,,,,dirichlet,numpy.random.dirichlet,https://numpy.org/doc/stable/reference/generated/numpy.random.dirichlet.html,,,,False
1236,1585,random.Generator.dirichlet,,,,dirichlet,numpy.random.Generator.dirichlet,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.dirichlet.html,,,,False
1237,1586,random.RandomState.dirichlet,,,,dirichlet,numpy.random.RandomState.dirichlet,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.dirichlet.html,,,,False
1238,1587,random.exponential,,,,exponential,numpy.random.exponential,https://numpy.org/doc/stable/reference/generated/numpy.random.exponential.html,,,,False
1239,1588,random.Generator.exponential,,,,exponential,numpy.random.Generator.exponential,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.exponential.html,,,,False
1240,1589,random.RandomState.exponential,,,,exponential,numpy.random.RandomState.exponential,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.exponential.html,,,,False
1241,1590,random.f,,,,f,numpy.random.f,https://numpy.org/doc/stable/reference/generated/numpy.random.f.html,,,,False
1242,1591,random.Generator.f,,,,f,numpy.random.Generator.f,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.f.html,,,,False
1243,1592,random.RandomState.f,,,,f,numpy.random.RandomState.f,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.f.html,,,,False
1244,1593,random.gamma,,,,gamma,numpy.random.gamma,https://numpy.org/doc/stable/reference/generated/numpy.random.gamma.html,,,,False
1245,1594,random.Generator.gamma,,,,gamma,numpy.random.Generator.gamma,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.gamma.html,,,,False
1246,1595,random.RandomState.gamma,,,,gamma,numpy.random.RandomState.gamma,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.gamma.html,,,,False
1247,1596,random.Generator.bit_generator,,,,bit_generator,numpy.random.Generator.bit_generator,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.bit_generator.html,,,,False
1248,1597,random.Generator.geometric,,,,geometric,numpy.random.Generator.geometric,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.geometric.html,,,,False
1249,1598,random.geometric,,,,geometric,numpy.random.geometric,https://numpy.org/doc/stable/reference/generated/numpy.random.geometric.html,,,,False
1250,1599,random.RandomState.geometric,,,,geometric,numpy.random.RandomState.geometric,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.geometric.html,,,,False
1251,1600,random.Generator.gumbel,,,,gumbel,numpy.random.Generator.gumbel,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.gumbel.html,,,,False
1252,1601,random.gumbel,,,,gumbel,numpy.random.gumbel,https://numpy.org/doc/stable/reference/generated/numpy.random.gumbel.html,,,,False
1253,1602,random.RandomState.gumbel,,,,gumbel,numpy.random.RandomState.gumbel,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.gumbel.html,,,,False
1254,1603,random.Generator.hypergeometric,,,,hypergeometric,numpy.random.Generator.hypergeometric,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.hypergeometric.html,,,,False
1255,1604,random.hypergeometric,,,,hypergeometric,numpy.random.hypergeometric,https://numpy.org/doc/stable/reference/generated/numpy.random.hypergeometric.html,,,,False
1256,1605,random.RandomState.hypergeometric,,,,hypergeometric,numpy.random.RandomState.hypergeometric,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.hypergeometric.html,,,,False
1257,1606,random.Generator.integers,,,,integers,numpy.random.Generator.integers,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.integers.html,,,,False
1258,1607,random.Generator.laplace,,,,laplace,numpy.random.Generator.laplace,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.laplace.html,,,,False
1259,1608,random.laplace,,,,laplace,numpy.random.laplace,https://numpy.org/doc/stable/reference/generated/numpy.random.laplace.html,,,,False
1260,1609,random.RandomState.laplace,,,,laplace,numpy.random.RandomState.laplace,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.laplace.html,,,,False
1261,1610,random.Generator.logistic,,,,logistic,numpy.random.Generator.logistic,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.logistic.html,,,,False
1262,1611,random.logistic,,,,logistic,numpy.random.logistic,https://numpy.org/doc/stable/reference/generated/numpy.random.logistic.html,,,,False
1263,1612,random.RandomState.logistic,,,,logistic,numpy.random.RandomState.logistic,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.logistic.html,,,,False
1264,1613,random.Generator.lognormal,,,,lognormal,numpy.random.Generator.lognormal,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.lognormal.html,,,,False
1265,1614,random.lognormal,,,,lognormal,numpy.random.lognormal,https://numpy.org/doc/stable/reference/generated/numpy.random.lognormal.html,,,,False
1266,1615,random.RandomState.lognormal,,,,lognormal,numpy.random.RandomState.lognormal,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.lognormal.html,,,,False
1267,1616,random.Generator.logseries,,,,logseries,numpy.random.Generator.logseries,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.logseries.html,,,,False
1268,1617,random.logseries,,,,logseries,numpy.random.logseries,https://numpy.org/doc/stable/reference/generated/numpy.random.logseries.html,,,,False
1269,1618,random.RandomState.logseries,,,,logseries,numpy.random.RandomState.logseries,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.logseries.html,,,,False
1270,1619,random.Generator.multinomial,,,,multinomial,numpy.random.Generator.multinomial,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.multinomial.html,,,,False
1271,1620,random.multinomial,,,,multinomial,numpy.random.multinomial,https://numpy.org/doc/stable/reference/generated/numpy.random.multinomial.html,,,,False
1272,1621,random.RandomState.multinomial,,,,multinomial,numpy.random.RandomState.multinomial,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.multinomial.html,,,,False
1273,1622,random.Generator.multivariate_hypergeometric,,,,multivariate_hypergeometric,numpy.random.Generator.multivariate_hypergeometric,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.multivariate_hypergeometric.html,,,,False
1274,1623,random.Generator.multivariate_normal,,,,multivariate_normal,numpy.random.Generator.multivariate_normal,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.multivariate_normal.html,,,,False
1275,1624,random.multivariate_normal,,,,multivariate_normal,numpy.random.multivariate_normal,https://numpy.org/doc/stable/reference/generated/numpy.random.multivariate_normal.html,,,,False
1276,1625,random.RandomState.multivariate_normal,,,,multivariate_normal,numpy.random.RandomState.multivariate_normal,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.multivariate_normal.html,,,,False
1277,1626,random.Generator.negative_binomial,,,,negative_binomial,numpy.random.Generator.negative_binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.negative_binomial.html,,,,False
1278,1627,random.negative_binomial,,,,negative_binomial,numpy.random.negative_binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.negative_binomial.html,,,,False
1279,1628,random.RandomState.negative_binomial,,,,negative_binomial,numpy.random.RandomState.negative_binomial,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.negative_binomial.html,,,,False
1280,1629,random.Generator.noncentral_chisquare,,,,noncentral_chisquare,numpy.random.Generator.noncentral_chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.noncentral_chisquare.html,,,,False
1281,1630,random.noncentral_chisquare,,,,noncentral_chisquare,numpy.random.noncentral_chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.noncentral_chisquare.html,,,,False
1282,1631,random.RandomState.noncentral_chisquare,,,,noncentral_chisquare,numpy.random.RandomState.noncentral_chisquare,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.noncentral_chisquare.html,,,,False
1283,1632,random.Generator.noncentral_f,,,,noncentral_f,numpy.random.Generator.noncentral_f,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.noncentral_f.html,,,,False
1284,1633,random.noncentral_f,,,,noncentral_f,numpy.random.noncentral_f,https://numpy.org/doc/stable/reference/generated/numpy.random.noncentral_f.html,,,,False
1285,1634,random.RandomState.noncentral_f,,,,noncentral_f,numpy.random.RandomState.noncentral_f,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.noncentral_f.html,,,,False
1286,1635,random.Generator.normal,,,,normal,numpy.random.Generator.normal,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.normal.html,,,,False
1287,1636,random.normal,,,,normal,numpy.random.normal,https://numpy.org/doc/stable/reference/generated/numpy.random.normal.html,,,,False
1288,1637,random.RandomState.normal,,,,normal,numpy.random.RandomState.normal,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.normal.html,,,,False
1289,1638,random.Generator.pareto,,,,pareto,numpy.random.Generator.pareto,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.pareto.html,,,,False
1290,1639,random.pareto,,,,pareto,numpy.random.pareto,https://numpy.org/doc/stable/reference/generated/numpy.random.pareto.html,,,,False
1291,1640,random.RandomState.pareto,,,,pareto,numpy.random.RandomState.pareto,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.pareto.html,,,,False
1292,1641,random.Generator.permutation,,,,permutation,numpy.random.Generator.permutation,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.permutation.html,,,,False
1293,1642,random.permutation,,,,permutation,numpy.random.permutation,https://numpy.org/doc/stable/reference/generated/numpy.random.permutation.html,,,,False
1294,1643,random.RandomState.permutation,,,,permutation,numpy.random.RandomState.permutation,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.permutation.html,,,,False
1295,1644,random.Generator.permuted,,,,permuted,numpy.random.Generator.permuted,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.permuted.html,,,,False
1296,1645,random.Generator.poisson,,,,poisson,numpy.random.Generator.poisson,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.poisson.html,,,,False
1297,1646,random.poisson,,,,poisson,numpy.random.poisson,https://numpy.org/doc/stable/reference/generated/numpy.random.poisson.html,,,,False
1298,1647,random.RandomState.poisson,,,,poisson,numpy.random.RandomState.poisson,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.poisson.html,,,,False
1299,1648,random.Generator.rayleigh,,,,rayleigh,numpy.random.Generator.rayleigh,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.rayleigh.html,,,,False
1300,1649,random.RandomState.rayleigh,,,,rayleigh,numpy.random.RandomState.rayleigh,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.rayleigh.html,,,,False
1301,1650,random.rayleigh,,,,rayleigh,numpy.random.rayleigh,https://numpy.org/doc/stable/reference/generated/numpy.random.rayleigh.html,,,,False
1302,1651,random.Generator.shuffle,,,,shuffle,numpy.random.Generator.shuffle,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.shuffle.html,,,,False
1303,1652,random.RandomState.shuffle,,,,shuffle,numpy.random.RandomState.shuffle,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.shuffle.html,,,,False
1304,1653,random.shuffle,,,,shuffle,numpy.random.shuffle,https://numpy.org/doc/stable/reference/generated/numpy.random.shuffle.html,,,,False
1305,1654,random.Generator.spawn,,,,spawn,numpy.random.Generator.spawn,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.spawn.html,,,,False
1306,1655,random.Generator.standard_cauchy,,,,standard_cauchy,numpy.random.Generator.standard_cauchy,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.standard_cauchy.html,,,,False
1307,1656,random.RandomState.standard_cauchy,,,,standard_cauchy,numpy.random.RandomState.standard_cauchy,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.standard_cauchy.html,,,,False
1308,1657,random.standard_cauchy,,,,standard_cauchy,numpy.random.standard_cauchy,https://numpy.org/doc/stable/reference/generated/numpy.random.standard_cauchy.html,,,,False
1309,1658,random.Generator.standard_exponential,,,,standard_exponential,numpy.random.Generator.standard_exponential,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.standard_exponential.html,,,,False
1310,1659,random.RandomState.standard_exponential,,,,standard_exponential,numpy.random.RandomState.standard_exponential,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.standard_exponential.html,,,,False
1311,1660,random.standard_exponential,,,,standard_exponential,numpy.random.standard_exponential,https://numpy.org/doc/stable/reference/generated/numpy.random.standard_exponential.html,,,,False
1312,1661,random.Generator.standard_gamma,,,,standard_gamma,numpy.random.Generator.standard_gamma,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.standard_gamma.html,,,,False
1313,1662,random.RandomState.standard_gamma,,,,standard_gamma,numpy.random.RandomState.standard_gamma,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.standard_gamma.html,,,,False
1314,1663,random.standard_gamma,,,,standard_gamma,numpy.random.standard_gamma,https://numpy.org/doc/stable/reference/generated/numpy.random.standard_gamma.html,,,,False
1315,1664,random.Generator.standard_normal,,,,standard_normal,numpy.random.Generator.standard_normal,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.standard_normal.html,arkouda.pdarraycreation.standard_normal,pdarraycreation.standard_normal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.standard_normal,True
1316,1665,random.RandomState.standard_normal,,,,standard_normal,numpy.random.RandomState.standard_normal,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.standard_normal.html,arkouda.pdarraycreation.standard_normal,pdarraycreation.standard_normal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.standard_normal,True
1317,1666,random.standard_normal,,,,standard_normal,numpy.random.standard_normal,https://numpy.org/doc/stable/reference/generated/numpy.random.standard_normal.html,arkouda.pdarraycreation.standard_normal,pdarraycreation.standard_normal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.standard_normal,True
1318,1667,random.Generator.standard_t,,,,standard_t,numpy.random.Generator.standard_t,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.standard_t.html,,,,False
1319,1668,random.RandomState.standard_t,,,,standard_t,numpy.random.RandomState.standard_t,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.standard_t.html,,,,False
1320,1669,random.standard_t,,,,standard_t,numpy.random.standard_t,https://numpy.org/doc/stable/reference/generated/numpy.random.standard_t.html,,,,False
1321,1670,random.Generator.triangular,,,,triangular,numpy.random.Generator.triangular,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.triangular.html,,,,False
1322,1671,random.RandomState.triangular,,,,triangular,numpy.random.RandomState.triangular,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.triangular.html,,,,False
1323,1672,random.triangular,,,,triangular,numpy.random.triangular,https://numpy.org/doc/stable/reference/generated/numpy.random.triangular.html,,,,False
